date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2001-10-01,0.0,57.7,70.0,49.5,0.0
2001-10-02,0.0,54.7,66.0,46.8,0.0
2001-10-03,0.0,51.4,63.7,39.4,0.0
2001-10-04,0.0,40.5,57.0,21.7,0.0
2001-10-05,0.0,35.1,50.2,18.3,0.2
2001-10-06,0.2,47.3,57.6,36.7,0.2
2001-10-07,0.3,48.2,58.3,42.3,0.2
2001-10-08,0.3,44.4,55.2,34.7,0.2
2001-10-09,0.7,28.8,34.5,21.6,0.6
2001-10-10,0.7,25.5,31.5,19.6,0.5
2001-10-11,1.1,27.0,34.3,20.8,0.9
2001-10-12,1.3,24.1,27.5,19.6,1.1
2001-10-13,1.3,32.9,41.4,26.2,1.1
2001-10-14,1.3,34.0,42.1,21.4,1.0
2001-10-15,1.3,30.7,42.6,18.3,1.0
2001-10-16,1.3,43.5,53.4,34.5,1.0
2001-10-17,1.3,45.9,55.4,36.9,0.9
2001-10-18,1.3,36.5,43.2,32.0,0.9
2001-10-19,1.5,39.4,49.6,31.8,1.1
2001-10-20,1.5,43.5,54.1,35.1,0.8
2001-10-21,1.6,41.9,52.7,36.5,0.9
2001-10-22,1.6,38.1,46.2,32.9,0.6
2001-10-23,1.6,31.8,41.9,17.8,0.5
2001-10-24,1.6,20.7,29.7,14.7,0.5
2001-10-25,1.6,29.1,38.5,16.9,0.5
2001-10-26,1.7,38.3,48.2,29.1,0.6
2001-10-27,1.7,46.4,55.2,39.6,0.4
2001-10-28,1.7,47.8,57.2,43.5,0.4
2001-10-29,1.7,47.7,56.7,40.8,0.4
2001-10-30,1.7,47.7,55.8,41.7,0.4
2001-10-31,1.7,34.5,47.7,29.1,0.3
2001-11-01,1.7,31.8,36.5,28.8,0.3
2001-11-02,1.7,35.1,45.0,28.8,0.3
2001-11-03,1.7,40.5,52.0,32.4,0.3
2001-11-04,1.8,45.3,56.7,38.5,0.4
2001-11-05,1.8,44.6,52.7,40.1,0.4
2001-11-06,1.8,44.4,54.0,38.8,0.4
2001-11-07,1.9,34.5,42.1,23.9,0.5
2001-11-08,2.0,28.2,45.0,16.0,0.9
2001-11-09,2.0,36.3,46.6,30.6,1.2
2001-11-10,2.1,37.8,50.2,30.4,1.3
2001-11-11,2.1,36.1,43.5,31.8,1.3
2001-11-12,2.1,37.4,44.8,31.8,1.1
2001-11-13,2.1,38.5,48.6,31.5,0.9
2001-11-14,2.1,33.4,43.2,28.0,0.6
2001-11-15,2.1,37.4,51.8,28.2,0.6
2001-11-16,2.1,40.1,49.5,34.5,0.6
2001-11-17,2.1,38.3,45.5,33.4,0.6
2001-11-18,2.1,27.0,33.1,19.9,0.5
2001-11-19,2.2,28.8,35.1,21.0,1.0
2001-11-20,2.2,31.8,39.9,26.6,1.3
2001-11-21,2.2,30.7,38.1,27.0,1.4
2001-11-22,2.3,28.8,33.4,23.4,1.7
2001-11-23,2.5,21.0,23.9,16.5,2.2
2001-11-24,2.8,18.3,23.5,13.5,2.5
