date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2001-10-01,0.0,41.7,62.6,28.2,0.0
2001-10-02,0.0,41.7,58.8,30.2,0.0
2001-10-03,0.0,41.0,62.1,27.1,0.0
2001-10-04,0.0,41.4,55.9,25.9,0.0
2001-10-05,0.0,35.1,53.1,22.6,0.0
2001-10-06,0.0,35.6,54.0,21.6,0.0
2001-10-07,0.0,36.5,49.5,27.0,0.0
2001-10-08,0.0,38.1,52.9,27.9,0.0
2001-10-09,0.2,29.5,43.9,18.9,0.0
2001-10-10,0.2,23.4,37.0,13.3,0.0
2001-10-11,0.3,26.2,45.9,12.4,0.0
2001-10-12,0.4,19.9,28.2,13.8,0.0
2001-10-13,0.5,27.0,30.9,19.8,0.3
2001-10-14,0.5,36.0,47.7,26.8,0.2
2001-10-15,0.5,29.8,44.4,19.4,0.2
2001-10-16,0.5,32.7,54.1,17.6,0.1
2001-10-17,0.5,36.9,57.4,23.0,0.1
2001-10-18,0.5,36.7,49.6,25.2,0.1
2001-10-19,0.5,33.1,50.9,22.5,0.1
2001-10-20,0.5,34.0,55.9,21.9,0.1
2001-10-21,0.6,33.4,49.8,23.0,0.2
2001-10-22,0.9,31.3,46.0,22.1,0.2
2001-10-23,0.9,30.7,40.5,15.8,0.0
2001-10-24,0.9,20.1,32.4,7.3,0.0
2001-10-25,1.0,25.2,42.3,9.9,0.3
2001-10-26,1.0,28.8,50.7,14.5,0.1
2001-10-27,1.0,36.3,53.6,21.6,0.1
2001-10-28,1.0,37.8,53.4,28.2,0.1
2001-10-29,1.0,36.7,55.2,26.4,0.2
2001-10-30,1.0,41.0,53.4,28.8,0.3
2001-10-31,1.1,32.7,42.3,22.3,0.0
2001-11-01,1.1,27.5,40.5,19.2,0.0
2001-11-02,1.2,29.5,50.0,17.6,0.0
2001-11-03,1.2,32.2,54.3,21.9,0.0
2001-11-04,1.2,33.8,55.2,22.6,0.0
2001-11-05,1.2,32.9,52.0,23.2,0.1
2001-11-06,1.2,32.9,52.9,24.3,0.2
2001-11-07,1.2,32.7,43.7,27.5,0.3
2001-11-08,1.6,25.2,40.8,8.8,0.7
2001-11-09,1.6,20.7,53.8,7.5,0.3
2001-11-10,1.7,22.6,52.0,8.4,0.6
2001-11-11,1.8,26.8,44.4,15.3,0.9
2001-11-12,1.8,28.8,47.7,18.3,0.9
2001-11-13,1.8,30.9,47.5,21.0,0.9
2001-11-14,1.8,28.0,49.6,17.6,0.9
2001-11-15,1.8,29.3,53.8,18.3,0.9
2001-11-16,1.8,29.5,53.8,18.3,0.9
2001-11-17,1.8,27.7,48.2,18.0,0.9
2001-11-18,2.0,23.5,34.0,16.7,1.1
2001-11-19,2.0,19.6,48.0,7.7,1.0
2001-11-20,2.0,21.4,50.2,7.3,1.0
2001-11-21,2.0,23.0,43.2,12.6,1.0
2001-11-22,2.5,26.6,35.2,16.5,1.6
2001-11-23,2.6,17.6,23.4,13.3,1.7
2001-11-24,2.7,18.3,28.2,10.6,1.9
2001-11-25,3.2,19.2,31.5,10.2,2.4
2001-11-26,3.3,8.6,16.5,-2.6,2.5
2001-11-27,3.3,1.2,14.7,-8.0,2.5
2001-11-28,3.4,1.2,22.6,-11.6,2.6
2001-11-29,3.5,12.4,31.5,2.5,2.7
2001-11-30,3.5,10.9,16.3,2.8,2.8
2001-12-01,3.7,15.1,31.6,-0.2,2.9
2001-12-02,3.9,25.0,38.3,14.0,3.1
2001-12-03,3.9,27.0,37.0,18.7,3.0
2001-12-04,4.0,22.1,36.1,10.9,3.2
2001-12-05,4.0,13.3,24.8,3.7,3.2
2001-12-06,4.1,21.0,33.3,11.1,3.3
2001-12-07,4.4,9.3,19.4,-6.2,3.7
2001-12-08,4.4,5.9,29.3,-9.4,3.7
2001-12-09,4.5,14.2,40.1,5.0,3.8
2001-12-10,4.5,17.6,32.2,5.9,3.8
2001-12-11,4.5,6.8,18.7,-2.9,3.8
