date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2016-10-01,0.0,0.0,50.4,61.0,37.0,0.0
2016-10-02,0.0,0.0,47.8,58.3,37.9,0.0
2016-10-03,0.0,0.0,39.2,43.5,36.1,0.0
2016-10-04,0.0,0.0,36.9,45.3,30.4,0.0
2016-10-05,0.0,0.0,36.1,45.7,30.0,0.0
2016-10-06,0.0,0.0,36.3,44.2,32.4,0.0
2016-10-07,0.0,0.0,44.2,55.8,32.9,0.0
2016-10-08,0.0,0.0,50.0,64.4,37.8,0.0
2016-10-09,0.0,0.0,53.2,64.2,44.8,0.0
2016-10-10,0.0,0.0,49.5,56.8,41.7,0.0
2016-10-11,0.0,0.0,39.2,49.6,29.5,0.0
2016-10-12,0.0,0.0,39.2,55.6,25.2,0.0
2016-10-13,0.3,0.0,44.1,52.7,38.1,0.0
2016-10-14,0.9,0.0,42.3,54.1,36.1,0.0
2016-10-15,1.4,0.0,40.6,46.0,36.0,0.0
2016-10-16,1.7,0.0,39.4,47.1,33.8,0.0
2016-10-17,2.4,0.0,32.5,36.5,30.6,0.0
2016-10-18,3.0,4.0,32.0,35.6,30.6,0.6
2016-10-19,3.0,2.0,30.9,38.8,26.2,0.4
2016-10-20,3.1,2.0,36.7,47.8,28.2,0.3
2016-10-21,3.2,0.0,43.7,58.8,34.2,0.0
2016-10-22,3.2,0.0,42.6,53.1,35.2,0.0
2016-10-23,3.2,0.0,46.8,60.4,38.3,0.0
2016-10-24,3.5,0.0,45.0,52.2,37.8,0.0
2016-10-25,3.8,0.0,40.8,43.7,38.1,0.0
2016-10-26,3.9,0.0,49.1,58.8,42.6,0.0
2016-10-27,3.9,0.0,49.3,53.8,43.2,0.0
2016-10-28,4.0,0.0,42.6,48.0,39.9,0.0
2016-10-29,4.0,0.0,43.5,49.3,37.2,0.0
2016-10-30,4.7,0.0,42.3,51.4,34.9,0.0
2016-10-31,4.7,0.0,34.5,37.9,32.4,0.0
2016-11-01,4.9,0.0,33.1,37.2,30.4,0.0
2016-11-02,4.9,0.0,35.2,46.6,27.9,0.0
2016-11-03,4.9,0.0,40.5,54.0,33.4,0.0
2016-11-04,5.0,0.0,42.8,56.7,34.3,0.0
2016-11-05,5.0,0.0,44.4,57.9,36.1,0.0
2016-11-06,5.0,0.0,42.3,49.6,35.6,0.0
2016-11-07,5.0,0.0,41.2,52.9,34.0,0.0
2016-11-08,5.0,0.0,46.2,61.7,36.0,0.0
2016-11-09,5.0,0.0,48.0,61.2,41.9,0.0
2016-11-10,5.1,0.0,47.1,61.3,39.4,0.0
2016-11-11,5.1,0.0,47.8,61.2,40.3,0.0
2016-11-12,5.1,0.0,44.2,52.2,35.8,0.0
2016-11-13,5.1,0.0,40.1,48.0,32.4,0.0
2016-11-14,5.3,0.0,43.0,50.2,37.8,0.0
2016-11-15,5.4,0.0,38.3,43.2,32.0,0.0
2016-11-16,5.4,0.0,29.1,33.1,24.3,0.0
2016-11-17,5.4,0.0,24.3,32.0,19.0,0.0
2016-11-18,5.6,0.0,27.0,34.0,16.0,0.0
2016-11-19,5.6,0.0,37.2,42.8,32.2,0.0
2016-11-20,5.6,0.0,36.9,42.6,31.3,0.0
2016-11-21,5.6,2.0,30.9,38.3,26.2,0.0
2016-11-22,5.6,1.0,29.8,36.9,23.0,0.0
2016-11-23,6.0,4.0,27.5,33.1,20.5,0.5
2016-11-24,6.0,3.0,24.3,30.9,17.6,0.5
2016-11-25,6.2,3.0,32.5,38.8,26.4,0.5
2016-11-26,6.2,3.0,33.3,42.6,25.2,0.6
2016-11-27,6.3,4.0,26.6,31.3,22.5,0.7
2016-11-28,7.0,12.0,23.4,27.0,18.3,1.4
2016-11-29,7.0,10.0,20.1,27.9,15.3,1.4
2016-11-30,7.0,10.0,21.2,27.0,15.3,1.4
2016-12-01,7.0,9.0,20.1,25.5,12.6,1.4
2016-12-02,7.0,8.0,17.4,25.9,9.9,1.4
2016-12-03,7.0,8.0,23.4,29.3,19.8,1.4
2016-12-04,8.5,20.0,23.7,29.5,8.8,2.9
2016-12-05,8.5,20.0,8.1,17.1,0.7,2.9
2016-12-06,8.5,19.0,8.6,16.5,0.9,2.9
2016-12-07,8.5,19.0,3.6,15.6,-2.6,2.9
2016-12-08,8.9,22.0,10.2,24.3,-1.3,3.2
2016-12-09,10.8,32.0,28.8,30.6,24.4,5.4
2016-12-10,11.8,36.0,26.8,31.8,15.6,6.4
2016-12-11,12.2,37.0,22.1,27.1,19.4,6.7
2016-12-12,12.4,39.0,19.4,24.3,9.3,7.0
2016-12-13,12.4,36.0,12.6,20.5,7.0,7.0
2016-12-14,13.0,38.0,19.6,31.5,12.9,7.5
2016-12-15,13.9,42.0,30.2,32.2,26.2,8.8
2016-12-16,13.9,41.0,17.1,25.9,-1.3,8.9
2016-12-17,13.9,41.0,-1.8,8.8,-7.4,8.9
2016-12-18,13.9,40.0,0.3,11.7,-8.0,8.9
2016-12-19,14.0,39.0,14.4,21.2,1.0,9.0
2016-12-20,15.1,44.0,25.9,31.5,14.7,9.9
2016-12-21,15.1,42.0,13.5,20.5,8.8,9.9
2016-12-22,15.1,42.0,13.8,23.2,7.3,9.9
2016-12-23,15.6,46.0,22.5,26.6,12.2,10.4
2016-12-24,16.2,51.0,22.3,27.1,13.1,10.9
2016-12-25,16.2,50.0,15.6,21.0,12.0,10.9
2016-12-26,16.2,47.0,10.0,19.2,4.6,10.9
2016-12-27,16.9,53.0,19.0,23.4,13.1,11.5
2016-12-28,16.9,51.0,16.9,25.0,9.5,11.6
2016-12-29,16.9,50.0,21.2,31.8,10.0,11.6
2016-12-30,16.9,48.0,23.7,30.2,11.7,11.6
2016-12-31,16.9,47.0,13.3,23.0,8.1,11.6
2017-01-01,17.0,48.0,13.6,19.9,7.7,11.7
2017-01-02,17.0,49.0,12.6,20.8,6.1,11.9
2017-01-03,17.2,50.0,13.6,18.3,8.1,12.0
2017-01-04,17.4,56.0,14.4,18.0,3.9,12.3
2017-01-05,17.4,54.0,1.8,9.7,-2.7,12.3
2017-01-06,17.5,51.0,5.0,15.3,-1.7,12.3
2017-01-07,18.3,54.0,16.9,25.7,4.5,13.0
2017-01-08,19.7,58.0,29.8,33.3,25.0,14.7
2017-01-09,20.2,57.0,27.1,32.5,21.2,15.3
2017-01-10,22.1,73.0,25.0,29.3,20.8,17.5
2017-01-11,23.1,75.0,23.2,29.5,9.7,18.6
2017-01-12,23.1,73.0,11.3,20.7,6.1,18.6
2017-01-13,23.1,71.0,10.6,19.2,4.5,18.6
2017-01-14,23.1,70.0,12.2,21.7,5.0,18.6
2017-01-15,23.1,67.0,14.2,24.3,8.4,18.6
2017-01-16,23.1,67.0,15.1,25.2,9.5,18.6
2017-01-17,23.2,66.0,20.3,30.0,12.2,18.7
2017-01-18,25.3,82.0,29.3,31.8,24.4,20.3
2017-01-19,27.1,80.0,27.9,30.9,22.5,21.2
2017-01-20,27.5,80.0,24.3,29.5,18.3,21.3
2017-01-21,28.3,83.0,24.4,28.4,21.6,21.7
2017-01-22,28.8,81.0,22.6,27.5,12.9,22.1
2017-01-23,28.8,82.0,20.1,22.6,15.3,22.1
2017-01-24,28.8,81.0,19.0,25.3,9.9,22.1
2017-01-25,28.8,80.0,14.4,21.7,7.2,22.1
2017-01-26,28.8,78.0,15.3,23.2,8.8,22.1
2017-01-27,28.8,77.0,13.8,26.6,6.1,22.1
2017-01-28,28.8,76.0,18.9,29.8,11.7,22.1
2017-01-29,28.8,76.0,24.4,40.8,18.3,22.1
2017-01-30,28.8,74.0,27.3,36.1,18.3,22.2
2017-01-31,29.2,78.0,27.9,30.6,25.2,22.8
2017-02-01,29.4,76.0,25.5,28.4,18.9,23.0
2017-02-02,29.5,78.0,23.0,30.0,17.6,23.2
2017-02-03,29.9,77.0,29.8,34.0,25.0,23.9
2017-02-04,31.4,89.0,30.7,32.5,29.8,25.9
2017-02-05,32.2,88.0,31.6,34.3,29.8,26.3
2017-02-06,32.9,98.0,29.3,34.5,22.5,27.5
2017-02-07,33.4,96.0,26.4,31.6,20.7,28.3
2017-02-08,34.9,95.0,31.3,37.8,27.3,29.7
2017-02-09,36.7,90.0,36.9,38.8,33.8,29.7
2017-02-10,37.4,87.0,32.7,36.9,27.3,29.7
2017-02-11,37.4,86.0,23.0,31.8,16.2,29.6
2017-02-12,37.4,86.0,23.2,36.1,13.8,29.5
2017-02-13,37.4,84.0,28.0,42.6,18.7,29.5
2017-02-14,37.4,84.0,31.8,47.3,23.9,29.4
2017-02-15,37.4,84.0,37.8,50.0,27.1,29.5
2017-02-16,37.4,81.0,34.3,41.7,28.4,29.8
2017-02-17,37.7,81.0,29.8,37.0,24.4,29.9
2017-02-18,38.4,83.0,31.8,33.4,30.6,30.7
2017-02-19,39.2,85.0,30.0,34.9,25.5,31.2
2017-02-20,40.4,90.0,32.2,35.1,29.1,32.4
2017-02-21,41.0,90.0,30.4,34.5,25.2,32.7
2017-02-22,41.0,90.0,23.9,31.6,15.8,32.7
2017-02-23,41.0,90.0,20.1,27.0,14.0,32.7
2017-02-24,41.0,88.0,14.5,20.8,9.7,32.6
2017-02-25,41.0,88.0,14.5,23.0,5.2,32.6
2017-02-26,41.0,91.0,17.8,25.0,10.9,32.6
2017-02-27,41.3,96.0,17.1,23.4,11.8,32.8
2017-02-28,41.8,98.0,17.8,24.3,12.6,33.3
2017-03-01,41.8,98.0,21.9,34.3,16.5,33.3
2017-03-02,41.9,96.0,25.5,39.6,14.7,33.3
2017-03-03,42.1,98.0,33.8,45.0,24.3,33.5
2017-03-04,42.9,96.0,31.8,41.7,28.8,34.3
2017-03-05,43.3,101.0,23.9,31.8,16.2,34.7
2017-03-06,44.1,110.0,18.9,26.6,14.7,35.5
2017-03-07,45.5,116.0,24.8,30.4,18.3,36.9
2017-03-08,46.2,119.0,31.8,35.1,28.4,38.4
2017-03-09,48.1,110.0,35.2,40.6,30.7,40.9
2017-03-10,48.6,105.0,37.8,47.1,29.5,39.5
2017-03-11,48.7,103.0,36.1,47.3,25.2,39.2
2017-03-12,48.7,102.0,37.4,47.5,30.6,39.1
2017-03-13,48.7,99.0,40.1,53.4,27.5,39.2
2017-03-14,48.7,98.0,44.4,56.1,38.5,39.4
2017-03-15,49.5,96.0,43.5,54.7,37.0,40.8
2017-03-16,49.9,95.0,37.4,43.2,33.4,39.0
2017-03-17,49.9,92.0,42.3,53.4,32.4,38.5
2017-03-18,50.3,90.0,42.1,50.2,35.2,38.6
2017-03-19,51.1,88.0,36.5,47.3,33.1,38.4
2017-03-20,51.2,87.0,37.4,46.6,32.9,37.5
2017-03-21,51.7,86.0,38.5,50.9,31.5,37.7
2017-03-22,51.7,85.0,35.6,45.5,28.8,36.6
2017-03-23,51.7,84.0,34.0,45.5,25.7,36.1
2017-03-24,52.1,86.0,31.5,38.5,25.5,36.6
2017-03-25,52.2,84.0,32.4,44.4,24.6,36.4
2017-03-26,52.5,86.0,30.6,43.9,22.3,36.7
2017-03-27,52.9,86.0,31.6,40.1,26.2,36.9
2017-03-28,52.9,85.0,30.9,41.9,20.5,36.7
2017-03-29,53.9,84.0,34.0,42.4,26.6,37.8
2017-03-30,54.3,87.0,30.6,34.7,27.7,37.5
2017-03-31,54.5,84.0,37.8,46.8,28.8,37.3
2017-04-01,54.5,82.0,39.9,51.3,29.7,36.7
2017-04-02,54.5,80.0,36.0,44.6,23.4,35.9
2017-04-03,54.5,79.0,26.4,36.0,17.8,34.9
2017-04-04,54.5,79.0,29.7,42.3,15.4,34.9
2017-04-05,54.5,76.0,40.6,53.1,29.7,34.7
2017-04-06,54.6,75.0,39.4,47.8,34.2,33.9
2017-04-07,54.8,74.0,38.1,46.0,32.9,33.7
2017-04-08,55.1,78.0,29.5,34.7,19.6,33.7
2017-04-09,55.2,75.0,27.0,38.8,14.7,33.7
2017-04-10,55.3,75.0,30.2,41.7,23.9,33.7
2017-04-11,55.6,77.0,30.6,42.6,21.4,34.0
2017-04-12,55.7,73.0,43.0,54.7,30.2,33.8
2017-04-13,56.0,73.0,34.2,43.5,27.1,33.5
2017-04-14,56.3,74.0,25.7,30.7,16.3,33.7
2017-04-15,56.4,75.0,27.1,42.3,14.5,33.6
2017-04-16,56.7,73.0,38.8,52.9,23.7,33.6
2017-04-17,57.1,70.0,37.8,46.4,32.5,32.5
2017-04-18,57.4,69.0,34.5,46.4,27.9,32.1
2017-04-19,57.5,68.0,35.8,50.0,23.9,31.2
2017-04-20,57.7,67.0,33.4,39.9,26.4,30.8
2017-04-21,57.7,66.0,33.8,46.2,22.3,29.6
2017-04-22,57.7,63.0,40.5,50.4,28.8,28.7
2017-04-23,57.9,60.0,39.6,49.6,33.3,27.9
2017-04-24,58.5,64.0,32.9,39.4,30.2,28.5
2017-04-25,58.7,60.0,35.2,46.2,28.8,28.2
2017-04-26,59.2,58.0,32.9,38.1,28.8,28.6
2017-04-27,59.2,61.0,28.0,35.8,20.8,28.6
2017-04-28,59.2,61.0,32.5,42.1,20.7,28.3
2017-04-29,59.3,59.0,37.0,50.2,24.3,27.6
2017-04-30,59.3,56.0,39.2,48.2,33.3,26.3
2017-05-01,59.4,53.0,36.5,47.8,28.4,25.4
2017-05-02,59.4,51.0,41.2,51.8,32.9,23.8
2017-05-03,59.4,48.0,46.2,61.3,33.1,22.4
2017-05-04,59.5,44.0,51.8,68.0,41.4,20.5
2017-05-05,59.6,42.0,49.5,58.8,42.6,19.4
2017-05-06,59.7,33.0,45.5,60.1,39.6,17.6
2017-05-07,59.7,36.0,39.2,51.1,33.3,16.5
2017-05-08,59.7,32.0,43.7,57.6,30.7,14.9
2017-05-09,59.7,29.0,48.0,62.8,36.0,13.2
2017-05-10,59.8,25.0,51.4,65.7,39.9,11.4
2017-05-11,59.8,20.0,53.6,66.4,44.1,9.7
2017-05-12,59.8,18.0,37.4,49.1,23.7,9.0
2017-05-13,59.8,16.0,31.6,41.2,21.7,8.3
2017-05-14,59.8,14.0,36.1,45.5,25.9,7.0
2017-05-15,59.8,11.0,38.8,50.2,29.7,5.5
2017-05-16,60.9,19.0,32.0,37.4,24.8,7.1
2017-05-17,61.1,17.0,29.8,36.3,23.9,7.2
2017-05-18,61.2,15.0,39.2,51.4,28.2,6.9
2017-05-19,61.3,13.0,44.8,55.2,35.1,6.4
2017-05-20,61.4,12.0,44.8,57.2,37.9,5.5
2017-05-21,61.4,8.0,49.6,63.0,36.7,3.6
2017-05-22,61.4,2.0,54.7,68.0,40.8,1.1
2017-05-23,61.4,0.0,57.0,71.2,44.6,0.0
2017-05-24,61.4,0.0,50.0,56.1,36.3,0.0
2017-05-25,61.4,0.0,41.4,53.2,33.8,0.0
2017-05-26,61.4,0.0,45.3,55.9,34.3,0.0
2017-05-27,61.4,0.0,51.4,64.9,37.8,0.0
2017-05-28,61.4,0.0,56.7,69.8,42.6,0.0
