date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2018-10-01,0.0,0.0,51.3,60.8,45.5,0.0
2018-10-02,0.0,0.0,49.8,58.6,43.9,0.0
2018-10-03,0.0,0.0,50.0,63.0,39.0,0.0
2018-10-04,0.1,0.0,42.8,54.9,38.1,0.0
2018-10-05,0.1,0.0,39.0,51.4,29.5,0.0
2018-10-06,0.2,1.0,32.5,38.1,27.9,0.2
2018-10-07,0.3,1.0,32.7,45.0,27.9,0.2
2018-10-08,0.5,1.0,27.0,30.4,21.4,0.3
2018-10-09,0.6,2.0,25.9,31.8,21.9,0.4
2018-10-10,0.9,3.0,23.0,29.1,19.2,0.6
2018-10-11,1.1,4.0,30.4,39.9,23.2,0.8
2018-10-12,1.2,2.0,33.3,43.9,25.0,0.8
2018-10-13,1.4,4.0,35.1,48.6,14.5,1.0
2018-10-14,1.9,6.0,11.5,17.8,5.0,1.2
2018-10-15,1.9,10.0,19.2,32.9,6.3,1.3
2018-10-16,1.9,6.0,28.8,40.8,21.0,1.3
2018-10-17,2.0,5.0,32.5,45.3,24.3,1.4
2018-10-18,2.0,5.0,37.8,50.9,30.0,1.4
2018-10-19,2.0,5.0,37.8,49.1,30.0,1.3
2018-10-20,2.0,4.0,42.8,54.0,32.7,1.3
2018-10-21,2.0,4.0,44.1,52.9,37.8,1.1
2018-10-22,2.0,3.0,42.6,54.0,34.9,0.9
2018-10-23,2.0,2.0,43.0,51.6,37.4,0.5
2018-10-24,2.0,1.0,38.3,45.5,34.2,0.3
2018-10-25,2.0,1.0,36.3,43.2,30.9,0.2
2018-10-26,2.0,1.0,36.5,47.3,30.9,0.2
2018-10-27,2.0,1.0,41.9,52.5,33.8,0.2
2018-10-28,2.0,1.0,45.9,55.2,36.7,0.2
2018-10-29,2.0,1.0,45.7,57.2,30.0,0.2
2018-10-30,2.4,7.0,25.2,34.2,20.5,0.6
2018-10-31,2.5,5.0,23.2,33.3,17.8,0.6
2018-11-01,2.7,7.0,25.2,30.7,19.2,0.9
2018-11-02,3.0,8.0,32.2,37.8,27.5,1.1
2018-11-03,3.3,12.0,25.2,29.8,22.3,1.5
2018-11-04,3.5,11.0,25.3,31.5,21.6,1.7
2018-11-05,3.7,11.0,23.4,28.2,19.8,1.8
2018-11-06,3.8,11.0,19.8,24.4,15.4,1.9
2018-11-07,3.8,10.0,19.8,28.4,14.7,1.9
2018-11-08,3.8,12.0,14.5,21.7,10.6,1.9
2018-11-09,3.8,11.0,18.9,28.4,8.2,1.9
2018-11-10,3.8,10.0,23.9,34.7,14.2,1.9
2018-11-11,4.3,16.0,9.7,16.0,4.1,2.1
2018-11-12,4.4,14.0,7.9,19.8,-1.1,2.2
2018-11-13,4.5,12.0,21.9,31.5,12.7,2.3
2018-11-14,4.5,11.0,32.5,44.4,21.4,2.3
2018-11-15,4.5,12.0,32.7,40.5,28.8,2.3
2018-11-16,4.5,11.0,30.9,43.0,19.6,2.3
2018-11-17,4.6,13.0,17.1,22.5,7.3,2.4
2018-11-18,4.7,13.0,21.2,29.8,12.7,2.5
2018-11-19,4.7,11.0,26.2,32.7,20.7,2.5
2018-11-20,4.7,12.0,30.7,39.9,24.3,2.5
2018-11-21,4.7,12.0,32.4,42.4,25.3,2.5
2018-11-22,4.7,12.0,30.9,42.8,21.4,2.5
2018-11-23,4.9,14.0,22.1,26.4,19.9,2.7
2018-11-24,5.6,22.0,20.3,29.5,11.5,3.4
2018-11-25,5.6,21.0,12.7,18.3,5.4,3.4
2018-11-26,5.7,19.0,19.4,25.7,10.4,3.5
2018-11-27,5.7,18.0,28.8,36.7,22.6,3.5
2018-11-28,5.7,17.0,30.6,36.7,24.6,3.5
2018-11-29,5.8,18.0,27.9,34.5,24.8,3.6
2018-11-30,5.8,19.0,25.0,36.1,18.0,3.6
2018-12-01,5.8,19.0,15.4,20.7,9.0,3.6
2018-12-02,5.8,18.0,12.2,22.1,4.6,3.6
2018-12-03,5.8,19.0,10.4,18.0,4.6,3.6
