date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2017-10-01,0.3,2.0,35.1,44.4,29.8,0.4
2017-10-02,0.8,4.0,32.7,39.6,26.8,0.6
2017-10-03,0.9,1.0,34.3,53.8,21.7,0.2
2017-10-04,0.9,0.0,41.7,62.8,28.4,0.0
2017-10-05,0.9,0.0,42.8,62.1,29.1,0.0
2017-10-06,0.9,0.0,32.9,43.5,27.5,0.0
2017-10-07,0.9,0.0,39.0,57.2,25.3,0.0
2017-10-08,0.9,0.0,40.8,57.0,25.9,0.0
2017-10-09,0.9,0.0,24.1,34.2,12.6,0.0
2017-10-10,1.0,0.0,28.4,55.6,9.0,0.0
2017-10-11,1.2,1.0,37.2,58.6,20.8,0.2
2017-10-12,1.2,1.0,44.6,55.4,30.6,0.2
2017-10-13,1.2,1.0,42.1,54.0,28.8,0.2
2017-10-14,1.2,0.0,30.4,42.8,14.9,0.0
2017-10-15,1.2,0.0,33.3,53.8,17.6,0.0
2017-10-16,1.2,0.0,36.3,58.5,22.3,0.0
2017-10-17,1.2,0.0,35.6,59.0,19.8,0.0
2017-10-18,1.2,0.0,37.0,59.9,25.2,0.0
2017-10-19,1.2,0.0,39.2,58.8,25.7,0.0
2017-10-20,1.5,3.0,39.2,53.6,25.3,0.5
2017-10-21,1.6,2.0,20.8,28.4,15.6,0.6
2017-10-22,1.6,1.0,34.2,47.7,16.7,0.6
2017-10-23,1.6,1.0,37.8,47.5,27.1,0.3
2017-10-24,1.6,0.0,35.1,48.2,21.6,0.0
2017-10-25,1.6,0.0,35.6,59.5,20.3,0.0
2017-10-26,1.6,0.0,31.5,46.0,17.1,0.0
2017-10-27,1.6,0.0,29.3,41.2,16.3,0.0
2017-10-28,1.6,0.0,30.0,36.7,22.1,0.0
2017-10-29,1.6,0.0,32.7,52.9,20.3,0.0
2017-10-30,1.8,2.0,30.9,45.0,20.8,0.3
2017-10-31,1.8,1.0,32.9,38.8,22.3,0.3
2017-11-01,1.8,1.0,36.7,49.6,28.0,0.2
2017-11-02,1.8,0.0,34.3,52.7,21.6,0.0
2017-11-03,1.8,0.0,34.7,50.4,19.0,0.0
2017-11-04,1.8,0.0,34.7,39.4,30.9,0.0
2017-11-05,1.9,0.0,32.4,37.2,29.1,0.0
2017-11-06,1.9,0.0,29.8,37.0,23.0,0.0
2017-11-07,2.1,1.0,28.8,39.6,21.7,0.3
2017-11-08,2.1,0.0,23.5,46.8,5.4,0.0
2017-11-09,2.1,0.0,29.3,49.5,17.4,0.0
2017-11-10,2.1,0.0,30.9,49.5,17.1,0.0
2017-11-11,2.1,0.0,27.7,41.7,15.4,0.0
2017-11-12,2.1,0.0,28.8,46.2,12.2,0.0
2017-11-13,2.1,0.0,34.3,50.7,20.5,0.0
2017-11-14,2.1,0.0,30.4,49.5,17.2,0.0
2017-11-15,2.1,0.0,27.7,45.3,13.1,0.0
2017-11-16,2.1,0.0,34.5,48.2,19.9,0.0
2017-11-17,3.2,14.0,28.4,38.7,11.1,1.6
2017-11-18,3.2,12.0,11.1,26.4,0.0,1.6
2017-11-19,3.2,10.0,16.2,36.5,6.8,1.6
2017-11-20,3.2,8.0,25.3,39.6,9.3,1.7
2017-11-21,3.6,11.0,27.9,34.7,19.8,2.1
2017-11-22,3.6,9.0,34.7,39.4,18.9,2.1
2017-11-23,3.6,9.0,34.3,49.6,22.3,2.1
2017-11-24,3.6,8.0,34.0,44.8,18.0,2.1
2017-11-25,3.6,8.0,30.2,45.0,17.8,2.1
2017-11-26,3.6,8.0,32.9,53.2,21.6,2.1
2017-11-27,3.6,8.0,37.2,52.9,23.5,2.1
2017-11-28,3.6,8.0,25.2,41.0,14.5,2.0
2017-11-29,3.6,8.0,25.2,44.1,13.8,2.0
2017-11-30,3.6,8.0,24.8,45.5,11.3,2.0
2017-12-01,3.7,7.0,28.2,40.6,15.1,2.1
2017-12-02,3.7,8.0,28.8,44.6,13.6,2.1
2017-12-03,3.9,9.0,27.7,41.9,12.4,2.2
2017-12-04,4.0,11.0,9.9,21.2,1.9,2.3
2017-12-05,4.0,11.0,10.2,27.5,-3.3,2.3
2017-12-06,4.0,11.0,6.3,20.3,-8.1,2.3
2017-12-07,4.0,10.0,5.4,14.7,-14.8,2.3
2017-12-08,4.0,10.0,16.9,31.6,0.7,2.2
2017-12-09,4.0,10.0,14.7,35.8,0.9,2.1
2017-12-10,4.0,10.0,17.4,41.4,3.2,2.1
2017-12-11,4.0,10.0,20.8,41.2,7.7,2.1
2017-12-12,4.0,10.0,24.8,47.1,12.4,2.1
2017-12-13,4.0,10.0,27.5,38.3,14.4,2.1
2017-12-14,4.0,11.0,13.1,24.4,-4.0,2.1
2017-12-15,4.1,11.0,21.2,38.5,-0.6,2.1
2017-12-16,4.1,11.0,23.0,40.3,11.1,2.1
2017-12-17,4.1,11.0,14.7,34.3,2.5,2.1
2017-12-18,4.1,11.0,18.9,37.9,3.9,2.1
2017-12-19,4.1,11.0,20.5,39.2,8.1,2.1
2017-12-20,4.1,11.0,25.3,40.3,10.2,2.1
2017-12-21,4.3,15.0,14.4,25.5,0.3,2.3
2017-12-22,4.4,14.0,10.2,24.3,-9.6,2.4
2017-12-23,5.0,23.0,17.2,21.4,10.0,3.0
2017-12-24,5.1,22.0,13.5,22.3,4.6,3.1
2017-12-25,5.4,22.0,21.0,23.5,14.9,3.4
2017-12-26,5.4,21.0,17.8,31.6,2.5,3.4
2017-12-27,5.4,20.0,18.9,35.6,1.6,3.4
2017-12-28,5.4,19.0,23.4,35.2,12.9,3.3
2017-12-29,5.4,18.0,31.6,40.5,19.8,3.3
2017-12-30,5.4,18.0,34.3,46.0,21.9,3.3
2017-12-31,5.4,18.0,23.0,33.3,5.0,3.2
2018-01-01,5.4,17.0,20.7,36.3,4.3,3.2
2018-01-02,5.4,17.0,14.4,30.9,1.4,3.1
2018-01-03,5.4,17.0,21.0,40.1,3.9,3.1
2018-01-04,5.4,17.0,17.4,40.3,3.7,3.1
2018-01-05,5.4,17.0,25.0,38.7,12.2,3.1
2018-01-06,5.6,20.0,26.4,38.8,17.4,3.4
2018-01-07,5.7,21.0,19.9,28.2,9.3,3.5
2018-01-08,5.8,20.0,29.5,49.6,10.9,3.6
2018-01-09,5.8,20.0,32.7,44.6,23.5,3.6
2018-01-10,6.2,26.0,24.8,39.0,13.8,4.0
2018-01-11,6.2,26.0,12.2,19.4,6.6,4.0
2018-01-12,6.5,29.0,19.0,23.2,14.0,4.4
2018-01-13,6.5,28.0,19.0,28.8,3.2,4.4
2018-01-14,6.5,27.0,18.9,37.4,7.0,4.4
2018-01-15,6.5,25.0,17.8,30.6,1.2,4.4
2018-01-16,6.5,25.0,7.0,32.9,-10.8,4.4
2018-01-17,6.5,25.0,14.7,35.2,-0.9,4.4
2018-01-18,6.5,24.0,22.3,43.9,8.2,4.4
2018-01-19,6.5,24.0,27.9,47.5,13.8,4.4
2018-01-20,6.9,28.0,26.6,36.7,14.4,4.7
2018-01-21,7.0,29.0,10.8,20.1,4.3,4.8
2018-01-22,7.0,28.0,6.3,19.4,-8.3,4.8
2018-01-23,7.0,27.0,9.3,22.1,-1.8,4.8
2018-01-24,7.0,27.0,15.1,36.1,0.9,4.8
2018-01-25,7.0,26.0,19.2,37.4,1.2,4.8
2018-01-26,7.1,27.0,8.6,23.5,-7.1,4.9
2018-01-27,7.1,27.0,10.9,28.2,-6.7,4.9
2018-01-28,7.1,27.0,17.1,36.3,4.5,4.9
2018-01-29,7.1,26.0,24.8,38.8,14.2,4.9
2018-01-30,7.1,26.0,31.3,52.2,18.0,4.9
2018-01-31,7.2,26.0,29.8,38.7,17.8,5.0
2018-02-01,7.2,25.0,27.3,34.3,23.0,5.0
2018-02-02,7.2,25.0,30.6,41.7,25.2,5.0
2018-02-03,7.2,25.0,27.3,35.1,20.7,5.0
2018-02-04,7.2,25.0,27.5,38.1,15.6,5.0
2018-02-05,7.4,27.0,26.4,32.0,19.8,5.2
2018-02-06,7.4,28.0,17.6,26.4,9.5,5.2
2018-02-07,7.5,28.0,22.3,34.2,7.9,5.3
2018-02-08,7.5,27.0,25.7,37.9,11.8,5.3
2018-02-09,7.5,26.0,30.7,41.4,25.9,5.3
2018-02-10,7.7,30.0,17.4,29.1,-3.5,5.5
2018-02-11,7.7,29.0,4.6,27.1,-13.5,5.5
2018-02-12,8.0,31.0,20.1,26.8,5.0,5.8
2018-02-13,8.0,31.0,25.3,34.5,18.7,5.8
2018-02-14,8.1,30.0,27.0,36.0,20.1,5.8
2018-02-15,8.3,34.0,18.3,24.6,2.7,6.0
2018-02-16,8.3,32.0,12.4,30.2,-9.2,6.0
2018-02-17,8.3,31.0,18.0,34.3,1.2,6.0
2018-02-18,8.3,30.0,27.5,41.2,12.0,6.0
2018-02-19,8.7,34.0,20.5,29.5,7.7,6.3
2018-02-20,8.7,34.0,0.7,13.3,-16.4,6.3
2018-02-21,8.7,32.0,5.0,23.7,-19.8,6.3
2018-02-22,8.8,33.0,12.2,20.3,5.5,6.4
2018-02-23,8.9,33.0,11.5,24.8,6.3,6.5
2018-02-24,8.9,33.0,4.5,13.1,-5.1,6.5
2018-02-25,8.9,33.0,3.9,16.5,-7.8,6.5
2018-02-26,8.9,33.0,15.6,34.0,-3.1,6.5
2018-02-27,8.9,32.0,16.0,35.1,-1.8,6.5
2018-02-28,8.9,32.0,11.5,30.4,-2.0,6.5
2018-03-01,9.0,32.0,18.7,37.8,-1.5,6.5
2018-03-02,9.0,31.0,20.5,41.9,3.0,6.5
2018-03-03,9.0,30.0,26.6,45.3,8.6,6.5
2018-03-04,9.1,33.0,20.8,37.0,4.1,6.6
2018-03-05,9.1,32.0,7.5,15.6,1.9,6.6
2018-03-06,9.1,32.0,9.3,25.3,-5.6,6.6
2018-03-07,9.1,32.0,16.0,34.2,0.3,6.6
2018-03-08,9.1,31.0,24.8,40.1,8.6,6.6
2018-03-09,9.2,30.0,28.8,40.3,17.6,6.6
2018-03-10,9.3,32.0,21.0,35.1,2.8,6.7
2018-03-11,9.3,31.0,19.0,42.4,-1.5,6.7
2018-03-12,9.3,30.0,25.3,38.8,9.3,6.7
2018-03-13,9.3,29.0,25.2,43.5,9.5,6.7
2018-03-14,9.3,28.0,30.6,47.3,12.0,6.7
2018-03-15,9.4,31.0,28.0,40.1,19.9,6.8
2018-03-16,9.5,31.0,18.7,30.0,5.0,6.9
2018-03-17,9.6,31.0,22.5,42.3,2.8,7.0
2018-03-18,9.6,31.0,19.6,34.7,8.6,7.0
2018-03-19,9.6,31.0,12.9,24.8,-1.1,7.0
2018-03-20,9.6,31.0,15.6,27.7,0.7,7.0
2018-03-21,9.6,30.0,24.6,40.3,7.2,7.0
2018-03-22,9.6,28.0,33.4,48.9,18.0,7.0
2018-03-23,10.0,33.0,29.5,37.8,10.4,7.3
2018-03-24,10.1,31.0,26.4,42.6,6.3,7.4
2018-03-25,10.1,32.0,29.1,44.1,15.8,7.4
2018-03-26,10.2,31.0,25.0,40.1,12.7,7.5
2018-03-27,10.4,31.0,23.4,37.2,12.7,7.7
2018-03-28,10.4,31.0,21.2,33.1,12.0,7.7
2018-03-29,10.6,35.0,20.1,30.7,9.7,7.9
2018-03-30,10.7,32.0,27.9,42.6,8.4,8.0
2018-03-31,10.7,31.0,34.3,47.5,20.5,8.0
2018-04-01,10.7,31.0,36.0,46.0,25.5,8.0
2018-04-02,10.7,31.0,36.3,47.7,21.7,8.0
2018-04-03,10.7,30.0,17.8,31.5,7.2,8.0
2018-04-04,10.8,30.0,26.2,39.9,8.4,8.1
2018-04-05,10.8,29.0,30.0,46.0,15.6,8.1
2018-04-06,11.4,34.0,32.0,37.8,28.2,8.7
2018-04-07,11.9,36.0,34.9,47.8,30.7,9.2
2018-04-08,12.5,36.0,28.8,37.0,22.3,9.6
2018-04-09,12.7,35.0,23.0,36.1,11.7,9.7
2018-04-10,12.7,33.0,30.9,48.0,13.1,9.6
2018-04-11,12.7,31.0,38.7,52.2,25.0,9.4
2018-04-12,12.7,31.0,34.3,48.0,16.9,9.3
2018-04-13,12.9,34.0,16.0,23.4,10.4,9.5
2018-04-14,12.9,32.0,21.7,29.8,13.1,9.5
2018-04-15,12.9,31.0,31.3,43.7,19.4,9.5
2018-04-16,12.9,30.0,38.8,51.4,25.2,9.5
2018-04-17,13.1,33.0,24.8,38.3,12.0,9.7
2018-04-18,13.1,30.0,22.5,43.7,0.7,9.7
2018-04-19,13.1,28.0,33.3,51.4,11.3,8.9
2018-04-20,13.8,35.0,27.1,38.5,21.9,9.6
2018-04-21,13.9,34.0,25.9,32.0,19.0,9.6
2018-04-22,13.9,29.0,33.4,48.9,19.6,9.6
2018-04-23,13.9,28.0,37.4,51.3,23.4,9.0
2018-04-24,14.1,29.0,29.1,45.5,11.3,9.1
2018-04-25,14.1,27.0,28.4,52.7,4.1,9.0
2018-04-26,14.1,25.0,33.3,46.8,20.5,8.4
2018-04-27,14.1,23.0,35.1,58.5,16.9,7.6
2018-04-28,14.1,21.0,38.5,56.1,21.4,6.9
2018-04-29,14.1,19.0,38.1,55.6,25.3,6.3
2018-04-30,14.1,18.0,35.1,48.9,24.4,5.7
2018-05-01,14.1,17.0,34.0,43.5,22.1,5.3
2018-05-02,14.3,18.0,30.7,41.9,25.7,5.4
2018-05-03,14.3,18.0,28.0,40.8,17.1,5.8
2018-05-04,14.3,18.0,31.6,46.4,17.1,5.6
2018-05-05,14.3,15.0,37.2,53.4,21.9,4.8
2018-05-06,14.3,13.0,41.2,61.3,25.7,4.0
2018-05-07,14.3,11.0,43.9,59.0,30.0,3.3
2018-05-08,14.3,8.0,42.1,58.5,29.7,2.1
2018-05-09,14.3,5.0,43.5,60.6,28.8,1.3
2018-05-10,14.3,0.0,46.4,63.0,29.1,0.0
2018-05-11,14.3,0.0,44.6,59.0,29.1,0.0
2018-05-12,14.3,0.0,46.4,61.9,29.8,0.0
2018-05-13,14.3,0.0,40.1,57.7,27.1,0.0
2018-05-14,14.3,0.0,38.1,56.5,23.7,0.0
2018-05-15,14.3,0.0,39.6,60.8,23.0,0.0
2018-05-16,14.3,0.0,42.4,62.1,26.2,0.0
2018-05-17,14.3,0.0,43.2,65.1,28.0,0.0
2018-05-18,14.3,0.0,39.9,57.9,26.4,0.0
2018-05-19,14.3,0.0,38.5,54.0,27.1,0.0
2018-05-20,14.3,0.0,37.9,56.7,25.2,0.0
2018-05-21,14.3,0.0,41.9,59.9,25.0,0.0
2018-05-22,14.5,0.0,39.6,57.4,27.3,0.0
2018-05-23,14.7,0.0,41.9,59.0,28.0,0.0
2018-05-24,14.8,0.0,43.5,61.5,28.2,0.0
2018-05-25,14.8,0.0,47.5,68.9,29.8,0.0
2018-05-26,14.8,0.0,49.5,65.1,30.0,0.0
2018-05-27,14.9,0.0,48.9,68.7,31.5,0.0
2018-05-28,14.9,0.0,43.5,57.7,27.1,0.0
2018-05-29,15.0,0.0,40.8,55.9,28.4,0.0
2018-05-30,15.0,0.0,41.0,62.6,29.1,0.0
2018-05-31,15.0,0.0,47.8,68.2,32.4,0.0
2018-06-01,15.0,0.0,46.0,61.2,30.6,0.0
2018-06-02,15.0,0.0,46.4,68.2,28.4,0.0
2018-06-03,15.1,0.0,43.5,60.8,30.0,0.0
2018-06-04,15.1,0.0,47.3,65.7,31.3,0.0
2018-06-05,15.1,0.0,51.1,71.1,33.8,0.0
2018-06-06,15.1,0.0,50.4,71.6,31.6,0.0
2018-06-07,15.1,0.0,51.1,71.1,32.5,0.0
2018-06-08,15.1,0.0,49.8,70.2,30.9,0.0
2018-06-09,15.1,0.0,50.7,71.8,31.5,0.0
2018-06-10,15.1,0.0,51.4,68.7,34.0,0.0
2018-06-11,15.1,0.0,49.6,69.1,32.2,0.0
2018-06-12,15.1,0.0,52.0,72.5,32.0,0.0
2018-06-13,15.1,0.0,54.1,75.2,32.2,0.0
