date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2002-10-01,0.2,36.7,54.7,25.3,0.0
2002-10-02,0.4,34.0,48.0,25.2,0.0
2002-10-03,0.5,27.9,37.2,21.9,0.0
2002-10-04,0.5,28.8,37.9,23.7,0.0
2002-10-05,0.5,33.1,44.8,26.8,0.0
2002-10-06,0.5,33.1,49.6,23.2,0.0
2002-10-07,0.6,35.6,54.9,23.2,0.0
2002-10-08,0.6,36.3,54.9,25.0,0.0
2002-10-09,0.6,35.1,53.6,24.3,0.0
2002-10-10,0.6,37.0,55.6,22.3,0.0
2002-10-11,0.6,41.9,55.0,29.7,0.0
2002-10-12,0.6,30.0,48.4,16.5,0.0
2002-10-13,0.6,31.6,53.4,16.2,0.0
2002-10-14,0.6,32.4,52.0,20.8,0.0
2002-10-15,0.6,33.8,51.1,19.2,0.0
2002-10-16,0.6,32.7,47.8,20.8,0.0
2002-10-17,0.7,32.0,52.9,19.6,0.0
2002-10-18,0.7,31.5,52.0,19.6,0.0
2002-10-19,0.7,30.6,50.2,18.9,0.0
2002-10-20,0.7,29.7,47.5,17.8,0.0
2002-10-21,0.7,29.8,51.4,18.3,0.0
2002-10-22,0.9,29.5,43.7,19.8,0.0
2002-10-23,0.9,29.3,40.6,19.9,0.0
2002-10-24,1.0,23.7,32.4,16.2,0.0
2002-10-25,1.0,23.5,39.2,12.7,0.0
2002-10-26,1.2,27.3,44.4,14.9,0.2
2002-10-27,1.2,27.5,36.0,19.0,0.2
2002-10-28,1.2,23.2,36.7,14.0,0.2
2002-10-29,1.2,16.7,25.9,5.5,0.2
2002-10-30,1.9,17.8,27.0,4.6,0.6
2002-10-31,2.1,23.5,33.1,12.2,0.7
2002-11-01,2.2,27.5,40.1,17.2,0.8
2002-11-02,2.4,23.0,38.3,8.4,1.0
2002-11-03,2.5,11.1,32.4,0.7,1.1
2002-11-04,2.7,19.8,38.8,10.9,1.3
2002-11-05,2.7,14.5,30.7,6.6,1.2
2002-11-06,2.7,21.9,47.1,8.8,1.2
2002-11-07,2.7,27.7,47.8,12.6,1.4
2002-11-08,2.8,28.0,34.0,20.8,1.7
2002-11-09,4.0,23.0,31.6,15.6,2.7
2002-11-10,4.4,15.8,27.0,9.3,3.0
2002-11-11,4.4,11.8,25.9,2.7,3.2
2002-11-12,4.4,10.4,33.1,-4.4,3.3
2002-11-13,4.8,22.6,41.0,9.0,3.5
2002-11-14,5.0,18.0,25.5,13.5,3.8
2002-11-15,5.0,13.6,23.9,-0.2,3.9
2002-11-16,5.0,12.2,32.9,-1.5,4.0
2002-11-17,5.2,21.4,45.9,8.4,4.1
2002-11-18,5.2,15.4,32.4,5.2,4.1
2002-11-19,5.2,18.7,36.1,5.4,4.3
2002-11-20,5.2,24.3,45.5,14.9,4.3
2002-11-21,5.2,23.7,47.7,14.2,4.3
2002-11-22,5.2,25.3,50.4,14.4,4.3
2002-11-23,5.4,27.1,43.5,15.8,4.4
2002-11-24,5.5,22.5,30.7,17.4,4.6
2002-11-25,5.5,11.5,30.4,-2.0,4.5
2002-11-26,5.5,4.3,27.3,-6.9,4.5
2002-11-27,5.5,10.9,27.3,-3.1,4.5
2002-11-28,5.5,19.6,46.8,5.5,4.5
2002-11-29,5.5,22.3,43.9,12.9,4.5
2002-11-30,5.6,23.2,46.8,11.7,4.5
2002-12-01,5.7,21.4,31.8,13.8,4.6
2002-12-02,5.7,21.0,41.9,9.1,4.5
2002-12-03,5.7,17.1,36.3,5.5,4.5
2002-12-04,5.8,18.3,30.2,5.5,4.6
2002-12-05,5.8,16.2,29.3,1.8,4.6
2002-12-06,5.8,12.2,32.2,1.8,4.6
2002-12-07,5.8,13.1,38.3,3.0,4.6
2002-12-08,5.8,12.9,34.3,4.5,4.6
2002-12-09,5.9,13.3,37.0,3.2,4.7
2002-12-10,5.9,14.4,38.5,2.7,4.8
2002-12-11,6.0,11.1,24.4,1.0,5.1
2002-12-12,6.0,14.5,19.9,9.3,5.4
2002-12-13,6.0,17.8,33.1,8.1,5.3
2002-12-14,6.0,16.2,41.0,5.5,5.3
2002-12-15,6.0,23.5,37.9,14.4,5.3
2002-12-16,6.1,20.8,37.0,5.9,5.4
2002-12-17,6.3,17.1,27.3,8.2,5.7
2002-12-18,6.3,8.6,21.0,-1.5,5.7
2002-12-19,6.3,1.8,9.3,-4.2,5.7
2002-12-20,6.3,8.8,27.3,-3.6,5.7
2002-12-21,6.3,7.7,14.9,2.1,5.8
2002-12-22,6.3,6.1,25.7,-3.3,5.8
2002-12-23,6.3,2.5,21.4,-5.6,5.8
2002-12-24,6.3,5.7,21.6,-6.0,6.0
2002-12-25,6.3,1.4,16.9,-9.2,6.0
2002-12-26,6.6,2.8,16.9,-11.0,6.1
2002-12-27,6.6,14.0,28.8,6.3,6.1
2002-12-28,6.6,20.1,44.1,9.7,6.2
2002-12-29,6.6,21.7,35.1,11.1,6.2
2002-12-30,6.6,8.4,23.9,-2.0,6.2
2002-12-31,7.1,18.9,34.0,3.9,6.5
2003-01-01,7.1,13.1,21.0,-0.8,6.7
2003-01-02,7.3,12.9,27.5,-2.6,6.8
2003-01-03,7.3,25.3,34.0,19.8,6.8
2003-01-04,7.3,25.2,36.3,15.8,6.8
2003-01-05,7.3,22.5,31.3,13.6,6.8
2003-01-06,7.3,16.0,41.0,6.3,6.8
2003-01-07,7.3,20.7,52.9,6.3,6.8
2003-01-08,7.3,24.3,51.3,11.5,6.8
2003-01-09,7.4,17.8,35.1,6.4,6.8
2003-01-10,7.5,20.1,35.6,10.6,7.0
2003-01-11,7.5,18.3,32.2,8.6,7.0
2003-01-12,7.5,15.4,31.8,6.6,7.0
2003-01-13,7.6,19.9,36.7,9.3,7.1
2003-01-14,7.6,21.9,42.4,11.3,7.1
2003-01-15,8.0,14.4,23.0,6.1,7.5
2003-01-16,8.0,10.4,24.1,-1.1,7.5
2003-01-17,8.0,9.9,21.4,-1.7,7.5
2003-01-18,8.0,12.2,30.6,-1.5,7.5
2003-01-19,8.0,19.9,41.4,8.6,7.5
2003-01-20,8.0,18.3,41.2,8.8,7.5
2003-01-21,8.1,19.8,34.7,9.1,7.6
2003-01-22,8.1,20.7,33.8,9.5,7.6
2003-01-23,8.2,23.4,31.3,17.6,7.7
2003-01-24,8.3,25.3,34.3,21.4,7.8
2003-01-25,8.3,20.8,30.6,12.0,7.8
2003-01-26,8.3,24.1,37.8,14.9,7.8
2003-01-27,8.3,27.3,45.9,14.5,7.8
2003-01-28,8.3,24.1,38.1,15.4,7.8
2003-01-29,8.3,19.9,36.7,9.3,7.8
2003-01-30,8.5,23.4,35.6,10.6,8.0
2003-01-31,8.5,27.7,43.0,17.6,8.0
2003-02-01,8.6,29.7,48.2,18.3,8.0
2003-02-02,8.8,25.5,37.8,10.6,8.4
2003-02-03,8.8,8.6,23.4,-3.5,8.4
2003-02-04,9.1,7.0,14.4,-4.2,8.8
2003-02-05,9.1,2.5,16.3,-8.5,8.8
2003-02-06,9.1,-0.2,11.7,-7.8,8.8
2003-02-07,9.1,-4.0,19.6,-18.0,8.8
2003-02-08,9.2,0.3,23.4,-13.5,8.8
2003-02-09,9.4,3.6,15.8,-4.5,9.0
2003-02-10,9.5,12.2,21.6,4.6,9.1
2003-02-11,9.5,11.8,30.9,-0.4,9.1
2003-02-12,9.7,19.6,42.1,2.7,9.2
2003-02-13,9.9,30.7,43.0,19.6,9.4
2003-02-14,9.9,25.0,31.5,19.0,9.5
2003-02-15,9.9,19.4,32.2,7.9,9.5
2003-02-16,10.0,19.8,35.2,1.4,9.7
2003-02-17,10.0,16.9,29.5,3.0,9.7
2003-02-18,10.0,14.4,27.1,-0.4,9.7
2003-02-19,10.0,7.5,33.1,-3.6,9.7
2003-02-20,10.3,12.9,32.2,-3.8,9.8
2003-02-21,11.0,15.4,23.0,11.7,10.5
2003-02-22,11.5,14.4,28.8,6.8,11.1
2003-02-23,11.7,9.3,18.9,4.3,11.3
2003-02-24,11.8,16.0,25.5,9.0,11.3
2003-02-25,12.0,20.7,33.1,8.6,11.5
2003-02-26,12.2,16.9,32.7,4.5,11.8
2003-02-27,12.2,14.7,29.5,1.2,11.8
2003-02-28,12.3,11.3,26.2,0.1,11.8
2003-03-01,12.3,9.3,23.2,-1.1,11.9
2003-03-02,12.3,8.2,29.5,-2.9,11.9
2003-03-03,12.4,15.3,34.7,-1.7,11.9
2003-03-04,12.7,16.9,25.5,10.4,12.2
2003-03-05,12.7,10.9,23.4,5.0,12.2
2003-03-06,13.0,19.8,35.2,9.3,12.4
2003-03-07,13.1,26.2,40.3,18.0,12.5
2003-03-08,13.1,27.1,39.6,19.9,12.5
2003-03-09,13.1,28.2,43.5,18.0,12.4
2003-03-10,13.2,30.6,43.7,24.4,12.5
2003-03-11,13.2,30.0,44.8,23.0,12.3
2003-03-12,13.2,30.4,45.9,17.6,12.2
2003-03-13,13.2,30.7,56.7,13.5,12.1
2003-03-14,13.2,32.5,51.1,19.2,12.1
2003-03-15,13.4,29.8,48.4,14.9,12.6
2003-03-16,13.5,29.5,39.2,19.9,12.7
2003-03-17,14.6,25.0,39.2,15.8,13.8
2003-03-18,15.1,20.8,29.1,16.9,14.4
2003-03-19,15.2,22.1,38.1,10.9,14.5
2003-03-20,15.6,24.3,43.9,5.2,14.9
2003-03-21,15.6,23.4,37.2,14.7,15.0
2003-03-22,15.7,26.4,43.9,16.2,15.1
2003-03-23,15.7,29.7,48.2,13.3,14.8
2003-03-24,15.9,26.6,38.7,18.9,15.2
2003-03-25,15.9,21.4,38.7,7.9,15.2
2003-03-26,16.7,28.4,37.8,16.3,15.9
2003-03-27,16.7,11.5,23.9,0.3,16.1
2003-03-28,16.7,7.0,27.3,-7.8,16.1
2003-03-29,17.0,8.1,22.5,-11.2,16.4
2003-03-30,17.1,21.6,34.7,10.9,16.5
2003-03-31,17.1,28.8,49.3,12.7,16.5
2003-04-01,17.1,34.9,53.2,16.5,16.5
2003-04-02,17.1,36.0,50.2,25.3,16.5
2003-04-03,17.1,23.5,35.8,13.8,16.5
2003-04-04,17.2,13.6,24.3,4.3,16.5
2003-04-05,17.5,21.0,36.3,8.4,16.7
2003-04-06,17.9,16.3,28.8,7.2,17.1
2003-04-07,17.9,14.5,31.6,5.7,17.2
2003-04-08,17.9,21.6,46.8,0.0,17.2
2003-04-09,18.0,30.2,55.2,9.1,17.2
2003-04-10,18.0,34.7,57.2,17.6,17.3
2003-04-11,18.0,36.3,55.9,20.3,17.3
2003-04-12,18.0,36.0,52.9,21.4,17.3
2003-04-13,18.0,38.5,59.9,21.7,17.3
2003-04-14,18.1,39.0,55.9,24.4,17.3
2003-04-15,18.5,29.1,46.0,22.3,17.6
2003-04-16,18.5,28.8,46.0,19.8,17.7
2003-04-17,18.7,32.0,48.0,16.9,17.7
2003-04-18,18.7,24.6,41.2,15.3,18.0
2003-04-19,18.9,24.1,36.7,13.6,18.1
2003-04-20,18.9,27.3,43.7,14.4,18.4
2003-04-21,19.1,31.6,49.8,15.6,18.2
2003-04-22,19.2,32.5,46.6,25.0,18.2
2003-04-23,20.9,21.7,27.0,19.2,19.9
2003-04-24,21.7,29.1,43.5,19.0,20.6
2003-04-25,21.7,34.5,55.9,15.3,20.6
2003-04-26,21.7,39.0,55.2,23.9,20.2
2003-04-27,21.7,37.0,54.7,20.8,19.9
2003-04-28,21.7,37.8,55.4,25.0,19.8
2003-04-29,21.7,36.7,54.3,25.0,19.7
2003-04-30,21.7,29.8,45.3,14.9,19.6
2003-05-01,21.7,27.0,44.8,12.2,19.6
2003-05-02,21.7,32.4,47.1,15.1,19.3
2003-05-03,21.7,38.3,51.4,25.9,19.0
2003-05-04,22.0,28.4,40.3,20.3,19.2
2003-05-05,22.0,27.3,42.1,14.9,19.2
2003-05-06,22.0,26.2,43.9,11.7,19.3
2003-05-07,22.3,32.7,49.5,16.2,19.0
2003-05-08,22.4,30.4,41.2,23.5,18.9
2003-05-09,22.4,31.3,46.4,18.3,18.8
2003-05-10,22.4,23.0,36.5,12.6,18.8
2003-05-11,22.6,28.2,46.0,8.6,18.7
2003-05-12,22.7,38.3,57.0,19.2,18.0
2003-05-13,22.7,39.4,53.4,25.5,17.4
2003-05-14,22.8,41.9,60.6,24.6,16.7
2003-05-15,23.0,37.2,51.1,27.3,16.3
2003-05-16,23.0,42.8,59.0,30.7,15.3
2003-05-17,23.0,46.4,63.0,29.5,14.5
2003-05-18,23.0,40.8,53.8,25.5,14.0
2003-05-19,23.0,36.5,53.8,23.4,13.4
2003-05-20,23.0,38.3,55.8,23.9,12.8
2003-05-21,23.0,40.5,58.8,23.7,11.9
2003-05-22,23.0,43.9,63.0,27.1,10.7
2003-05-23,23.0,45.5,65.3,29.1,9.7
2003-05-24,23.1,45.5,65.7,28.8,8.6
2003-05-25,23.2,41.2,64.4,30.2,8.0
2003-05-26,23.2,44.2,63.7,29.8,7.1
