date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2002-10-01,0.3,40.5,56.1,30.7,0.0
2002-10-02,0.8,34.9,44.4,31.3,0.1
2002-10-03,1.6,30.0,34.7,27.0,0.6
2002-10-04,1.8,30.9,34.9,27.7,0.7
2002-10-05,1.9,33.8,38.5,31.3,0.6
2002-10-06,1.9,38.3,46.8,31.5,0.5
2002-10-07,1.9,43.7,52.7,36.0,0.3
2002-10-08,1.9,43.5,53.1,36.0,0.1
2002-10-09,1.9,42.8,52.7,34.5,0.1
2002-10-10,2.0,47.1,58.5,37.0,0.2
2002-10-11,2.0,39.2,48.2,27.0,0.0
2002-10-12,2.0,32.0,43.2,22.5,0.0
2002-10-13,2.0,40.5,52.9,29.8,0.0
2002-10-14,2.0,40.3,51.1,33.8,0.0
2002-10-15,2.0,39.9,50.0,30.0,0.0
2002-10-16,2.0,34.9,46.4,26.8,0.0
2002-10-17,2.0,41.0,51.8,32.9,0.0
2002-10-18,2.0,41.2,54.1,32.9,0.0
2002-10-19,2.0,41.7,52.2,36.5,0.0
2002-10-20,2.0,40.5,51.3,33.4,0.0
2002-10-21,2.0,41.0,51.1,36.0,0.0
2002-10-22,2.3,33.4,46.0,24.3,0.4
2002-10-23,2.4,29.5,32.4,25.7,0.4
2002-10-24,2.6,28.8,36.9,25.2,0.6
2002-10-25,2.6,28.8,36.0,25.3,0.5
2002-10-26,2.6,32.9,44.8,26.8,0.5
2002-10-27,2.7,32.2,42.6,27.9,0.9
2002-10-28,3.1,27.9,35.1,22.1,1.2
2002-10-29,3.1,14.4,22.3,7.7,1.0
2002-10-30,3.3,17.1,24.3,8.2,1.0
2002-10-31,3.3,17.2,29.8,9.5,1.0
2002-11-01,3.4,19.4,31.5,5.2,1.1
2002-11-02,3.5,12.0,18.3,6.4,1.2
2002-11-03,3.6,14.7,26.2,5.4,1.7
2002-11-04,3.6,22.1,29.8,14.2,1.6
2002-11-05,3.9,22.6,30.7,12.7,1.9
2002-11-06,3.9,31.8,39.6,24.1,1.9
2002-11-07,3.9,34.9,44.2,28.4,1.9
2002-11-08,4.0,29.7,33.1,27.3,2.2
2002-11-09,4.1,25.0,30.0,19.6,1.9
2002-11-10,4.4,19.9,23.0,17.4,2.2
2002-11-11,4.5,18.3,27.1,15.6,2.2
2002-11-12,4.6,21.9,27.1,15.1,2.3
2002-11-13,4.8,25.5,32.0,21.9,2.5
2002-11-14,5.0,21.6,24.8,18.9,2.6
2002-11-15,5.1,19.4,25.7,16.7,2.8
2002-11-16,5.2,23.9,29.8,16.7,2.9
2002-11-17,5.2,26.4,32.2,19.0,2.9
2002-11-18,5.2,22.1,27.1,16.2,2.9
2002-11-19,5.2,24.4,30.6,19.4,2.9
2002-11-20,5.3,30.2,37.0,24.8,3.0
2002-11-21,5.3,35.1,42.1,28.8,3.0
2002-11-22,5.3,37.2,44.4,32.4,3.0
2002-11-23,5.4,33.4,44.4,16.7,3.2
2002-11-24,5.4,16.3,23.0,10.2,3.1
2002-11-25,5.4,10.9,19.8,5.7,3.0
2002-11-26,5.4,14.5,25.3,6.1,3.0
2002-11-27,5.5,19.8,25.0,14.9,3.1
2002-11-28,5.6,28.4,36.3,21.0,3.3
2002-11-29,5.6,31.6,38.8,27.9,3.1
2002-11-30,5.6,32.2,40.5,27.9,3.1
2002-12-01,5.6,28.8,32.2,25.7,3.1
2002-12-02,5.6,27.7,34.5,24.4,3.1
2002-12-03,5.6,27.1,36.3,24.6,3.1
2002-12-04,5.7,24.3,27.0,22.6,3.2
2002-12-05,5.7,22.6,26.6,19.9,3.2
2002-12-06,5.7,23.9,28.8,21.2,3.1
2002-12-07,5.7,23.7,29.8,19.4,3.1
2002-12-08,5.7,24.8,35.6,16.2,3.1
2002-12-09,5.7,26.6,33.8,22.3,3.0
2002-12-10,5.7,25.3,32.0,19.4,3.0
2002-12-11,5.8,18.3,22.1,12.9,3.2
2002-12-12,5.9,19.8,22.5,12.6,3.3
2002-12-13,5.9,24.6,30.2,20.7,3.3
2002-12-14,6.0,28.8,35.2,23.0,3.4
2002-12-15,6.0,27.1,36.3,17.8,3.4
2002-12-16,6.3,25.3,32.4,18.7,5.0
2002-12-17,6.5,20.7,24.4,16.3,5.2
2002-12-18,6.8,13.5,17.2,9.7,5.4
2002-12-19,6.9,7.3,10.8,3.4,5.4
2002-12-20,7.1,13.8,18.7,9.5,5.7
2002-12-21,7.3,12.2,13.8,9.7,5.8
2002-12-22,7.3,12.4,18.0,6.4,5.8
2002-12-23,7.4,9.9,20.5,3.7,5.8
2002-12-24,7.4,6.3,12.0,1.2,5.8
2002-12-25,7.5,6.6,9.5,5.2,5.8
2002-12-26,7.6,9.9,14.9,5.0,6.1
2002-12-27,7.7,21.0,26.6,14.2,6.1
2002-12-28,7.7,28.8,34.5,23.9,6.0
2002-12-29,7.7,23.9,31.6,14.5,5.9
2002-12-30,7.7,14.7,19.9,9.1,5.9
2002-12-31,8.4,19.9,22.5,17.6,6.6
2003-01-01,8.4,16.7,21.2,13.5,6.7
2003-01-02,8.6,21.0,25.9,13.3,6.7
2003-01-03,8.6,29.3,33.3,25.2,6.7
2003-01-04,8.7,28.8,33.3,25.7,6.8
2003-01-05,8.7,25.5,28.8,22.6,6.8
2003-01-06,8.7,25.2,32.4,18.3,6.8
2003-01-07,8.7,32.9,40.6,27.0,6.8
2003-01-08,8.7,33.1,42.1,26.8,6.8
2003-01-09,8.7,17.8,27.0,10.6,6.8
2003-01-10,8.9,22.6,26.2,19.0,6.9
2003-01-11,8.9,21.9,25.0,19.8,6.9
2003-01-12,8.9,21.7,25.3,19.2,6.9
2003-01-13,9.0,27.0,29.5,23.2,7.0
2003-01-14,9.0,30.4,36.7,25.9,7.0
2003-01-15,9.1,18.3,29.7,8.6,7.1
2003-01-16,9.2,14.7,20.7,8.4,7.2
2003-01-17,9.2,16.2,21.6,12.2,7.2
2003-01-18,9.3,20.1,26.2,12.9,7.3
2003-01-19,9.3,27.9,34.5,21.9,7.3
2003-01-20,9.3,28.4,35.2,25.2,7.3
2003-01-21,9.3,27.0,31.5,23.9,7.3
2003-01-22,9.4,25.0,28.4,22.6,7.4
2003-01-23,9.9,27.1,30.6,23.7,7.9
2003-01-24,9.9,25.7,30.7,23.2,7.9
