date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2002-10-01,0.1,33.8,43.5,28.2,0.0
2002-10-02,0.1,38.3,51.8,27.5,0.0
2002-10-03,0.5,41.7,44.4,34.9,0.1
2002-10-04,0.6,46.0,54.9,41.0,0.1
2002-10-05,0.6,45.5,55.2,39.6,0.0
2002-10-06,0.6,52.0,68.2,37.8,0.0
2002-10-07,0.6,52.5,65.1,40.5,0.0
2002-10-08,0.6,50.0,64.8,38.8,0.0
2002-10-09,0.6,47.8,63.0,37.8,0.0
2002-10-10,0.6,36.3,41.9,27.5,0.0
2002-10-11,0.6,36.0,49.8,23.5,0.0
2002-10-12,0.6,46.6,62.2,33.8,0.0
2002-10-13,0.6,53.1,68.0,40.5,0.0
2002-10-14,0.6,56.1,67.5,43.7,0.0
2002-10-15,0.6,56.8,68.0,44.4,0.0
2002-10-16,0.6,57.2,70.2,48.6,0.0
2002-10-17,0.6,57.2,71.4,47.3,0.0
2002-10-18,0.6,48.6,58.8,39.4,0.0
2002-10-19,0.6,46.8,57.9,38.8,0.0
2002-10-20,0.6,42.1,47.8,38.7,0.0
2002-10-21,0.7,44.1,56.5,32.7,0.0
2002-10-22,0.7,47.3,58.8,37.4,0.0
2002-10-23,0.7,43.5,55.8,33.4,0.0
2002-10-24,0.7,39.4,50.0,31.8,0.0
2002-10-25,0.7,38.7,51.8,30.4,0.0
2002-10-26,0.7,32.4,37.2,27.0,0.0
2002-10-27,0.7,37.0,44.8,27.7,0.0
2002-10-28,0.7,34.9,39.0,30.9,0.0
2002-10-29,0.7,27.3,35.2,14.2,0.0
2002-10-30,0.7,24.1,35.8,10.6,0.0
2002-10-31,0.7,29.1,39.0,21.0,0.0
2002-11-01,0.7,30.2,42.1,23.4,0.0
2002-11-02,0.7,37.8,51.3,25.5,0.0
2002-11-03,0.7,43.2,56.5,33.3,0.0
2002-11-04,0.7,41.7,53.1,34.3,0.2
2002-11-05,0.7,47.8,59.0,39.0,0.4
2002-11-06,0.7,48.6,55.0,44.4,0.5
2002-11-07,1.2,41.2,46.4,32.7,0.4
2002-11-08,1.9,32.4,34.9,31.5,0.9
2002-11-09,2.9,31.5,33.1,30.4,2.0
2002-11-10,3.8,31.5,32.5,30.2,2.7
2002-11-11,3.9,34.7,39.4,31.5,2.8
2002-11-12,4.6,39.9,46.8,35.2,2.6
2002-11-13,4.6,35.8,42.3,30.9,2.5
2002-11-14,4.6,36.7,44.4,30.4,2.3
2002-11-15,4.6,44.8,54.9,32.7,2.4
2002-11-16,5.5,41.4,50.2,31.6,2.3
2002-11-17,5.6,31.3,36.0,27.5,2.4
2002-11-18,5.6,34.5,41.0,28.2,2.6
2002-11-19,5.6,43.9,55.9,34.7,2.4
2002-11-20,5.6,54.9,65.1,44.2,2.3
2002-11-21,5.6,51.1,58.8,43.5,2.1
2002-11-22,5.6,45.0,55.0,37.2,1.9
2002-11-23,5.6,39.4,48.4,33.4,1.5
2002-11-24,5.8,34.3,39.0,27.5,1.5
2002-11-25,5.8,42.4,49.8,30.9,1.5
2002-11-26,5.8,48.4,59.5,40.8,1.0
2002-11-27,5.8,47.5,59.4,39.6,1.0
2002-11-28,5.8,47.8,63.9,38.3,1.0
2002-11-29,5.8,47.8,60.1,40.3,1.0
2002-11-30,5.8,43.9,57.0,34.9,1.0
2002-12-01,5.8,37.2,46.2,30.7,1.0
2002-12-02,5.8,38.8,52.0,31.6,1.0
2002-12-03,5.8,38.5,48.2,33.3,1.0
2002-12-04,5.8,39.4,42.4,34.2,1.0
2002-12-05,5.8,38.7,51.1,30.2,1.0
2002-12-06,5.8,40.8,49.8,36.1,1.0
2002-12-07,5.8,40.6,54.0,34.5,1.0
2002-12-08,5.8,38.7,49.1,32.2,1.0
2002-12-09,5.8,40.3,43.2,36.3,1.0
2002-12-10,6.4,30.2,35.6,27.9,1.0
2002-12-11,6.7,33.3,38.3,29.1,1.3
2002-12-12,6.8,39.4,45.0,33.1,1.3
2002-12-13,7.3,36.9,42.6,31.8,1.3
