date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1999-10-01,0.0,,,,0.0
1999-10-02,0.0,,,,0.0
1999-10-03,0.0,,,,0.0
1999-10-04,0.0,,,,0.0
1999-10-05,0.0,,,,0.0
1999-10-06,0.0,,,,0.0
1999-10-07,0.0,,,,0.0
1999-10-08,0.0,,,,0.0
1999-10-09,0.1,,,,0.0
1999-10-10,0.1,,,,0.0
1999-10-11,0.1,,,,0.0
1999-10-12,0.2,,,,0.0
1999-10-13,0.2,,,,0.0
1999-10-14,0.2,,,,0.0
1999-10-15,0.2,,,,0.0
1999-10-16,0.2,,,,0.0
1999-10-17,0.2,,,,0.0
1999-10-18,0.2,,,,0.0
1999-10-19,0.2,,,,0.0
1999-10-20,0.3,,,,0.0
1999-10-21,0.3,,,,0.0
1999-10-22,0.3,,,,0.0
1999-10-23,0.3,,,,0.0
1999-10-24,0.3,,,,0.0
1999-10-25,0.4,,,,0.0
1999-10-26,1.3,,,,0.0
1999-10-27,1.9,,,,0.0
1999-10-28,3.6,,,,1.1
1999-10-29,3.6,,,,1.0
1999-10-30,3.6,,,,1.0
1999-10-31,4.1,,,,0.9
1999-11-01,4.1,,,,1.2
1999-11-02,4.1,,,,1.4
1999-11-03,4.1,,,,1.0
1999-11-04,4.4,,,,0.6
1999-11-05,4.6,,,,0.0
1999-11-06,4.6,,,,0.0
1999-11-07,4.7,,,,0.0
1999-11-08,5.3,,,,0.0
1999-11-09,5.3,,,,0.0
1999-11-10,5.5,,,,0.0
1999-11-11,5.5,,,,0.0
1999-11-12,5.7,,,,0.0
1999-11-13,5.7,,,,0.0
1999-11-14,5.7,,,,0.0
1999-11-15,5.7,,,,0.0
1999-11-16,6.2,,33.3,,0.3
1999-11-17,6.4,29.3,31.8,25.9,0.3
1999-11-18,6.4,31.6,40.1,25.3,0.5
1999-11-19,6.6,36.7,41.9,31.6,0.3
1999-11-20,7.3,28.8,32.4,26.8,0.8
1999-11-21,8.0,25.7,28.0,25.0,1.5
1999-11-22,8.2,28.0,33.8,23.7,1.7
1999-11-23,8.3,30.2,33.3,27.5,1.8
1999-11-24,9.6,33.4,38.5,28.8,2.2
1999-11-25,12.7,40.6,42.1,38.3,1.2
