date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1999-10-01,0.0,43.5,54.3,33.1,0.0
1999-10-02,0.0,44.2,58.6,32.2,0.0
1999-10-03,0.0,47.1,60.8,35.2,0.0
1999-10-04,0.0,53.1,69.6,39.0,0.0
1999-10-05,0.0,53.6,66.6,41.4,0.0
1999-10-06,0.3,39.2,50.9,34.0,0.0
1999-10-07,0.3,41.9,51.6,33.1,0.0
1999-10-08,0.3,49.6,64.8,35.8,0.0
1999-10-09,0.3,51.8,64.8,41.7,0.0
1999-10-10,0.3,54.9,70.9,40.6,0.0
1999-10-11,0.3,56.7,69.1,46.2,0.0
1999-10-12,0.3,53.8,65.1,43.7,0.0
1999-10-13,0.3,55.6,69.4,42.3,0.0
1999-10-14,0.3,48.4,60.1,30.2,0.0
1999-10-15,0.3,29.1,42.1,19.2,0.0
1999-10-16,0.3,25.7,36.7,16.3,0.0
1999-10-17,0.3,39.4,52.7,23.5,0.0
1999-10-18,0.3,40.6,50.9,29.8,0.0
1999-10-19,0.3,41.9,57.7,28.8,0.0
1999-10-20,0.3,48.9,62.6,34.5,0.0
1999-10-21,0.3,52.7,66.2,40.1,0.0
1999-10-22,0.3,51.8,66.9,40.1,0.0
1999-10-23,0.3,50.0,65.1,39.0,0.0
1999-10-24,0.3,49.1,62.1,40.6,0.0
1999-10-25,0.3,50.0,65.7,38.3,0.0
1999-10-26,0.3,50.0,65.7,35.8,0.0
1999-10-27,0.3,43.7,56.8,29.1,0.0
1999-10-28,0.5,37.2,51.1,27.3,0.0
1999-10-29,0.5,30.0,38.8,23.0,0.0
1999-10-30,0.5,39.2,53.8,26.6,0.0
1999-10-31,0.5,40.3,57.0,27.3,0.0
1999-11-01,0.5,33.4,48.0,23.7,0.0
1999-11-02,0.5,41.2,59.2,27.7,0.0
1999-11-03,0.5,46.0,59.2,35.8,0.0
1999-11-04,0.5,44.1,58.3,35.6,0.0
1999-11-05,0.5,45.3,59.9,34.5,0.0
1999-11-06,0.5,47.5,60.8,35.1,0.0
1999-11-07,0.5,46.8,61.3,36.0,0.0
1999-11-08,0.5,39.4,46.8,28.4,0.0
1999-11-09,0.5,34.3,47.1,23.5,0.0
1999-11-10,0.5,40.5,50.0,29.8,0.0
1999-11-11,0.5,45.0,57.9,36.3,0.0
1999-11-12,0.5,47.1,62.6,36.9,0.0
1999-11-13,0.5,48.6,63.5,38.5,0.0
1999-11-14,0.5,46.6,62.1,36.1,0.0
1999-11-15,0.5,42.6,57.0,32.4,0.0
1999-11-16,0.5,42.4,53.6,34.3,0.0
1999-11-17,0.6,28.8,39.2,22.1,0.1
1999-11-18,0.6,25.5,35.2,16.3,0.1
1999-11-19,0.7,31.3,39.9,20.5,0.2
1999-11-20,0.7,30.6,36.5,23.9,0.2
1999-11-21,1.0,21.0,24.8,17.2,0.5
1999-11-22,1.0,15.3,22.5,8.1,0.5
1999-11-23,1.0,15.6,27.5,8.2,0.5
1999-11-24,1.5,25.9,32.7,16.2,1.0
1999-11-25,1.5,38.8,45.5,32.7,1.0
1999-11-26,1.5,39.9,50.7,32.0,0.8
1999-11-27,1.6,33.3,37.8,29.1,0.8
1999-11-28,1.6,35.1,45.3,28.0,0.8
1999-11-29,1.6,36.3,43.0,30.4,0.8
1999-11-30,1.6,41.0,53.2,29.5,0.8
1999-12-01,1.8,23.9,36.3,13.5,1.0
1999-12-02,2.0,19.2,33.3,11.7,1.2
1999-12-03,2.0,14.7,20.5,8.4,1.2
1999-12-04,2.0,15.6,27.5,6.6,1.2
1999-12-05,2.1,20.1,32.7,11.1,1.3
1999-12-06,2.4,25.9,37.0,13.5,1.7
1999-12-07,3.1,20.3,24.6,15.6,2.5
1999-12-08,3.1,16.5,21.7,12.2,2.5
1999-12-09,3.2,19.6,26.4,15.1,2.6
1999-12-10,3.2,18.0,23.0,13.5,2.6
1999-12-11,3.6,23.2,30.0,10.9,3.0
1999-12-12,3.6,27.5,33.3,17.4,3.0
1999-12-13,3.9,18.0,32.2,11.5,3.4
1999-12-14,3.9,10.6,20.1,3.6,3.4
1999-12-15,4.2,20.1,32.5,8.8,3.7
1999-12-16,4.4,32.0,40.6,20.8,3.9
1999-12-17,4.4,32.4,37.2,28.0,3.9
1999-12-18,4.4,27.7,41.4,23.5,3.9
1999-12-19,4.6,23.9,27.9,19.6,4.1
1999-12-20,4.7,27.0,30.7,24.8,4.2
1999-12-21,4.7,23.5,28.8,18.9,4.2
