date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1999-10-01,0.0,42.8,49.1,35.2,0.2
1999-10-02,0.0,39.2,50.7,26.2,0.0
1999-10-03,0.0,39.6,50.2,30.6,0.0
1999-10-04,0.0,47.7,59.2,37.4,0.0
1999-10-05,0.0,52.0,63.7,41.2,0.0
1999-10-06,0.0,47.7,60.6,35.6,0.0
1999-10-07,0.0,41.2,51.8,34.5,0.0
1999-10-08,0.1,43.0,55.0,31.3,0.0
1999-10-09,0.1,51.6,62.6,43.5,0.0
1999-10-10,0.1,54.0,66.4,45.9,0.0
1999-10-11,0.1,54.1,65.5,46.6,0.0
1999-10-12,0.1,52.0,62.1,43.7,0.0
1999-10-13,0.1,49.6,60.1,40.6,0.0
1999-10-14,0.1,49.3,60.4,41.9,0.0
1999-10-15,0.1,35.8,42.6,20.8,0.0
1999-10-16,0.3,18.0,25.7,12.9,0.4
1999-10-17,0.6,27.0,36.3,15.3,0.6
1999-10-18,0.6,27.5,34.0,20.3,0.6
1999-10-19,0.8,29.8,38.3,18.3,1.1
1999-10-20,0.9,39.0,48.9,30.6,1.3
1999-10-21,0.9,43.2,53.4,35.8,1.2
1999-10-22,0.9,46.2,57.9,39.4,1.1
1999-10-23,0.9,47.1,59.4,40.5,0.9
1999-10-24,0.9,45.5,55.0,38.3,0.8
1999-10-25,0.9,46.0,55.8,40.1,0.6
1999-10-26,0.9,46.6,57.7,38.8,0.6
1999-10-27,0.9,42.6,51.1,36.9,0.4
1999-10-28,0.9,40.8,51.6,27.7,0.6
1999-10-29,0.9,24.4,30.0,20.8,0.7
1999-10-30,1.1,29.7,37.0,19.9,1.1
1999-10-31,1.1,41.7,52.2,34.0,1.3
1999-11-01,1.1,28.0,36.5,16.7,0.5
1999-11-02,1.2,36.0,44.2,26.2,0.9
1999-11-03,1.2,38.5,47.5,31.3,1.0
1999-11-04,1.2,43.0,52.5,36.3,1.0
1999-11-05,1.2,44.6,54.1,39.4,1.0
1999-11-06,1.2,45.7,57.7,39.4,1.0
1999-11-07,1.2,47.8,59.7,40.3,1.0
1999-11-08,1.2,45.0,54.3,37.8,0.8
1999-11-09,1.2,34.9,41.2,28.4,0.8
1999-11-10,1.2,41.9,52.5,35.2,0.7
1999-11-11,1.2,43.0,50.7,36.1,0.6
1999-11-12,1.2,45.7,57.7,40.6,0.5
1999-11-13,1.2,44.4,55.2,38.3,0.5
1999-11-14,1.2,47.5,59.9,37.8,0.5
1999-11-15,1.2,48.0,57.4,43.0,0.5
1999-11-16,1.2,45.0,54.3,38.7,0.5
1999-11-17,1.2,43.5,55.0,27.9,0.8
1999-11-18,1.3,20.8,27.3,17.6,1.0
1999-11-19,1.6,26.8,31.8,19.9,1.4
1999-11-20,2.0,26.8,31.3,21.4,1.9
1999-11-21,2.2,21.2,28.4,17.4,2.1
1999-11-22,2.2,15.3,19.2,8.6,2.2
1999-11-23,2.2,7.5,15.8,3.7,2.3
1999-11-24,2.5,11.7,17.2,6.3,2.7
1999-11-25,2.8,20.8,27.3,13.6,2.7
1999-11-26,3.0,31.6,37.2,26.4,2.7
1999-11-27,3.0,34.0,39.0,31.3,2.7
1999-11-28,3.1,34.9,43.7,28.2,2.9
1999-11-29,3.1,38.7,46.6,33.4,2.9
1999-11-30,3.1,39.6,43.9,37.4,2.9
1999-12-01,3.1,34.3,43.0,21.6,2.9
1999-12-02,3.1,21.7,27.7,18.9,3.3
1999-12-03,3.1,16.5,18.3,14.2,3.5
1999-12-04,3.1,14.7,21.6,10.8,3.5
1999-12-05,3.1,21.4,29.5,15.1,3.8
1999-12-06,3.1,21.4,25.7,16.3,3.8
1999-12-07,3.1,18.0,23.7,13.1,3.9
1999-12-08,3.1,12.4,21.2,6.8,4.0
1999-12-09,3.3,17.4,24.1,7.5,4.3
1999-12-10,3.3,16.9,21.9,9.3,4.3
