date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1999-10-01,0.0,38.7,54.1,26.2,0.0
1999-10-02,0.0,38.3,52.0,22.3,0.0
1999-10-03,0.0,35.6,53.1,21.9,0.0
1999-10-04,0.0,36.1,57.0,21.2,0.0
1999-10-05,0.1,40.6,61.2,23.2,0.0
1999-10-06,0.2,41.4,52.7,30.2,0.0
1999-10-07,0.7,30.4,37.2,24.8,0.5
1999-10-08,0.7,32.2,50.7,20.7,0.0
1999-10-09,0.7,37.8,59.4,24.3,0.0
1999-10-10,0.7,40.5,63.1,26.2,0.0
1999-10-11,0.7,40.3,60.4,27.3,0.0
1999-10-12,0.7,39.9,59.0,26.8,0.0
1999-10-13,0.8,40.1,61.0,26.2,0.0
1999-10-14,0.8,38.3,57.6,26.4,0.0
1999-10-15,0.8,37.0,52.2,25.2,0.0
1999-10-16,0.8,15.4,28.2,1.6,0.0
1999-10-17,0.9,18.0,45.0,-0.6,0.0
1999-10-18,1.0,24.6,36.7,14.2,0.0
1999-10-19,1.0,24.3,41.9,10.2,0.0
1999-10-20,1.0,28.0,49.3,13.8,0.0
1999-10-21,1.1,32.0,54.3,18.9,0.0
1999-10-22,1.1,34.0,58.3,20.8,0.0
1999-10-23,1.1,33.8,57.9,20.3,0.0
1999-10-24,1.1,34.2,56.7,22.1,0.0
1999-10-25,1.1,33.8,57.2,20.8,0.0
1999-10-26,1.1,35.8,61.7,21.6,0.0
1999-10-27,1.1,33.3,53.2,23.5,0.0
1999-10-28,1.2,36.5,53.6,22.3,0.4
1999-10-29,1.5,21.7,30.2,17.4,0.6
1999-10-30,1.5,22.5,46.2,6.8,0.6
1999-10-31,1.5,31.6,59.4,17.2,0.6
1999-11-01,1.5,29.3,48.2,14.5,0.6
1999-11-02,1.5,26.2,48.2,10.2,0.6
1999-11-03,1.5,28.8,47.1,16.9,0.4
1999-11-04,1.5,30.7,53.4,18.3,0.1
1999-11-05,1.5,31.8,55.2,19.9,0.0
1999-11-06,1.6,32.0,55.9,20.1,0.0
1999-11-07,1.6,34.0,57.9,21.9,0.0
1999-11-08,1.6,32.9,51.6,23.4,0.0
1999-11-09,1.6,28.8,45.7,19.4,0.0
1999-11-10,1.6,32.4,57.2,18.0,0.0
1999-11-11,1.6,33.4,56.1,22.3,0.0
1999-11-12,1.6,34.0,57.9,22.3,0.0
1999-11-13,1.6,32.0,56.5,19.9,0.0
1999-11-14,1.6,35.6,63.5,21.9,0.0
1999-11-15,1.6,34.2,59.0,22.6,0.0
1999-11-16,1.6,32.9,55.6,21.0,0.0
1999-11-17,1.6,36.5,52.0,26.2,0.4
1999-11-18,1.6,18.7,28.2,7.0,0.4
1999-11-19,1.8,20.7,45.0,5.0,1.2
1999-11-20,1.9,26.2,44.6,10.4,1.2
1999-11-21,2.0,18.3,33.1,6.4,1.3
1999-11-22,2.2,14.0,20.8,7.5,1.5
1999-11-23,2.2,3.0,21.2,-7.1,1.5
1999-11-24,2.2,2.3,22.1,-8.5,1.5
1999-11-25,2.6,16.9,25.2,0.3,2.1
1999-11-26,2.6,27.3,40.3,21.2,2.1
1999-11-27,2.6,26.8,44.6,15.4,2.1
1999-11-28,2.6,23.9,46.6,13.3,2.1
1999-11-29,2.6,26.2,49.6,15.3,2.1
1999-11-30,2.6,30.4,52.9,20.1,2.1
1999-12-01,2.8,28.8,44.2,20.1,2.2
1999-12-02,2.8,19.8,32.0,11.5,2.3
1999-12-03,2.8,15.3,20.7,7.3,2.3
1999-12-04,2.8,7.7,27.5,-2.7,2.3
1999-12-05,2.8,11.5,37.0,-3.1,2.3
1999-12-06,2.9,12.6,33.3,3.4,2.4
1999-12-07,2.9,14.7,28.0,5.2,2.4
1999-12-08,2.9,12.4,27.5,-4.2,2.4
1999-12-09,3.0,10.2,36.3,-8.3,2.5
1999-12-10,3.0,16.9,33.1,7.3,2.5
1999-12-11,3.0,9.1,22.5,-0.8,2.5
1999-12-12,3.0,11.3,29.1,3.6,2.5
