date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2010-10-01,0.0,0.0,49.8,59.2,40.1,0.0
2010-10-02,0.0,0.0,47.7,57.4,37.9,0.0
2010-10-03,0.0,0.0,47.8,59.7,40.1,0.0
2010-10-04,0.0,0.0,41.7,52.0,34.5,0.0
2010-10-05,0.0,0.0,41.7,52.5,33.3,0.0
2010-10-06,0.1,0.0,40.3,50.2,33.4,0.0
2010-10-07,0.6,,37.2,49.3,32.4,0.1
2010-10-08,0.7,0.0,29.7,34.2,25.5,0.0
2010-10-09,0.7,0.0,28.0,32.9,24.3,0.0
2010-10-10,0.8,0.0,31.8,37.8,28.8,0.0
2010-10-11,0.8,0.0,35.1,42.4,27.3,0.0
2010-10-12,0.8,0.0,35.1,44.1,28.8,0.0
2010-10-13,0.8,0.0,36.0,46.4,27.0,0.0
2010-10-14,0.8,0.0,40.1,49.6,34.0,0.0
2010-10-15,0.8,0.0,40.6,50.2,34.7,0.0
2010-10-16,0.8,0.0,39.4,51.3,30.6,0.0
2010-10-17,0.8,0.0,36.7,45.5,30.7,0.0
2010-10-18,0.9,0.0,32.7,40.3,29.3,0.0
2010-10-19,0.9,0.0,32.4,42.8,23.7,0.0
2010-10-20,0.9,0.0,37.8,48.0,29.1,0.0
2010-10-21,1.1,1.0,37.4,50.0,29.7,0.1
2010-10-22,1.4,2.0,29.5,33.1,27.3,0.3
2010-10-23,1.8,3.0,28.0,34.2,25.5,0.6
2010-10-24,2.6,9.0,28.8,31.5,23.7,1.4
2010-10-25,3.5,12.0,18.0,32.4,11.3,2.8
2010-10-26,3.8,13.0,12.2,16.5,10.0,3.1
2010-10-27,3.9,13.0,10.4,18.9,4.6,3.1
2010-10-28,4.0,13.0,21.0,32.7,6.1,3.1
2010-10-29,4.1,14.0,32.4,43.9,24.1,3.2
2010-10-30,4.3,16.0,34.0,44.8,21.0,3.3
2010-10-31,4.3,15.0,25.3,31.6,20.1,3.3
2010-11-01,4.3,14.0,23.5,32.5,15.8,3.3
2010-11-02,4.3,13.0,33.8,42.4,25.2,3.3
2010-11-03,4.3,14.0,32.4,42.8,25.2,3.3
2010-11-04,4.3,13.0,34.5,44.2,25.3,3.3
2010-11-05,4.3,13.0,36.0,44.1,29.5,3.3
2010-11-06,4.3,12.0,37.4,47.5,30.4,3.3
2010-11-07,4.3,12.0,30.6,36.3,26.4,3.3
2010-11-08,4.6,16.0,30.0,40.6,25.9,3.7
2010-11-09,5.2,20.0,16.2,25.9,9.9,4.1
2010-11-10,5.3,22.0,12.7,21.6,7.7,4.2
2010-11-11,5.3,20.0,10.0,17.2,-0.2,4.2
2010-11-12,5.3,19.0,8.6,19.0,-1.5,4.2
2010-11-13,5.5,23.0,11.1,14.5,7.2,4.4
2010-11-14,5.9,25.0,14.0,18.0,8.8,4.8
2010-11-15,6.1,22.0,15.6,19.9,12.7,5.1
2010-11-16,6.6,28.0,15.4,21.0,11.3,6.0
2010-11-17,6.7,25.0,12.9,18.3,6.1,6.0
2010-11-18,6.8,27.0,23.4,32.2,14.5,6.1
2010-11-19,6.8,26.0,25.7,32.2,20.7,6.1
2010-11-20,6.9,29.0,25.9,32.5,19.9,6.3
2010-11-21,8.7,42.0,17.2,21.9,6.3,8.0
2010-11-22,9.3,46.0,6.4,8.2,4.5,8.4
2010-11-23,9.6,47.0,10.2,17.2,3.7,8.7
2010-11-24,10.0,45.0,-5.1,12.2,-16.2,9.3
2010-11-25,10.2,41.0,-4.5,6.1,-17.0,9.3
2010-11-26,10.2,39.0,13.5,19.9,5.9,9.3
2010-11-27,10.2,38.0,17.1,25.2,11.7,9.3
2010-11-28,10.6,43.0,11.7,18.3,1.9,9.7
2010-11-29,10.6,42.0,1.2,6.8,-4.2,9.7
2010-11-30,10.7,40.0,4.5,14.4,-6.5,9.8
2010-12-01,10.8,41.0,17.6,21.2,10.2,9.9
2010-12-02,10.9,38.0,23.5,29.5,19.8,9.9
2010-12-03,10.9,38.0,25.2,27.1,23.5,10.0
2010-12-04,10.9,37.0,26.2,33.4,22.6,10.0
2010-12-05,10.9,37.0,23.7,27.7,18.0,10.0
2010-12-06,11.4,42.0,21.7,28.8,16.3,10.4
2010-12-07,11.5,40.0,14.9,20.8,6.8,10.6
2010-12-08,11.6,39.0,22.3,32.7,10.4,10.7
2010-12-09,11.6,39.0,21.7,26.4,20.3,10.7
2010-12-10,12.1,44.0,18.0,21.2,11.5,11.3
2010-12-11,12.3,43.0,11.1,14.5,8.1,11.6
2010-12-12,12.3,43.0,21.6,25.9,13.1,11.6
2010-12-13,12.3,41.0,23.2,28.0,17.8,11.6
2010-12-14,12.3,41.0,25.7,30.6,20.5,11.6
2010-12-15,12.9,47.0,16.5,23.4,7.9,12.2
2010-12-16,12.9,45.0,7.3,15.1,-2.7,12.2
2010-12-17,12.9,44.0,8.4,15.6,-1.5,12.2
2010-12-18,13.7,50.0,18.0,21.9,11.7,12.7
2010-12-19,15.1,53.0,24.8,27.1,21.7,14.1
2010-12-20,17.0,66.0,25.9,27.1,25.2,16.3
2010-12-21,18.2,73.0,24.3,26.2,22.6,17.6
2010-12-22,18.6,78.0,25.3,29.7,23.2,17.9
2010-12-23,18.9,74.0,22.3,29.5,13.6,18.5
2010-12-24,18.9,72.0,13.6,24.1,8.2,18.5
2010-12-25,19.0,70.0,18.3,34.3,10.4,18.5
2010-12-26,19.0,72.0,19.4,25.2,15.8,18.7
2010-12-27,19.0,70.0,10.6,19.2,2.5,18.7
2010-12-28,19.0,69.0,11.5,21.9,2.7,18.7
2010-12-29,20.2,78.0,14.5,19.0,9.3,19.9
2010-12-30,20.9,93.0,7.7,17.8,-9.6,20.5
2010-12-31,21.0,90.0,-16.4,-9.6,-20.6,20.6
2011-01-01,21.0,85.0,-11.4,-3.3,-19.3,20.6
2011-01-02,21.2,87.0,4.6,10.0,-4.5,20.8
2011-01-03,21.3,83.0,8.4,15.8,5.0,20.9
2011-01-04,21.3,80.0,7.3,13.5,0.7,20.9
2011-01-05,21.3,78.0,9.0,14.2,0.3,20.9
2011-01-06,21.4,75.0,17.4,23.9,10.8,21.0
2011-01-07,21.4,75.0,19.2,25.7,14.2,21.0
2011-01-08,21.6,78.0,19.9,28.8,15.1,21.2
2011-01-09,21.8,80.0,5.4,16.0,-12.8,21.4
2011-01-10,21.8,77.0,-10.8,-2.6,-16.2,21.4
2011-01-11,21.8,76.0,-2.0,7.3,-13.7,21.4
2011-01-12,21.8,74.0,12.6,19.4,5.5,21.4
2011-01-13,21.9,73.0,18.0,24.6,12.4,21.5
2011-01-14,21.9,72.0,16.9,21.4,13.3,21.5
2011-01-15,21.9,71.0,17.1,23.0,12.9,21.5
2011-01-16,22.1,72.0,20.3,25.7,12.6,21.7
2011-01-17,22.8,76.0,20.8,25.0,14.7,22.4
2011-01-18,22.8,72.0,14.4,20.5,8.1,22.4
2011-01-19,23.2,77.0,10.2,16.7,-2.0,22.7
2011-01-20,23.2,77.0,4.3,9.5,-4.7,22.7
2011-01-21,23.3,78.0,11.8,16.0,8.1,22.8
2011-01-22,23.6,82.0,9.7,16.2,0.1,23.2
2011-01-23,23.8,84.0,7.2,12.9,-0.9,23.3
2011-01-24,23.9,76.0,5.7,12.7,-2.6,23.4
2011-01-25,23.9,74.0,12.0,19.2,6.3,23.4
2011-01-26,23.9,75.0,11.3,18.9,4.6,23.4
2011-01-27,23.9,74.0,17.8,28.2,11.1,23.4
2011-01-28,23.9,73.0,24.3,34.9,17.6,23.4
2011-01-29,23.9,72.0,21.6,31.3,15.1,23.4
2011-01-30,23.9,72.0,18.0,26.4,11.5,23.4
2011-01-31,24.1,76.0,8.4,20.7,-5.1,23.6
2011-02-01,24.1,76.0,-13.4,-2.2,-25.8,23.6
2011-02-02,24.1,75.0,-17.7,-6.3,,23.6
2011-02-03,24.1,74.0,7.5,21.0,-10.7,23.6
2011-02-04,24.3,77.0,13.8,18.0,6.1,23.8
2011-02-05,25.1,87.0,12.9,18.0,4.5,24.7
2011-02-06,25.2,86.0,2.8,12.6,-4.5,24.8
2011-02-07,25.8,92.0,9.7,16.0,1.8,25.4
2011-02-08,25.9,90.0,1.4,15.6,-13.4,25.5
2011-02-09,25.9,90.0,-6.7,11.8,-17.3,25.5
2011-02-10,26.0,89.0,1.9,10.6,-7.8,25.6
2011-02-11,26.0,88.0,9.9,16.7,4.6,25.6
2011-02-12,26.0,87.0,16.9,25.9,9.1,25.6
2011-02-13,26.0,86.0,24.3,31.5,16.7,25.6
2011-02-14,26.0,85.0,25.7,38.1,19.6,25.6
2011-02-15,26.1,86.0,24.8,36.0,12.9,25.7
2011-02-16,26.1,85.0,23.5,32.5,17.1,25.7
2011-02-17,26.8,92.0,12.9,19.9,7.0,26.3
2011-02-18,27.0,89.0,16.5,23.5,9.7,26.5
2011-02-19,28.3,100.0,20.7,26.8,12.9,27.7
