date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2022-10-01,0.0,0.0,43.7,55.4,32.4,0.0
2022-10-02,0.0,0.0,48.0,60.8,36.1,0.0
2022-10-03,0.0,0.0,48.0,59.4,36.9,0.0
2022-10-04,0.0,0.0,51.1,65.8,38.3,0.0
2022-10-05,0.0,0.0,52.9,67.3,41.2,0.0
2022-10-06,0.0,0.0,59.0,68.9,45.5,0.0
2022-10-07,0.0,0.0,54.7,68.0,43.5,0.0
2022-10-08,0.0,0.0,53.8,66.6,44.4,0.0
2022-10-09,0.0,0.0,53.2,65.8,43.5,0.0
2022-10-10,0.0,0.0,53.2,65.8,42.8,0.0
2022-10-11,0.0,0.0,50.0,60.6,45.0,0.0
2022-10-12,0.0,0.0,50.7,60.8,43.5,0.0
2022-10-13,0.0,0.0,54.0,67.3,43.5,0.0
2022-10-14,0.0,0.0,52.2,63.9,42.8,0.0
2022-10-15,0.0,0.0,51.4,64.8,39.0,0.0
2022-10-16,0.0,0.0,49.1,63.1,37.8,0.0
2022-10-17,0.0,0.0,50.4,65.7,37.8,0.0
2022-10-18,0.0,0.0,53.8,68.2,43.7,0.0
2022-10-19,0.0,0.0,52.9,65.5,42.8,0.0
2022-10-20,0.0,0.0,51.8,65.3,42.1,0.0
2022-10-21,0.4,0.0,57.9,64.8,50.7,0.0
2022-10-22,0.8,0.0,31.5,50.7,23.4,0.0
2022-10-23,1.0,0.0,22.6,25.7,20.3,0.0
2022-10-24,1.2,2.0,30.7,40.6,20.7,0.2
2022-10-25,1.5,5.0,30.0,37.8,23.9,0.5
2022-10-26,1.6,6.0,25.5,33.3,21.6,0.6
2022-10-27,1.6,6.0,25.9,36.1,16.5,0.6
2022-10-28,1.7,5.0,33.1,49.3,18.3,0.7
2022-10-29,1.7,5.0,37.8,48.2,32.2,0.7
2022-10-30,1.7,5.0,37.2,46.0,29.5,0.7
2022-10-31,1.7,4.0,41.0,53.4,29.8,0.6
2022-11-01,1.7,4.0,41.7,52.7,27.5,0.3
2022-11-02,1.7,3.0,22.6,29.8,12.7,0.1
2022-11-03,1.8,4.0,19.4,22.3,16.3,0.2
2022-11-04,2.4,6.0,29.3,37.4,17.8,1.0
2022-11-05,2.9,8.0,32.4,38.8,23.9,1.1
2022-11-06,3.0,6.0,27.7,34.3,16.0,1.2
2022-11-07,3.4,13.0,27.7,37.8,20.8,1.5
2022-11-08,3.6,14.0,24.6,30.6,20.5,1.8
2022-11-09,3.7,14.0,21.6,29.1,13.6,1.8
2022-11-10,3.7,13.0,16.9,24.4,9.1,1.8
2022-11-11,3.9,13.0,13.1,23.0,4.6,1.8
2022-11-12,3.9,12.0,18.3,29.3,9.3,1.8
2022-11-13,3.9,12.0,19.4,23.9,13.5,1.8
2022-11-14,3.9,12.0,18.3,28.2,11.3,1.8
2022-11-15,3.9,12.0,18.9,28.4,10.4,1.8
2022-11-16,3.9,12.0,25.3,36.0,16.3,1.8
2022-11-17,3.9,12.0,23.4,34.0,12.2,1.8
2022-11-18,3.9,12.0,12.9,19.9,7.5,1.8
2022-11-19,3.9,11.0,19.8,30.9,9.7,1.8
2022-11-20,3.9,11.0,26.8,40.1,18.3,1.8
2022-11-21,3.9,12.0,29.3,42.1,21.7,1.8
2022-11-22,3.9,12.0,28.8,39.4,20.8,1.9
2022-11-23,3.9,12.0,25.7,33.1,18.9,1.9
2022-11-24,3.9,12.0,30.2,41.0,18.9,1.9
2022-11-25,3.9,12.0,34.0,46.6,25.9,2.0
2022-11-26,4.1,13.0,26.6,36.1,19.9,2.0
2022-11-27,4.2,13.0,26.8,36.0,16.0,2.1
