date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2022-10-01,0.0,0.0,44.6,57.9,34.9,0.0
2022-10-02,0.1,0.0,47.1,61.5,38.5,0.0
2022-10-03,0.1,0.0,47.5,63.9,38.5,0.0
2022-10-04,0.1,0.0,47.3,63.1,38.8,0.0
2022-10-05,0.1,0.0,49.5,66.2,40.5,0.0
2022-10-06,0.1,0.0,49.3,67.3,40.3,0.0
2022-10-07,0.2,0.0,50.2,67.1,41.0,0.0
2022-10-08,0.2,0.0,50.9,66.9,41.0,0.0
2022-10-09,0.2,0.0,49.6,65.5,40.8,0.0
2022-10-10,0.2,0.0,47.8,65.5,36.5,0.0
2022-10-11,0.2,0.0,46.0,59.4,36.0,0.0
2022-10-12,0.2,0.0,45.3,63.5,35.1,0.0
2022-10-13,0.2,0.0,46.0,63.1,36.3,0.0
2022-10-14,0.2,0.0,45.3,64.9,34.7,0.0
2022-10-15,0.3,0.0,47.1,64.4,35.1,0.0
2022-10-16,0.3,0.0,49.8,63.0,40.3,0.0
2022-10-17,0.3,0.0,46.4,64.0,36.9,0.0
2022-10-18,0.3,0.0,47.5,65.7,37.0,0.0
2022-10-19,0.3,0.0,49.1,66.4,40.3,0.0
2022-10-20,0.3,0.0,45.7,64.4,36.5,0.0
2022-10-21,0.3,0.0,48.4,62.2,34.3,0.0
2022-10-22,1.0,4.0,39.6,54.0,28.8,0.5
2022-10-23,1.8,5.0,26.6,30.4,22.6,1.0
2022-10-24,1.8,4.0,25.9,34.2,20.7,1.0
2022-10-25,2.0,3.0,30.4,41.7,25.9,1.0
2022-10-26,2.4,5.0,28.8,37.8,19.8,1.1
2022-10-27,2.4,5.0,25.3,32.2,17.6,1.1
2022-10-28,2.6,7.0,25.9,40.5,16.7,1.3
2022-10-29,2.6,6.0,32.2,45.5,25.3,1.3
2022-10-30,2.6,5.0,31.6,47.1,25.7,1.3
2022-10-31,2.6,5.0,34.0,47.5,27.0,1.3
2022-11-01,2.6,4.0,40.5,52.2,32.2,1.3
2022-11-02,3.2,9.0,29.1,47.5,22.5,1.7
2022-11-03,3.2,8.0,21.4,31.8,13.8,1.7
2022-11-04,3.4,8.0,21.7,27.7,11.8,1.8
2022-11-05,4.5,13.0,30.2,33.4,27.5,2.8
2022-11-06,4.6,9.0,30.6,36.5,26.2,2.8
2022-11-07,4.6,9.0,38.5,45.7,32.7,2.7
2022-11-08,5.3,8.0,36.7,44.8,30.9,2.7
2022-11-09,6.4,12.0,16.9,37.4,22.5,3.4
2022-11-10,6.4,11.0,16.9,25.5,8.4,3.4
2022-11-11,6.5,10.0,14.2,35.6,8.1,3.4
2022-11-12,6.5,10.0,20.8,35.2,10.9,3.4
2022-11-13,6.5,10.0,18.7,34.2,11.1,3.4
