date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2022-10-01,0.0,0.0,44.1,56.1,37.8,0.0
2022-10-02,0.2,0.0,39.6,49.3,36.5,0.0
2022-10-03,0.6,0.0,39.0,46.6,35.1,0.0
2022-10-04,1.1,0.0,36.9,42.1,32.5,0.0
2022-10-05,2.1,2.0,32.9,35.8,32.0,0.3
2022-10-06,2.2,1.0,33.4,36.3,30.7,0.1
2022-10-07,2.6,1.0,34.3,39.0,32.0,0.1
2022-10-08,3.0,1.0,33.4,38.5,31.5,0.1
2022-10-09,3.1,1.0,34.5,43.7,28.2,0.1
2022-10-10,3.4,0.0,34.3,46.8,26.6,0.0
2022-10-11,3.4,0.0,38.7,46.4,32.4,0.0
2022-10-12,3.4,0.0,41.7,53.1,33.1,0.0
2022-10-13,3.4,0.0,43.0,55.0,35.2,0.0
2022-10-14,3.4,0.0,42.4,52.7,34.7,0.0
2022-10-15,3.5,1.0,41.9,54.0,29.5,0.1
2022-10-16,4.7,8.0,28.4,32.4,27.0,0.9
2022-10-17,4.8,5.0,29.8,34.7,27.7,0.9
2022-10-18,4.8,4.0,31.3,39.9,25.7,0.6
2022-10-19,4.8,2.0,36.3,49.6,24.6,0.4
2022-10-20,4.8,1.0,40.3,53.1,30.6,0.1
2022-10-21,4.8,0.0,39.6,49.3,34.3,0.0
2022-10-22,4.8,0.0,38.3,44.1,32.0,0.0
2022-10-23,5.1,0.0,30.4,37.9,21.4,0.0
2022-10-24,5.1,0.0,19.4,24.4,16.2,0.0
2022-10-25,5.1,0.0,32.4,44.6,19.2,0.0
2022-10-26,5.1,0.0,31.8,41.0,26.4,0.0
2022-10-27,5.3,1.0,23.9,33.8,19.6,0.2
2022-10-28,5.3,0.0,27.1,37.9,19.0,0.0
2022-10-29,5.3,0.0,30.7,44.8,21.6,0.0
2022-10-30,5.3,0.0,30.0,39.9,23.4,0.0
2022-10-31,5.3,0.0,31.8,43.2,23.4,0.0
2022-11-01,5.3,0.0,34.0,45.5,26.6,0.0
2022-11-02,5.3,0.0,33.8,42.3,28.8,0.0
2022-11-03,5.5,1.0,27.1,34.7,18.3,0.1
2022-11-04,5.6,2.0,16.5,21.9,10.8,0.3
2022-11-05,5.6,1.0,28.4,36.0,17.6,0.3
2022-11-06,5.6,1.0,36.5,47.3,30.4,0.1
2022-11-07,5.6,0.0,34.9,44.2,29.7,0.0
2022-11-08,5.6,0.0,36.7,45.3,31.3,0.0
2022-11-09,5.6,0.0,35.1,43.5,25.2,0.0
2022-11-10,5.6,0.0,23.5,35.2,13.1,0.0
2022-11-11,5.6,0.0,16.5,23.0,10.0,0.0
2022-11-12,5.6,0.0,25.7,38.3,18.0,0.0
2022-11-13,5.7,1.0,27.1,37.0,19.4,0.2
2022-11-14,6.3,5.0,15.8,21.9,10.8,0.7
2022-11-15,6.4,5.0,14.9,27.9,9.7,0.7
2022-11-16,6.4,5.0,10.6,17.8,4.6,0.7
2022-11-17,6.4,5.0,18.3,32.7,9.7,0.8
2022-11-18,6.4,4.0,16.3,25.2,12.2,0.8
2022-11-19,6.4,4.0,15.6,25.3,11.1,0.8
2022-11-20,6.4,3.0,23.2,39.2,11.7,0.8
2022-11-21,6.4,3.0,28.2,40.8,19.8,0.8
2022-11-22,6.4,3.0,30.2,42.4,21.9,0.8
2022-11-23,6.5,3.0,25.3,36.3,14.2,0.8
2022-11-24,6.9,8.0,13.8,16.3,12.7,1.2
2022-11-25,6.9,6.0,17.4,26.2,11.8,1.2
2022-11-26,6.9,6.0,26.2,38.5,14.5,1.2
2022-11-27,7.0,6.0,20.7,23.9,18.0,1.2
2022-11-28,7.0,5.0,25.0,36.3,16.9,1.2
2022-11-29,7.0,5.0,16.0,21.7,10.9,1.2
2022-11-30,7.0,4.0,26.8,36.7,18.0,1.2
2022-12-01,7.0,4.0,28.4,36.3,24.1,1.2
2022-12-02,7.0,4.0,25.0,29.5,21.7,1.2
2022-12-03,7.0,5.0,30.2,35.1,23.2,1.4
2022-12-04,7.0,5.0,32.5,37.2,29.5,1.4
2022-12-05,7.1,5.0,28.8,36.0,24.3,1.4
2022-12-06,7.1,5.0,25.3,33.4,19.6,1.4
2022-12-07,7.2,5.0,25.3,31.6,21.9,1.4
2022-12-08,7.2,5.0,20.7,25.2,13.1,1.4
2022-12-09,7.2,5.0,24.1,30.2,18.7,1.4
2022-12-10,7.2,5.0,25.7,37.2,17.8,1.4
2022-12-11,7.2,5.0,27.9,38.5,22.3,1.4
2022-12-12,7.5,7.0,16.0,25.0,2.5,1.7
2022-12-13,7.6,8.0,5.0,9.3,2.5,1.8
2022-12-14,7.6,8.0,8.6,16.9,1.8,1.8
2022-12-15,7.6,8.0,10.6,20.5,2.3,1.8
2022-12-16,7.6,8.0,3.9,14.0,-3.3,1.8
2022-12-17,7.6,8.0,19.6,29.7,5.2,1.8
2022-12-18,7.6,8.0,21.4,30.4,13.3,1.8
2022-12-19,7.6,8.0,19.4,30.0,11.1,1.8
2022-12-20,7.6,8.0,22.6,32.2,15.1,1.8
2022-12-21,7.6,8.0,19.8,27.1,15.1,1.8
2022-12-22,7.6,8.0,18.9,25.3,12.7,1.8
2022-12-23,7.6,8.0,21.7,28.4,17.2,1.8
2022-12-24,7.6,8.0,24.3,34.0,17.2,1.8
2022-12-25,7.6,6.0,29.8,39.2,19.8,1.8
2022-12-26,7.6,7.0,31.3,38.3,26.6,1.8
2022-12-27,7.6,6.0,32.9,41.4,28.8,1.8
2022-12-28,8.5,14.0,21.6,28.8,10.9,2.7
2022-12-29,8.6,14.0,11.5,15.4,8.1,2.8
2022-12-30,8.6,13.0,17.2,22.3,14.7,2.9
2022-12-31,8.6,13.0,27.3,32.5,22.3,2.9
2023-01-01,9.3,17.0,28.2,33.3,24.8,3.8
