date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2022-10-01,0.3,0.0,37.2,47.5,30.9,0.0
2022-10-02,0.4,0.0,41.9,55.8,32.5,0.0
2022-10-03,0.4,0.0,39.6,54.9,31.6,0.0
2022-10-04,0.4,0.0,39.6,54.9,29.7,0.0
2022-10-05,0.4,0.0,40.1,57.7,29.1,0.0
2022-10-06,0.4,0.0,40.6,60.1,29.1,0.0
2022-10-07,0.4,0.0,39.6,59.5,28.8,0.0
2022-10-08,0.4,0.0,39.4,58.3,27.7,0.0
2022-10-09,0.4,0.0,38.7,58.6,27.1,0.0
2022-10-10,0.4,0.0,40.3,57.2,29.1,0.0
2022-10-11,0.4,0.0,39.9,53.2,27.0,0.0
2022-10-12,0.4,0.0,41.0,56.1,27.1,0.0
2022-10-13,0.4,0.0,36.0,53.2,26.4,0.0
2022-10-14,0.4,0.0,37.0,56.1,25.7,0.0
2022-10-15,0.4,0.0,38.1,56.1,26.4,0.0
2022-10-16,0.4,0.0,36.7,53.2,26.8,0.0
2022-10-17,0.4,0.0,36.9,56.8,25.0,0.0
2022-10-18,0.4,0.0,37.2,59.9,24.4,0.0
2022-10-19,0.4,0.0,39.2,60.6,26.6,0.0
2022-10-20,0.4,0.0,39.2,59.2,26.8,0.0
2022-10-21,0.4,0.0,41.0,55.6,24.6,0.0
2022-10-22,0.6,2.0,42.3,53.6,29.8,0.3
2022-10-23,1.0,4.0,24.6,32.5,17.2,0.7
2022-10-24,1.2,4.0,18.9,20.8,16.3,0.8
2022-10-25,1.3,3.0,22.3,28.8,15.6,0.8
2022-10-26,1.8,8.0,24.4,30.9,15.8,1.2
2022-10-27,1.8,7.0,21.2,28.2,9.1,1.2
2022-10-28,1.8,6.0,19.9,43.2,5.5,1.2
2022-10-29,1.8,5.0,26.6,45.3,11.8,1.2
2022-10-30,1.8,5.0,27.1,43.7,16.5,1.2
2022-10-31,1.9,4.0,26.8,43.7,14.7,1.3
2022-11-01,1.9,4.0,34.3,49.6,20.7,1.3
2022-11-02,1.9,4.0,38.3,49.6,30.0,1.3
2022-11-03,2.6,11.0,25.2,31.3,16.5,2.0
2022-11-04,2.8,11.0,16.2,21.0,12.2,2.1
2022-11-05,3.6,16.0,25.3,30.0,19.8,3.0
2022-11-06,3.8,16.0,23.7,30.0,18.0,3.3
2022-11-07,3.8,13.0,34.7,46.6,28.0,3.3
2022-11-08,3.8,12.0,36.3,50.4,26.6,3.3
2022-11-09,4.4,20.0,30.7,47.1,16.9,4.0
2022-11-10,4.7,23.0,14.5,18.7,9.0,4.3
2022-11-11,4.8,22.0,6.4,18.3,-3.1,4.3
2022-11-12,4.8,21.0,11.1,35.8,-3.6,4.3
2022-11-13,4.8,20.0,14.7,34.3,4.6,4.3
2022-11-14,4.8,18.0,10.6,23.9,-0.4,4.3
2022-11-15,4.9,19.0,6.6,16.3,-4.7,4.4
2022-11-16,5.1,21.0,13.3,25.3,3.4,4.5
2022-11-17,5.7,33.0,11.5,16.3,2.3,5.4
2022-11-18,5.7,30.0,-0.6,19.6,-10.8,5.4
2022-11-19,5.7,26.0,3.2,25.0,-9.4,5.4
2022-11-20,5.7,22.0,10.4,35.1,-1.5,5.4
2022-11-21,5.7,22.0,14.5,38.8,2.7,5.4
2022-11-22,5.7,21.0,16.7,40.3,3.7,5.4
2022-11-23,5.9,23.0,17.4,23.4,7.2,5.6
2022-11-24,6.1,24.0,16.9,34.0,6.3,5.8
2022-11-25,6.1,22.0,20.1,46.2,6.4,5.8
2022-11-26,6.2,23.0,21.9,35.6,11.7,5.9
2022-11-27,6.3,22.0,20.7,24.1,16.5,6.1
2022-11-28,6.6,24.0,19.9,23.7,12.2,6.4
2022-11-29,6.8,25.0,7.5,12.2,2.1,6.6
2022-11-30,6.9,24.0,16.2,30.2,1.9,6.6
2022-12-01,7.0,24.0,29.8,39.4,21.7,6.7
2022-12-02,7.4,30.0,11.8,31.8,-4.0,7.1
2022-12-03,7.6,27.0,18.3,30.4,-2.9,7.3
2022-12-04,7.8,28.0,30.9,34.9,26.4,7.5
2022-12-05,8.7,37.0,22.1,32.0,17.1,8.4
2022-12-06,8.7,35.0,12.6,23.7,-0.9,8.4
2022-12-07,9.0,34.0,16.2,32.7,-2.2,8.6
2022-12-08,9.3,36.0,13.8,25.3,1.9,8.9
2022-12-09,9.5,36.0,14.4,22.3,2.8,9.1
2022-12-10,9.5,33.0,18.0,31.6,4.6,9.1
2022-12-11,9.5,33.0,24.1,40.3,13.1,9.1
2022-12-12,10.2,42.0,24.3,38.1,14.0,9.9
2022-12-13,10.6,43.0,8.2,14.0,5.4,10.3
