date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2012-10-01,0.0,50.9,66.9,39.2,0.0
2012-10-02,0.0,53.1,70.3,36.1,0.0
2012-10-03,0.0,48.9,67.6,28.8,0.0
2012-10-04,0.0,37.9,55.6,21.7,0.0
2012-10-05,0.0,36.0,49.1,25.2,0.0
2012-10-06,0.0,28.8,42.6,16.3,0.0
2012-10-07,0.0,30.4,46.6,15.3,0.0
2012-10-08,0.0,41.9,59.0,24.3,0.0
2012-10-09,0.0,43.9,60.8,30.4,0.0
2012-10-10,0.0,48.9,64.2,29.8,0.0
2012-10-11,0.0,53.2,67.3,40.6,0.0
2012-10-12,0.0,44.6,61.9,34.3,0.0
2012-10-13,0.3,37.8,42.8,32.5,0.0
2012-10-14,0.3,42.4,55.0,33.1,0.0
2012-10-15,0.3,46.6,60.6,32.4,0.0
2012-10-16,0.3,44.6,58.3,33.8,0.0
2012-10-17,0.3,34.7,42.6,26.8,0.0
2012-10-18,0.3,34.7,50.2,20.8,0.0
2012-10-19,0.4,43.2,59.5,26.8,0.0
2012-10-20,0.4,51.3,66.0,34.2,0.0
2012-10-21,0.4,54.7,64.4,46.2,0.0
2012-10-22,0.4,52.9,59.5,43.7,0.0
2012-10-23,0.4,42.3,52.2,32.0,0.0
2012-10-24,0.5,28.2,32.5,22.3,0.0
2012-10-25,0.7,24.8,32.9,20.8,0.1
2012-10-26,0.7,22.1,31.3,17.1,0.1
2012-10-27,0.8,31.6,41.2,23.0,0.1
2012-10-28,0.8,34.7,40.6,30.9,0.0
2012-10-29,0.8,42.8,56.1,32.2,0.0
2012-10-30,0.8,41.2,56.8,30.6,0.0
2012-10-31,0.8,41.9,59.9,30.0,0.0
2012-11-01,0.8,44.4,59.7,33.4,0.0
2012-11-02,0.8,37.9,51.3,27.3,0.0
2012-11-03,0.8,35.2,50.4,25.2,0.0
2012-11-04,0.8,36.9,49.8,27.9,0.0
2012-11-05,0.8,37.4,51.4,27.3,0.0
2012-11-06,0.8,39.6,55.8,28.2,0.0
2012-11-07,0.8,43.0,59.2,31.3,0.0
2012-11-08,0.9,46.6,61.2,30.9,0.0
2012-11-09,0.9,46.6,55.4,33.8,0.0
2012-11-10,1.4,23.2,34.2,14.2,0.6
2012-11-11,1.5,13.8,18.7,11.3,0.6
2012-11-12,1.5,16.0,30.2,3.4,0.6
2012-11-13,1.5,22.6,32.5,16.9,0.6
2012-11-14,1.6,30.2,43.7,17.1,0.6
2012-11-15,1.6,30.7,43.2,22.1,0.7
2012-11-16,1.9,33.8,52.0,20.1,0.8
2012-11-17,2.0,37.0,46.6,32.5,0.7
2012-11-18,2.0,39.6,46.8,31.8,0.6
2012-11-19,2.0,38.5,48.6,28.2,0.4
2012-11-20,2.0,37.0,51.6,26.8,0.3
2012-11-21,2.0,43.0,52.5,32.2,0.1
2012-11-22,2.0,32.2,40.8,20.5,0.0
2012-11-23,2.0,29.3,45.7,17.1,0.0
2012-11-24,2.0,36.1,49.3,27.0,0.0
2012-11-25,2.0,32.5,48.4,23.5,0.0
2012-11-26,2.0,25.5,37.4,19.0,0.0
2012-11-27,2.0,30.2,45.5,19.0,0.0
2012-11-28,2.0,34.9,49.1,24.1,0.0
2012-11-29,2.0,38.1,47.8,28.4,0.0
2012-11-30,2.1,39.9,48.0,29.5,0.0
2012-12-01,2.1,41.9,46.8,35.2,0.0
2012-12-02,2.1,42.3,50.9,31.3,0.0
2012-12-03,2.1,25.3,34.3,14.4,0.0
2012-12-04,2.1,28.2,40.6,14.2,0.0
2012-12-05,2.1,38.3,46.0,29.5,0.0
2012-12-06,2.1,34.0,38.8,30.2,0.0
