date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-10-01,0.0,0.0,40.1,48.2,33.4,0.0
2019-10-02,0.0,0.0,43.2,51.8,37.2,0.0
2019-10-03,0.3,0.0,41.2,47.8,38.3,0.0
2019-10-04,0.5,0.0,41.2,44.4,38.8,0.0
2019-10-05,0.7,0.0,42.6,46.8,39.0,0.0
2019-10-06,0.7,0.0,45.7,55.4,36.7,0.0
2019-10-07,1.6,0.0,49.1,52.2,40.5,0.0
2019-10-08,2.9,1.0,34.2,40.8,31.5,0.2
2019-10-09,2.9,0.0,32.4,36.7,29.7,0.0
2019-10-10,2.9,0.0,35.6,43.9,29.7,0.0
2019-10-11,2.9,0.0,39.6,47.1,34.0,0.0
2019-10-12,2.9,0.0,43.0,48.9,38.3,0.0
2019-10-13,2.9,0.0,42.3,47.8,39.2,0.0
2019-10-14,2.9,0.0,43.5,50.9,37.0,0.0
2019-10-15,2.9,0.0,46.2,52.2,42.4,0.0
2019-10-16,3.4,0.0,44.4,47.3,42.1,0.0
2019-10-17,4.4,0.0,40.8,42.8,37.4,0.0
2019-10-18,5.2,0.0,38.1,39.6,36.5,0.1
2019-10-19,8.0,3.0,33.4,37.9,31.8,0.6
2019-10-20,8.5,1.0,37.0,41.2,34.5,0.2
2019-10-21,11.3,1.0,44.2,50.9,39.4,0.2
2019-10-22,12.1,0.0,45.0,51.3,39.6,0.0
2019-10-23,12.1,0.0,41.0,47.8,35.6,0.0
2019-10-24,12.1,0.0,47.8,54.3,40.8,0.0
2019-10-25,13.3,0.0,45.3,52.7,36.3,0.0
2019-10-26,13.5,0.0,36.1,39.0,31.3,0.0
2019-10-27,13.5,0.0,34.0,42.1,29.7,0.0
2019-10-28,13.5,0.0,33.1,38.7,28.8,0.0
2019-10-29,13.5,0.0,26.8,31.5,22.5,0.0
2019-10-30,13.5,0.0,32.2,40.8,26.2,0.0
2019-10-31,13.5,0.0,36.7,43.9,31.6,0.0
2019-11-01,13.5,0.0,41.0,48.0,36.7,0.0
2019-11-02,13.5,0.0,44.8,53.1,38.5,0.0
2019-11-03,13.5,0.0,44.4,50.0,41.9,0.0
2019-11-04,13.5,0.0,44.8,52.2,41.2,0.0
2019-11-05,13.5,0.0,43.9,50.2,39.4,0.0
2019-11-06,13.5,0.0,45.0,51.6,41.0,0.0
2019-11-07,13.5,0.0,43.9,49.1,39.2,0.0
2019-11-08,13.5,0.0,46.6,52.7,40.1,0.0
2019-11-09,13.8,0.0,42.4,44.8,40.1,0.0
2019-11-10,14.0,0.0,43.9,47.7,40.1,0.0
2019-11-11,14.0,0.0,41.2,47.7,37.4,0.0
2019-11-12,14.3,0.0,41.2,42.8,38.1,0.0
2019-11-13,14.4,0.0,41.9,45.7,39.2,0.0
2019-11-14,14.5,0.0,40.1,43.2,37.0,0.0
2019-11-15,15.1,0.0,40.3,44.2,36.0,0.0
2019-11-16,15.2,0.0,40.5,42.6,38.1,0.0
2019-11-17,16.1,0.0,45.7,49.6,40.3,0.0
2019-11-18,16.8,0.0,40.5,46.2,36.5,0.0
2019-11-19,17.4,0.0,38.3,40.8,36.1,0.0
2019-11-20,17.6,0.0,35.8,40.1,31.8,0.0
2019-11-21,17.6,0.0,37.8,43.9,34.0,0.0
2019-11-22,17.6,0.0,36.3,43.0,32.4,0.0
2019-11-23,17.7,0.0,38.3,41.2,34.3,0.0
2019-11-24,18.6,0.0,36.5,42.3,32.4,0.0
2019-11-25,19.6,1.0,30.4,33.4,27.3,0.3
2019-11-26,19.6,0.0,26.8,28.2,24.6,0.4
2019-11-27,19.6,0.0,25.3,28.8,23.4,0.3
2019-11-28,19.7,0.0,23.9,27.5,21.2,0.3
2019-11-29,19.7,0.0,24.4,30.9,20.7,0.3
2019-11-30,19.7,0.0,25.0,29.3,22.1,0.4
2019-12-01,19.7,0.0,26.8,28.8,24.1,0.4
2019-12-02,19.7,0.0,36.3,39.4,27.5,0.3
2019-12-03,19.7,0.0,39.9,41.0,38.8,0.0
2019-12-04,20.1,0.0,41.0,43.2,37.8,0.0
