date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-11-13,0.0,-86.6,-86.6,-86.6,0.0
2019-11-14,0.0,-86.6,-86.6,-86.6,0.0
2019-11-15,0.0,-86.6,-86.6,-86.6,0.0
2019-11-16,0.0,-86.6,-86.6,-86.6,0.0
2019-11-17,0.0,-86.6,-86.6,-86.6,0.0
2019-11-18,0.0,-86.6,-86.6,-86.6,0.0
2019-11-19,0.0,-86.6,-86.6,-86.6,0.0
2019-11-20,0.0,-86.6,-86.6,-86.6,0.0
2019-11-21,0.0,-86.6,-86.6,-86.6,0.0
2019-11-22,0.0,-86.6,-86.6,-86.6,0.3
2019-11-23,0.0,-86.6,-86.6,-86.6,0.5
2019-11-24,4.0,-86.6,-86.6,-86.6,1.5
2019-11-25,8.0,-86.6,-86.6,-86.6,2.0
2019-11-26,6.0,-86.6,-86.6,-86.6,1.9
2019-11-27,7.0,-86.6,-86.6,-86.6,1.9
2019-11-28,7.0,-86.6,-86.6,-86.6,1.8
2019-11-29,6.0,-86.6,-86.6,-86.6,1.8
2019-11-30,7.0,-86.6,-86.6,-86.6,2.0
2019-12-01,7.0,-86.6,-86.6,-86.6,2.4
2019-12-02,7.0,-86.6,-86.6,-86.6,2.5
2019-12-03,4.0,-86.6,-86.6,-86.6,2.5
2019-12-04,3.0,-86.6,-86.6,-86.6,2.2
2019-12-05,3.0,-86.6,-86.6,-86.6,2.1
2019-12-06,2.0,-86.6,-86.6,-86.6,2.0
2019-12-07,2.0,-86.6,-86.6,-86.6,1.9
2019-12-08,2.0,-86.6,-86.6,-86.6,2.0
2019-12-09,2.0,-86.6,-86.6,-86.6,1.8
2019-12-10,3.0,-86.6,-86.6,-86.6,2.0
2019-12-11,4.0,-86.6,-86.6,-86.6,2.6
2019-12-12,158.0,-86.6,-86.6,-86.6,4.5
2019-12-13,18.0,-86.6,-86.6,-86.6,4.6
2019-12-14,18.0,-86.6,-86.6,-86.6,4.6
2019-12-15,16.0,-86.6,-86.6,-86.6,4.5
2019-12-16,18.0,-86.6,-86.6,-86.6,5.0
2019-12-17,17.0,-86.6,-86.6,-86.6,5.1
2019-12-18,158.0,-86.6,-86.6,-86.6,5.2
2019-12-19,22.0,-86.6,-86.6,-86.6,6.4
2019-12-20,22.0,-86.6,-86.6,-86.6,7.3
2019-12-21,27.0,-86.6,-86.6,-86.6,7.9
2019-12-22,27.0,-86.6,-86.6,-86.6,8.1
2019-12-23,27.0,-86.6,-86.6,-86.6,8.2
2019-12-24,24.0,-86.6,-86.6,-86.6,8.1
2019-12-25,25.0,-86.6,-86.6,-86.6,8.2
2019-12-26,23.0,-86.6,-86.6,-86.6,8.4
2019-12-27,28.0,-86.6,-86.6,-86.6,8.6
2019-12-28,27.0,-86.6,-86.6,-86.6,8.8
2019-12-29,26.0,-86.6,-86.6,-86.6,8.8
2019-12-30,26.0,-86.6,-86.6,-86.6,8.8
2020-01-01,28.0,-86.6,-86.6,-86.6,9.8
2020-01-02,32.0,-86.6,-86.6,-86.6,10.4
2020-01-03,29.0,-86.6,-86.6,-86.6,10.5
2020-01-04,40.0,-86.6,-86.6,-86.6,11.9
2020-01-05,47.0,-86.6,-86.6,-86.6,12.9
2020-01-06,53.0,-86.6,-86.6,-86.6,14.8
2020-01-07,53.0,-86.6,-86.6,-86.6,15.8
2020-01-08,56.0,-86.6,-86.6,-86.6,16.8
2020-01-09,53.0,-86.6,-86.6,-86.6,16.9
2020-01-10,58.0,-86.6,-86.6,-86.6,18.5
2020-01-11,63.0,-86.6,-86.6,-86.6,19.3
2020-01-12,75.0,-86.6,-86.6,-86.6,21.1
2020-01-13,77.0,-86.6,-86.6,-86.6,21.5
2020-01-14,82.0,-86.6,-86.6,-86.6,22.6
2020-01-15,79.0,-86.6,-86.6,-86.6,23.4
2020-01-16,79.0,-86.6,-86.6,-86.6,23.8
2020-01-17,79.0,-86.6,-86.6,-86.6,24.2
2020-01-18,78.0,-86.6,-86.6,-86.6,24.8
2020-01-19,73.0,-86.6,-86.6,-86.6,25.0
2020-01-20,71.0,-86.6,-86.6,-86.6,25.1
2020-01-21,79.0,-86.6,-86.6,-86.6,26.4
2020-01-22,78.0,-86.6,-86.6,-86.6,27.4
2020-01-23,71.0,-86.6,-86.6,-86.6,27.2
2020-01-24,71.0,-86.6,-86.6,-86.6,27.5
2020-01-25,70.0,-86.6,-86.6,-86.6,27.7
2020-01-26,68.0,-86.6,-86.6,-86.6,28.3
2020-01-27,77.0,-86.6,-86.6,-86.6,29.6
2020-01-28,76.0,-86.6,-86.6,-86.6,29.8
2020-01-29,79.0,-86.6,-86.6,-86.6,30.6
2020-01-30,80.0,-86.6,-86.6,-86.6,31.3
2020-01-31,72.0,-86.6,-86.6,-86.6,31.0
2020-02-01,80.0,-86.6,-86.6,-86.6,30.9
2020-02-02,79.0,-86.6,-86.6,-86.6,30.8
2020-02-03,75.0,-86.6,-86.6,-86.6,30.8
2020-02-04,81.0,-86.6,-86.6,-86.6,31.6
2020-02-05,89.0,-86.6,-86.6,-86.6,33.6
2020-02-06,94.0,-86.6,-86.6,-86.6,35.4
2020-02-07,91.0,-86.6,-86.6,-86.6,36.4
2020-02-08,96.0,-86.6,-86.6,-86.6,36.9
2020-02-09,93.0,-86.6,-86.6,-86.6,37.0
2020-02-10,92.0,-86.6,-86.6,-86.6,37.0
2020-02-11,91.0,-86.6,-86.6,-86.6,37.2
2020-02-12,91.0,-86.6,-86.6,-86.6,37.4
2020-02-13,94.0,-86.6,-86.6,-86.6,37.7
2020-02-14,98.0,-86.6,-86.6,-86.6,38.3
2020-02-15,100.0,-86.6,-86.6,-86.6,38.7
2020-02-16,114.0,-86.6,-86.6,-86.6,40.5
2020-02-17,110.0,-86.6,-86.6,-86.6,40.6
2020-02-18,106.0,-86.6,-86.6,-86.6,40.5
2020-02-19,105.0,-86.6,-86.6,-86.6,40.5
2020-02-20,103.0,-86.6,-86.6,-86.6,40.5
2020-02-21,101.0,-86.6,-86.6,-86.6,40.5
2020-02-22,101.0,-86.6,-86.6,-86.6,40.6
2020-02-23,116.0,-86.6,-86.6,-86.6,42.8
2020-02-24,115.0,-86.6,-86.6,-86.6,43.5
2020-02-25,112.0,-86.6,-86.6,-86.6,43.6
2020-02-26,110.0,-86.6,-86.6,-86.6,43.6
2020-02-27,108.0,-86.6,-86.6,-86.6,43.7
2020-02-28,110.0,-86.6,-86.6,-86.6,44.2
2020-02-29,116.0,-86.6,-86.6,-86.6,45.1
2020-03-01,114.0,-86.6,-86.6,-86.6,45.3
2020-03-02,116.0,-86.6,-86.6,-86.6,45.9
2020-03-03,115.0,-86.6,-86.6,-86.6,46.4
2020-03-04,114.0,-86.6,-86.6,-86.6,46.6
2020-03-05,115.0,-86.6,-86.6,-86.6,47.0
2020-03-06,116.0,-86.6,-86.6,-86.6,47.6
2020-03-07,116.0,-86.6,-86.6,-86.6,47.5
2020-03-08,116.0,-86.6,-86.6,-86.6,47.6
2020-03-09,115.0,-86.6,-86.6,-86.6,47.7
2020-03-10,114.0,-86.6,-86.6,-86.6,47.9
2020-03-11,113.0,-86.6,-86.6,-86.6,47.8
2020-03-12,113.0,-86.6,-86.6,-86.6,48.1
2020-03-13,114.0,-86.6,-86.6,-86.6,48.2
2020-03-14,113.0,-86.6,-86.6,-86.6,47.8
2020-03-15,112.0,-86.6,-86.6,-86.6,47.9
2020-03-16,110.0,-86.6,-86.6,-86.6,48.2
2020-03-17,109.0,-86.6,-86.6,-86.6,48.1
2020-03-18,108.0,-86.6,-86.6,-86.6,47.8
2020-03-19,106.0,-86.6,-86.6,-86.6,47.6
2020-03-20,105.0,-86.6,-86.6,-86.6,47.5
2020-03-21,104.0,-86.6,-86.6,-86.6,47.6
2020-03-22,103.0,-86.6,-86.6,-86.6,47.8
2020-03-23,103.0,-86.6,-86.6,-86.6,47.7
2020-03-24,103.0,-86.6,-86.6,-86.6,47.9
2020-03-25,104.0,-86.6,-86.6,-86.6,48.0
2020-03-26,104.0,-86.6,-86.6,-86.6,48.1
2020-03-27,104.0,-86.6,-86.6,-86.6,48.2
2020-03-28,106.0,-86.6,-86.6,-86.6,49.1
2020-03-29,110.0,-86.6,-86.6,-86.6,50.0
2020-03-30,117.0,-86.6,-86.6,-86.6,50.6
2020-03-31,121.0,-86.6,-86.6,-86.6,51.2
2020-04-01,118.0,-86.6,-86.6,-86.6,51.2
2020-04-02,120.0,-86.6,-86.6,-86.6,51.7
2020-04-03,125.0,-86.6,-86.6,-86.6,52.5
2020-04-04,121.0,-86.6,-86.6,-86.6,52.5
2020-04-05,118.0,-86.6,-86.6,-86.6,52.3
2020-04-06,115.0,-86.6,-86.6,-86.6,52.1
2020-04-07,112.0,-86.6,-86.6,-86.6,52.0
2020-04-08,109.0,-86.6,-86.6,-86.6,52.0
2020-04-09,107.0,-86.6,-86.6,-86.6,51.6
2020-04-10,106.0,-86.6,-86.6,-86.6,51.3
2020-04-11,105.0,-86.6,-86.6,-86.6,51.2
2020-04-12,104.0,-86.6,-86.6,-86.6,51.3
2020-04-13,103.0,-86.6,-86.6,-86.6,51.3
2020-04-14,101.0,-86.6,-86.6,-86.6,51.0
2020-04-15,100.0,-86.6,-86.6,-86.6,51.0
2020-04-16,98.0,-86.6,-86.6,-86.6,51.0
2020-04-17,96.0,-86.6,-86.6,-86.6,50.9
2020-04-18,95.0,-86.6,-86.6,-86.6,50.0
2020-04-19,94.0,-86.6,-86.6,-86.6,50.0
2020-04-20,92.0,-86.6,-86.6,-86.6,49.5
2020-04-21,91.0,-86.6,-86.6,-86.6,49.1
2020-04-22,91.0,-86.6,-86.6,-86.6,49.2
2020-04-23,90.0,-86.6,-86.6,-86.6,48.6
2020-04-24,88.0,-86.6,-86.6,-86.6,48.5
2020-04-25,87.0,-86.6,-86.6,-86.6,48.0
2020-04-26,87.0,-86.6,-86.6,-86.6,47.7
2020-04-27,86.0,-86.6,-86.6,-86.6,47.5
2020-04-28,85.0,-86.6,-86.6,-86.6,47.3
2020-04-29,83.0,-86.6,-86.6,-86.6,46.5
2020-04-30,82.0,-86.6,-86.6,-86.6,45.7
2020-05-01,81.0,-86.6,-86.6,-86.6,45.3
2020-05-02,81.0,-86.6,-86.6,-86.6,45.0
2020-05-03,82.0,-86.6,-86.6,-86.6,45.1
2020-05-04,81.0,-86.6,-86.6,-86.6,45.0
2020-05-05,78.0,-86.6,-86.6,-86.6,45.0
2020-05-06,79.0,-86.6,-86.6,-86.6,44.1
2020-05-07,77.0,-86.6,-86.6,-86.6,44.0
2020-05-08,75.0,-86.6,-86.6,-86.6,43.0
2020-05-09,73.0,-86.6,-86.6,-86.6,42.1
2020-05-10,70.0,-86.6,-86.6,-86.6,40.9
2020-05-11,67.0,-86.6,-86.6,-86.6,39.8
2020-05-12,66.0,-86.6,-86.6,-86.6,38.6
2020-05-13,64.0,-86.6,-86.6,-86.6,37.7
2020-05-14,64.0,-86.6,-86.6,-86.6,37.3
2020-05-15,63.0,-86.6,-86.6,-86.6,37.0
2020-05-16,62.0,-86.6,-86.6,-86.6,37.0
2020-05-17,60.0,-86.6,-86.6,-86.6,36.2
2020-05-18,58.0,-86.6,-86.6,-86.6,35.0
2020-05-19,57.0,-86.6,-86.6,-86.6,34.2
2020-05-20,56.0,-86.6,-86.6,-86.6,33.8
2020-05-21,56.0,-86.6,-86.6,-86.6,34.4
2020-05-22,58.0,-86.6,-86.6,-86.6,34.5
2020-05-23,57.0,-86.6,-86.6,-86.6,34.3
2020-05-24,55.0,-86.6,-86.6,-86.6,33.8
2020-05-25,53.0,-86.6,-86.6,-86.6,33.0
2020-05-26,51.0,-86.6,-86.6,-86.6,31.7
2020-05-27,49.0,-86.6,-86.6,-86.6,30.5
2020-05-28,46.0,-86.6,-86.6,-86.6,28.9
2020-05-29,42.0,-86.6,-86.6,-86.6,26.8
2020-05-30,41.0,-86.6,-86.6,-86.6,25.7
2020-05-31,40.0,-86.6,-86.6,-86.6,24.6
2020-06-01,38.0,-86.6,-86.6,-86.6,23.5
2020-06-02,37.0,-86.6,-86.6,-86.6,22.9
2020-06-03,35.0,-86.6,-86.6,-86.6,21.7
2020-06-04,34.0,-86.6,-86.6,-86.6,21.0
2020-06-05,33.0,-86.6,-86.6,-86.6,20.0
2020-06-06,31.0,-86.6,-86.6,-86.6,19.4
2020-06-07,30.0,-86.6,-86.6,-86.6,18.6
2020-06-08,30.0,-86.6,-86.6,-86.6,18.1
2020-06-09,27.0,-86.6,-86.6,-86.6,17.0
2020-06-10,25.0,-86.6,-86.6,-86.6,15.4
2020-06-11,24.0,-86.6,-86.6,-86.6,14.4
2020-06-12,23.0,-86.6,-86.6,-86.6,13.7
2020-06-13,22.0,-86.6,-86.6,-86.6,13.1
2020-06-14,21.0,-86.6,-86.6,-86.6,12.6
2020-06-15,19.0,-86.6,-86.6,-86.6,11.8
2020-06-16,19.0,-86.6,-86.6,-86.6,11.0
2020-06-17,17.0,-86.6,-86.6,-86.6,10.2
2020-06-18,15.0,-86.6,-86.6,-86.6,8.5
2020-06-19,9.0,-86.6,-86.6,-86.6,6.7
2020-06-20,9.0,-86.6,-86.6,-86.6,5.3
2020-06-21,6.0,-86.6,-86.6,-86.6,4.1
2020-06-22,0.0,-86.6,-86.6,-86.6,2.4
2020-06-23,0.0,-86.6,-86.6,-86.6,0.3
2020-06-24,0.0,-86.6,-86.6,-86.6,0.0
2020-06-25,0.0,-86.6,-86.6,-86.6,0.0
2020-06-26,0.0,-86.6,-86.6,-86.6,0.0
2020-06-27,0.0,-86.6,-86.6,-86.6,0.0
2020-06-28,0.0,-86.6,-86.6,-86.6,0.0
2020-06-29,0.0,-86.6,-86.6,-86.6,0.0
2020-06-30,0.0,-86.6,-86.6,-86.6,0.0
2020-07-01,0.0,-86.6,-86.6,-86.6,0.0
2020-07-02,0.0,-86.6,-86.6,-86.6,0.0
2020-07-03,0.0,-86.6,-86.6,-86.6,0.0
2020-07-04,0.0,-86.6,-86.6,-86.6,0.0
2020-07-05,0.0,-86.6,-86.6,-86.6,0.0
2020-07-06,0.0,-86.6,-86.6,-86.6,0.0
2020-07-07,0.0,-86.6,-86.6,-86.6,0.0
2020-07-08,0.0,-86.6,-86.6,-86.6,0.0
2020-07-09,0.0,-86.6,-86.6,-86.6,0.0
2020-07-10,0.0,-86.6,-86.6,-86.6,0.0
2020-07-11,0.0,-86.6,-86.6,-86.6,0.0
2020-07-12,0.0,-86.6,-86.6,-86.6,0.0
2020-07-13,0.0,-86.6,-86.6,-86.6,0.0
