date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-10-01,0.0,0.0,34.3,48.4,27.0,0.0
2019-10-02,0.0,0.0,35.1,48.2,28.4,0.0
2019-10-03,0.1,0.0,41.9,62.6,29.7,0.0
2019-10-04,0.1,0.0,40.8,51.8,26.8,0.0
2019-10-05,0.1,0.0,33.3,49.5,24.1,0.0
2019-10-06,0.2,0.0,34.7,51.1,25.3,0.0
2019-10-07,0.2,0.0,39.0,58.6,28.2,0.0
2019-10-08,0.2,0.0,45.3,62.1,32.5,0.0
2019-10-09,0.2,0.0,34.2,54.3,18.9,0.0
2019-10-10,0.2,0.0,20.7,30.2,13.6,0.0
2019-10-11,0.2,0.0,25.0,43.2,11.5,0.0
2019-10-12,0.2,0.0,33.4,51.8,24.1,0.0
2019-10-13,0.2,0.0,37.2,57.4,27.3,0.0
2019-10-14,0.2,0.0,38.8,57.2,28.8,0.0
2019-10-15,0.2,0.0,41.4,60.6,31.3,0.0
2019-10-16,0.2,0.0,45.7,66.4,32.9,0.0
2019-10-17,0.5,0.0,47.1,59.4,30.9,0.0
2019-10-18,0.5,0.0,31.3,39.6,27.0,0.0
2019-10-19,1.6,2.0,30.6,41.9,24.4,0.2
2019-10-20,1.8,2.0,26.4,35.8,21.9,0.2
2019-10-21,1.8,2.0,30.7,40.5,25.0,0.2
2019-10-22,1.8,1.0,37.0,46.4,28.2,0.1
2019-10-23,1.8,1.0,33.8,44.4,25.7,0.1
2019-10-24,1.8,1.0,28.8,41.9,21.4,0.1
2019-10-25,1.8,0.0,34.2,47.8,26.6,0.1
2019-10-26,1.8,0.0,36.5,50.4,28.0,0.1
2019-10-27,2.0,2.0,22.3,28.8,14.0,0.3
2019-10-28,2.0,2.0,17.6,24.8,7.5,0.3
2019-10-29,2.3,4.0,11.5,21.4,-2.6,0.6
2019-10-30,2.3,3.0,7.3,23.0,-3.3,0.6
2019-10-31,2.3,3.0,18.0,36.3,8.1,0.6
2019-11-01,2.3,2.0,23.4,39.4,14.7,0.6
2019-11-02,2.3,2.0,25.7,41.7,17.6,0.6
2019-11-03,2.3,2.0,30.7,48.9,21.4,0.6
