date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2004-10-01,0.0,31.3,47.8,19.8,0.0
2004-10-02,0.0,34.0,48.4,25.0,0.0
2004-10-03,0.0,35.6,55.2,24.8,0.0
2004-10-04,0.2,36.9,52.5,23.0,0.0
2004-10-05,0.2,34.2,49.5,25.0,0.0
2004-10-06,0.2,32.5,46.8,23.5,0.0
2004-10-07,0.2,35.6,53.1,23.2,0.0
2004-10-08,0.2,39.2,59.9,24.3,0.0
2004-10-09,0.2,39.2,59.2,24.6,0.0
2004-10-10,0.2,38.3,57.4,24.1,0.0
2004-10-11,0.2,35.2,53.4,25.2,0.0
2004-10-12,0.2,36.7,52.7,27.0,0.0
2004-10-13,0.2,31.6,43.9,21.2,0.0
2004-10-14,0.2,36.0,53.8,20.5,0.0
2004-10-15,0.2,39.6,56.8,27.0,0.0
2004-10-16,0.4,41.4,57.7,29.1,0.0
2004-10-17,0.5,33.4,44.8,27.7,0.0
2004-10-18,0.9,29.8,38.8,26.4,0.3
2004-10-19,1.1,30.7,35.6,27.0,0.3
2004-10-20,1.1,35.1,45.7,28.4,0.0
2004-10-21,1.3,35.1,40.5,28.2,0.3
2004-10-22,1.3,23.0,30.6,8.4,0.3
2004-10-23,1.5,25.7,47.5,7.5,1.1
2004-10-24,1.6,29.3,39.6,20.3,1.7
2004-10-25,2.0,30.2,33.1,25.9,1.2
2004-10-26,2.4,32.7,40.1,27.1,1.1
2004-10-27,3.0,34.3,41.9,30.7,2.0
2004-10-28,3.8,29.5,34.7,19.9,3.1
2004-10-29,3.8,19.2,37.0,6.8,2.9
2004-10-30,3.8,20.3,41.9,4.6,2.7
2004-10-31,3.8,18.7,31.3,6.6,2.6
2004-11-01,3.8,12.4,27.5,-2.0,2.6
2004-11-02,3.8,19.9,47.5,-3.1,2.7
2004-11-03,3.8,27.0,51.6,11.3,2.7
2004-11-04,3.8,27.7,49.6,14.0,2.9
2004-11-05,3.9,30.4,55.2,15.4,3.3
2004-11-06,3.9,32.4,58.5,19.6,3.6
2004-11-07,4.2,36.5,58.3,20.1,3.6
2004-11-08,4.3,37.0,45.3,30.4,3.0
2004-11-09,4.4,24.3,33.4,15.4,3.1
2004-11-10,4.7,30.9,49.6,16.2,3.2
2004-11-11,4.7,27.5,35.6,24.1,2.9
2004-11-12,4.8,24.8,32.7,17.8,3.1
2004-11-13,4.9,23.2,31.8,14.9,3.9
2004-11-14,4.9,19.9,40.1,7.2,3.8
2004-11-15,5.0,25.0,43.2,10.4,3.7
2004-11-16,5.0,28.0,49.5,16.2,4.2
2004-11-17,5.0,29.1,52.5,16.2,4.2
2004-11-18,5.0,26.8,46.0,16.0,4.3
2004-11-19,5.1,24.1,43.2,10.2,4.0
2004-11-20,5.6,22.6,32.5,17.8,4.5
2004-11-21,6.1,19.0,25.5,9.1,5.0
2004-11-22,6.1,20.8,42.1,8.4,4.7
2004-11-23,6.1,17.4,40.5,5.9,4.9
2004-11-24,6.2,16.9,38.3,-0.4,5.3
2004-11-25,6.3,24.8,45.7,12.7,5.5
2004-11-26,6.3,17.4,31.3,1.2,5.7
2004-11-27,7.0,14.9,20.5,-0.2,6.6
2004-11-28,7.0,13.1,22.6,0.0,7.3
2004-11-29,7.0,-1.7,16.3,-15.0,7.0
2004-11-30,7.2,4.5,36.5,-14.8,7.0
2004-12-01,7.2,7.3,30.7,-6.5,7.1
2004-12-02,7.2,6.4,39.4,-9.9,7.1
2004-12-03,7.3,14.4,41.0,-3.3,7.2
