date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2004-10-01,0.0,51.1,59.9,46.2,0.0
2004-10-02,0.0,53.4,64.9,47.5,0.0
2004-10-03,0.0,54.9,66.0,48.9,0.0
2004-10-04,0.0,54.3,66.4,48.6,0.0
2004-10-05,0.5,53.6,63.3,45.5,0.0
2004-10-06,0.7,42.1,47.5,34.3,0.0
2004-10-07,0.9,45.0,57.2,33.8,0.0
2004-10-08,1.8,43.9,50.9,34.3,0.0
2004-10-09,2.5,34.7,36.5,32.4,0.0
2004-10-10,2.5,39.0,46.4,32.4,0.0
2004-10-11,2.5,45.0,54.7,39.4,0.0
2004-10-12,2.6,49.6,58.8,40.5,0.0
2004-10-13,2.6,55.2,65.5,47.5,0.0
2004-10-14,2.6,53.8,64.9,46.4,0.0
2004-10-15,2.6,44.8,46.6,42.4,0.0
2004-10-16,4.2,41.4,42.4,40.5,0.0
2004-10-17,5.4,35.8,40.5,30.0,0.0
2004-10-18,5.8,31.3,34.0,28.2,0.0
2004-10-19,6.3,34.3,37.4,32.5,2.1
2004-10-20,6.5,36.5,46.6,31.8,2.3
2004-10-21,6.6,31.3,33.4,29.8,0.0
2004-10-22,7.2,31.8,36.5,28.4,0.0
2004-10-23,7.4,27.5,30.9,24.8,3.2
2004-10-24,7.6,28.4,35.1,25.7,3.4
2004-10-25,7.7,30.7,38.7,25.2,3.5
2004-10-26,7.8,34.5,39.9,30.2,3.6
2004-10-27,7.8,40.1,52.2,32.9,2.1
2004-10-28,8.0,30.9,34.5,27.7,2.6
2004-10-29,8.4,30.9,33.1,29.7,3.0
2004-10-30,9.1,27.9,31.8,25.7,3.6
2004-10-31,9.3,25.7,32.2,22.1,3.8
2004-11-01,11.0,32.4,39.2,24.3,4.3
2004-11-02,12.1,32.7,39.4,27.3,4.2
2004-11-03,12.1,26.4,31.8,21.2,4.3
2004-11-04,12.3,34.7,48.6,24.1,4.1
2004-11-05,12.3,41.9,55.2,37.4,4.0
2004-11-06,12.4,43.5,52.9,37.8,3.9
2004-11-07,12.4,47.8,53.6,42.8,4.1
2004-11-08,12.4,50.9,66.2,40.6,3.9
2004-11-09,12.4,42.4,47.7,36.7,3.9
2004-11-10,12.4,41.0,43.9,37.8,3.8
2004-11-11,12.4,41.7,51.6,36.3,3.9
2004-11-12,12.4,41.4,52.0,35.8,3.7
2004-11-13,12.4,36.3,42.4,34.2,3.7
2004-11-14,12.6,41.2,47.7,34.9,3.7
2004-11-15,12.7,36.5,47.7,28.8,3.5
2004-11-16,12.7,30.0,35.1,27.1,3.6
2004-11-17,12.9,31.5,42.4,22.6,3.9
2004-11-18,13.5,27.7,35.6,25.0,4.3
2004-11-19,13.7,24.3,29.8,20.7,4.1
2004-11-20,13.7,25.5,37.2,19.4,4.2
2004-11-21,13.9,32.0,42.1,23.2,4.5
2004-11-22,14.6,32.2,34.3,30.9,4.6
2004-11-23,15.6,32.9,37.2,30.7,4.9
2004-11-24,17.3,37.2,40.3,34.7,5.2
2004-11-25,18.4,30.4,36.5,23.7,4.3
2004-11-26,18.4,23.5,30.7,18.3,4.3
2004-11-27,18.9,23.5,27.3,17.8,4.9
2004-11-28,18.9,19.9,30.4,14.0,4.9
2004-11-29,19.1,25.5,33.4,17.6,5.8
2004-11-30,20.0,27.3,33.1,23.5,5.9
2004-12-01,20.0,24.8,28.8,19.4,5.8
2004-12-02,20.2,25.3,34.9,19.8,6.0
2004-12-03,20.3,28.8,33.8,25.9,6.2
2004-12-04,20.4,30.4,36.3,26.6,6.3
