date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2005-10-01,0.0,0.0,51.8,68.4,38.5,0.0
2005-10-02,0.1,0.0,55.2,67.5,39.2,0.0
2005-10-03,0.1,0.0,58.5,66.0,47.8,0.0
2005-10-04,0.9,0.0,40.8,55.2,28.4,0.0
2005-10-05,0.9,0.0,30.6,42.4,23.7,0.0
2005-10-06,0.9,0.0,33.1,48.4,22.3,0.0
2005-10-07,0.9,0.0,44.1,59.5,29.8,0.0
2005-10-08,1.4,0.0,49.6,63.9,37.0,0.0
2005-10-09,1.4,0.0,34.9,38.3,30.9,0.0
2005-10-10,1.5,0.0,30.9,34.3,29.3,0.0
2005-10-11,1.7,0.0,32.4,36.5,29.8,0.0
2005-10-12,1.7,0.0,37.0,51.1,27.9,0.0
2005-10-13,1.7,0.0,40.6,54.3,28.8,0.0
2005-10-14,1.7,0.0,46.2,63.7,32.0,0.0
2005-10-15,1.7,0.0,47.8,63.5,37.0,0.0
2005-10-16,1.7,0.0,46.8,59.2,34.2,0.0
2005-10-17,1.9,0.0,45.3,58.6,37.9,0.0
2005-10-18,2.0,0.0,46.4,58.8,34.9,0.0
2005-10-19,2.2,0.0,39.4,45.5,37.4,0.0
2005-10-20,2.2,0.0,42.8,52.7,36.3,0.0
2005-10-21,2.2,0.0,38.3,49.6,31.5,0.0
2005-10-22,2.2,0.0,38.3,54.0,27.9,0.0
2005-10-23,2.2,0.0,39.6,54.9,28.2,0.0
2005-10-24,2.2,0.0,42.4,59.5,30.0,0.0
2005-10-25,2.2,0.0,44.1,59.5,34.7,0.0
2005-10-26,2.2,0.0,42.1,57.9,30.9,0.0
2005-10-27,2.3,0.0,43.7,55.9,34.5,0.0
2005-10-28,2.5,0.0,41.7,46.8,32.7,0.0
2005-10-29,2.6,0.0,34.7,41.9,30.2,0.0
2005-10-30,2.6,0.0,29.5,36.0,21.4,0.0
2005-10-31,2.6,0.0,29.8,38.5,17.2,0.0
2005-11-01,2.6,0.0,38.8,49.8,30.7,0.0
2005-11-02,2.6,0.0,45.0,55.4,29.5,0.0
