date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2003-10-01,0.0,54.7,65.1,46.6,0.0
2003-10-02,0.0,54.9,66.9,47.7,0.0
2003-10-03,0.0,57.7,73.4,46.0,0.0
2003-10-04,0.0,56.7,68.7,49.1,0.0
2003-10-05,0.0,56.7,70.0,47.3,0.0
2003-10-06,0.4,55.2,68.4,46.4,0.0
2003-10-07,0.4,46.0,53.2,40.8,0.0
2003-10-08,0.8,43.5,53.2,35.2,0.0
2003-10-09,1.2,34.5,39.9,31.5,0.0
2003-10-10,1.3,34.2,41.4,30.9,0.0
2003-10-11,2.1,37.9,42.4,32.9,0.0
2003-10-12,2.3,35.1,39.4,30.6,0.0
2003-10-13,2.4,42.1,58.5,27.1,0.0
2003-10-14,2.4,37.0,44.1,32.9,0.0
2003-10-15,2.6,38.3,45.3,34.7,0.0
2003-10-16,2.9,48.9,59.0,36.1,0.0
2003-10-17,2.9,54.1,64.0,47.1,0.0
2003-10-18,2.9,56.5,67.6,43.7,0.0
2003-10-19,2.9,48.9,54.1,41.9,0.0
2003-10-20,2.9,57.9,61.5,53.2,0.0
2003-10-21,2.9,60.8,74.8,50.0,0.0
2003-10-22,2.9,50.7,59.9,37.8,0.0
2003-10-23,2.9,39.2,51.8,31.8,0.0
2003-10-24,2.9,45.3,59.9,33.3,0.0
2003-10-25,3.0,53.1,66.4,41.2,0.0
2003-10-26,3.0,59.0,75.2,46.6,0.0
2003-10-27,3.0,56.8,68.7,49.5,0.0
2003-10-28,3.1,50.2,55.2,38.1,0.1
2003-10-29,3.1,28.8,36.7,24.8,0.0
2003-10-30,3.1,23.7,29.7,18.0,0.0
2003-10-31,3.1,21.0,28.4,14.4,0.0
2003-11-01,3.4,26.8,37.0,13.8,0.7
2003-11-02,3.7,27.5,32.9,24.1,1.0
2003-11-03,3.7,24.1,28.4,20.1,1.0
2003-11-04,4.0,25.0,32.0,17.1,1.1
2003-11-05,4.1,30.0,34.9,25.0,1.1
2003-11-06,4.2,31.6,38.8,24.1,1.2
2003-11-07,4.2,36.7,43.9,31.6,1.1
2003-11-08,4.3,37.2,40.3,31.8,1.1
2003-11-09,4.3,35.6,43.7,29.5,1.0
2003-11-10,4.7,34.0,35.1,31.5,0.8
2003-11-11,5.0,35.1,36.9,33.8,0.5
2003-11-12,5.0,36.5,44.2,29.7,0.7
2003-11-13,5.0,37.9,49.3,27.9,0.5
2003-11-14,5.0,36.0,46.4,27.3,0.7
2003-11-15,5.4,32.2,35.2,28.8,1.1
2003-11-16,6.6,31.5,34.5,29.8,2.0
2003-11-17,7.2,31.8,36.5,29.1,2.5
2003-11-18,7.2,41.0,48.0,36.3,2.3
2003-11-19,8.0,33.3,45.0,23.4,2.9
2003-11-20,8.5,23.4,27.0,18.9,3.4
2003-11-21,8.5,21.0,24.3,14.0,3.4
2003-11-22,8.6,19.0,23.9,12.0,3.5
2003-11-23,8.8,29.1,43.7,19.6,3.5
2003-11-24,9.2,23.9,27.9,21.9,3.9
2003-11-25,10.6,25.2,27.1,22.1,5.6
2003-11-26,11.4,25.5,27.5,20.7,6.7
2003-11-27,11.6,30.2,39.9,18.3,6.9
2003-11-28,12.7,41.9,45.7,36.0,7.3
2003-11-29,14.0,41.2,44.1,36.9,6.3
2003-11-30,14.1,36.3,38.3,33.8,6.3
2003-12-01,14.2,37.9,44.8,33.8,6.4
2003-12-02,14.3,39.9,45.3,37.0,6.4
2003-12-03,14.4,34.0,41.9,30.2,6.4
2003-12-04,14.9,37.2,44.2,30.2,6.5
2003-12-05,15.3,38.3,41.4,35.8,6.0
2003-12-06,15.9,29.7,37.2,24.1,6.4
2003-12-07,16.7,28.0,30.7,27.0,7.6
2003-12-08,16.9,28.0,36.5,24.3,7.7
2003-12-09,17.4,29.5,33.1,26.2,8.2
2003-12-10,17.5,30.7,34.5,29.1,8.3
2003-12-11,17.6,30.0,37.2,24.1,8.4
2003-12-12,19.2,32.7,36.1,31.5,9.8
2003-12-13,21.8,34.0,37.8,25.7,10.0
2003-12-14,22.3,23.9,25.3,20.5,10.8
2003-12-15,22.5,24.3,32.9,19.0,10.9
