date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2014-10-01,0.0,35.8,42.3,31.5,0.0
2014-10-02,0.0,38.3,48.2,28.8,0.0
2014-10-03,0.1,39.2,53.2,27.3,0.0
2014-10-04,0.2,44.6,59.9,29.3,0.0
2014-10-05,0.2,45.5,59.7,31.5,0.0
2014-10-06,0.2,48.2,63.7,33.8,0.0
2014-10-07,0.2,48.2,64.4,35.1,0.0
2014-10-08,0.2,49.3,65.7,37.2,0.0
2014-10-09,0.2,48.0,63.0,40.1,0.0
2014-10-10,0.2,45.7,60.8,35.2,0.0
2014-10-11,0.3,48.2,59.4,36.0,0.0
2014-10-12,0.6,36.9,45.5,31.5,0.0
2014-10-13,0.6,35.2,47.3,28.8,0.0
2014-10-14,0.6,41.9,59.2,27.7,0.0
2014-10-15,0.6,51.3,68.2,35.6,0.0
2014-10-16,0.6,46.8,59.0,36.3,0.0
2014-10-17,0.6,44.8,61.3,32.2,0.0
2014-10-18,0.6,47.5,63.7,35.8,0.0
2014-10-19,0.6,47.7,65.5,33.8,0.0
2014-10-20,0.6,49.5,65.1,37.9,0.0
2014-10-21,1.3,46.0,56.7,36.9,0.0
2014-10-22,1.3,39.2,49.8,31.3,0.0
2014-10-23,1.3,45.5,61.2,30.4,0.0
2014-10-24,1.3,51.1,66.2,37.9,0.0
2014-10-25,1.3,53.2,67.5,36.7,0.0
2014-10-26,1.3,48.0,59.7,32.5,0.0
2014-10-27,1.3,30.0,38.1,20.7,0.0
2014-10-28,1.3,30.7,46.2,18.3,0.0
2014-10-29,1.3,39.9,54.3,25.2,0.0
2014-10-30,1.3,40.6,57.6,29.7,0.0
2014-10-31,1.5,47.7,61.9,32.2,0.0
2014-11-01,1.5,51.4,61.9,40.1,0.0
2014-11-02,1.8,35.2,42.3,30.6,0.2
2014-11-03,2.0,27.3,31.3,18.9,0.5
2014-11-04,2.0,25.2,37.8,14.7,0.5
2014-11-05,2.0,32.4,44.8,25.2,0.5
2014-11-06,2.0,38.3,56.1,25.9,0.5
2014-11-07,2.0,40.1,52.2,30.4,0.2
2014-11-08,2.0,36.5,50.7,27.0,0.0
2014-11-09,2.0,42.8,55.8,29.5,0.0
2014-11-10,2.0,26.6,46.4,12.0,0.0
2014-11-11,2.0,14.0,21.0,5.0,0.0
2014-11-12,2.0,2.3,11.3,-7.1,0.0
2014-11-13,2.4,11.3,21.7,-7.8,0.5
2014-11-14,2.4,30.2,37.0,21.6,0.5
2014-11-15,2.4,13.8,32.2,-6.3,0.7
2014-11-16,2.5,0.9,15.3,-9.8,0.8
2014-11-17,2.5,9.9,24.8,-0.4,0.8
2014-11-18,2.7,18.3,32.0,3.2,0.8
2014-11-19,2.7,27.9,39.6,19.8,0.8
2014-11-20,2.7,30.0,41.4,19.6,0.8
2014-11-21,2.7,29.1,41.9,20.5,0.8
2014-11-22,3.1,34.0,43.0,26.2,1.2
2014-11-23,3.3,21.2,26.2,12.9,1.4
2014-11-24,3.5,17.6,27.1,7.3,1.7
2014-11-25,3.8,25.0,34.5,9.5,1.7
2014-11-26,3.8,36.7,42.4,29.3,1.7
2014-11-27,3.8,35.1,46.8,26.4,1.7
2014-11-28,3.8,41.7,51.1,29.7,1.7
2014-11-29,3.8,43.0,47.1,37.2,1.7
2014-11-30,3.8,32.9,40.5,27.0,1.7
2014-12-01,3.8,34.2,40.5,26.8,1.6
2014-12-02,3.8,36.1,44.4,27.7,1.7
2014-12-03,3.8,33.4,38.7,26.2,1.7
2014-12-04,3.8,34.7,41.4,29.5,1.7
2014-12-05,3.8,31.6,40.5,26.4,1.7
2014-12-06,3.8,35.1,44.1,27.0,1.7
2014-12-07,3.8,33.8,42.3,24.8,1.8
2014-12-08,3.8,30.6,47.5,23.5,1.8
