date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2015-10-01,0.2,0.0,39.6,48.9,33.8,0.0
2015-10-02,0.2,0.0,43.7,54.7,33.4,0.0
2015-10-03,1.1,0.0,42.3,55.2,32.0,0.0
2015-10-04,1.3,0.0,37.2,41.0,34.9,0.0
2015-10-05,1.3,0.0,42.6,52.7,34.9,0.0
2015-10-06,1.5,0.0,44.2,58.3,34.0,0.0
2015-10-07,1.6,0.0,48.2,60.8,36.5,0.0
2015-10-08,1.6,0.0,54.7,70.3,42.4,0.0
2015-10-09,1.6,0.0,55.4,72.7,45.3,0.0
2015-10-10,1.6,0.0,52.7,64.2,42.1,0.0
2015-10-11,1.6,0.0,51.4,65.7,42.3,0.0
2015-10-12,1.6,0.0,52.9,68.0,42.6,0.0
2015-10-13,1.6,0.0,54.7,70.5,43.9,0.0
2015-10-14,1.6,0.0,54.1,67.3,46.2,0.0
2015-10-15,1.6,0.0,51.4,61.0,44.1,0.0
2015-10-16,1.7,0.0,47.3,56.5,42.8,0.0
2015-10-17,2.8,0.0,40.5,43.5,36.3,0.0
2015-10-18,2.8,0.0,37.0,46.6,27.9,0.0
2015-10-19,2.8,0.0,34.5,46.2,25.2,0.0
2015-10-20,2.8,0.0,35.2,40.3,32.7,0.0
2015-10-21,2.8,0.0,36.0,48.9,28.8,0.0
2015-10-22,2.8,0.0,39.0,51.3,28.8,0.0
2015-10-23,2.8,0.0,40.6,55.4,29.8,0.0
2015-10-24,2.8,0.0,42.1,55.6,33.1,0.0
2015-10-25,2.8,0.0,42.8,51.8,34.5,0.0
2015-10-26,2.8,0.0,41.0,55.4,31.8,0.0
2015-10-27,2.8,0.0,41.0,47.5,36.5,0.0
2015-10-28,3.1,0.0,35.1,42.3,31.3,0.0
2015-10-29,3.1,0.0,33.4,43.5,25.9,0.0
2015-10-30,3.1,0.0,41.4,53.2,35.1,0.0
2015-10-31,3.2,0.0,43.9,55.6,34.7,0.0
2015-11-01,3.2,0.0,41.4,47.7,34.2,0.0
2015-11-02,5.9,15.0,30.0,38.8,23.2,2.5
2015-11-03,6.3,16.0,23.0,34.0,14.7,2.8
2015-11-04,6.3,15.0,17.2,25.5,11.3,2.8
2015-11-05,6.3,13.0,21.2,36.9,11.1,2.8
2015-11-06,6.3,12.0,28.0,52.2,16.5,2.8
2015-11-07,6.3,11.0,32.9,52.9,24.1,2.8
2015-11-08,6.8,13.0,29.8,42.3,22.5,3.3
2015-11-09,6.9,15.0,20.8,27.5,12.6,3.4
2015-11-10,7.2,18.0,18.0,31.3,9.5,3.6
2015-11-11,7.2,17.0,22.6,44.2,10.8,3.6
2015-11-12,7.2,16.0,27.9,45.9,18.7,3.6
2015-11-13,7.2,14.0,34.0,53.2,24.6,3.6
2015-11-14,7.2,13.0,36.0,49.5,27.7,3.6
2015-11-15,7.6,14.0,24.1,35.8,15.3,3.9
2015-11-16,7.6,15.0,16.0,27.1,9.1,3.9
2015-11-17,7.6,15.0,32.2,43.7,25.5,3.9
2015-11-18,7.6,14.0,33.8,49.5,25.7,3.9
2015-11-19,7.7,13.0,35.2,50.0,27.0,3.9
2015-11-20,7.7,13.0,32.5,46.0,26.6,3.9
2015-11-21,7.7,12.0,35.6,50.7,28.8,3.9
2015-11-22,7.7,12.0,36.0,52.0,27.9,3.9
2015-11-23,7.7,12.0,35.2,45.3,28.8,3.9
2015-11-24,8.4,18.0,23.7,33.1,13.1,4.6
2015-11-25,8.8,22.0,12.4,18.3,2.7,4.9
2015-11-26,8.9,22.0,9.9,19.0,1.6,5.0
2015-11-27,8.9,22.0,9.9,19.2,7.0,5.0
2015-11-28,8.9,21.0,9.0,25.3,-0.4,5.0
2015-11-29,8.9,20.0,12.4,32.0,3.2,5.0
2015-11-30,8.9,19.0,20.8,34.9,10.8,5.0
2015-12-01,9.1,20.0,25.3,44.6,16.0,5.1
2015-12-02,9.1,19.0,34.5,43.7,24.6,5.1
2015-12-03,9.6,21.0,32.5,42.6,21.2,5.6
2015-12-04,9.6,22.0,19.4,30.0,10.4,5.6
2015-12-05,9.6,21.0,29.8,44.4,12.4,5.6
2015-12-06,9.6,20.0,33.4,42.4,25.7,5.6
2015-12-07,9.6,18.0,36.1,44.1,26.4,5.6
2015-12-08,9.6,19.0,38.3,51.6,30.9,5.6
2015-12-09,9.7,18.0,38.1,42.6,32.9,5.7
2015-12-10,11.4,28.0,25.7,38.3,18.3,7.4
2015-12-11,11.9,31.0,17.8,23.5,10.8,7.9
2015-12-12,11.9,29.0,19.4,28.8,7.9,7.9
2015-12-13,12.9,37.0,21.7,28.0,13.5,8.9
2015-12-14,12.9,36.0,10.4,20.3,0.1,8.9
2015-12-15,12.9,34.0,10.2,16.7,2.8,8.9
2015-12-16,13.0,33.0,17.8,32.5,8.6,9.0
2015-12-17,13.0,33.0,27.1,32.0,19.4,9.0
2015-12-18,13.1,31.0,31.3,40.1,21.0,9.1
2015-12-19,13.2,33.0,21.2,26.8,7.7,9.2
2015-12-20,13.7,35.0,18.3,26.2,5.5,9.7
2015-12-21,16.3,45.0,27.7,28.8,25.9,12.8
2015-12-22,17.2,50.0,28.4,31.8,21.7,13.9
2015-12-23,17.2,49.0,16.3,24.4,5.0,13.9
2015-12-24,18.5,64.0,12.7,16.0,9.3,15.3
2015-12-25,18.5,63.0,8.4,17.4,-2.6,15.3
2015-12-26,18.7,60.0,13.8,24.1,5.0,15.5
2015-12-27,19.0,68.0,16.2,19.8,13.1,15.8
2015-12-28,19.0,59.0,12.0,27.3,2.7,15.8
2015-12-29,19.0,58.0,15.1,27.5,2.5,15.8
2015-12-30,19.0,56.0,6.6,26.6,-2.2,15.8
2015-12-31,19.0,56.0,6.6,26.6,-2.2,15.8
2016-01-01,19.0,55.0,5.4,23.5,-5.4,15.8
2016-01-02,19.0,53.0,25.2,35.8,5.9,15.8
2016-01-03,19.0,53.0,31.5,36.7,25.9,15.8
2016-01-04,19.0,52.0,25.9,32.5,20.1,15.8
2016-01-05,19.3,54.0,25.7,30.7,13.5,16.1
2016-01-06,19.4,54.0,20.7,28.8,13.6,16.2
2016-01-07,19.4,53.0,18.3,24.4,11.7,16.2
2016-01-08,19.4,53.0,14.7,30.2,7.2,16.2
2016-01-09,19.4,53.0,22.3,30.7,17.6,16.2
2016-01-10,19.4,53.0,18.7,32.7,9.9,16.2
2016-01-11,19.5,52.0,23.0,43.0,9.9,16.3
2016-01-12,19.6,51.0,29.5,44.8,18.0,16.4
2016-01-13,20.1,54.0,24.3,32.9,13.8,17.0
2016-01-14,21.1,60.0,21.2,31.3,11.1,18.1
2016-01-15,21.6,62.0,22.3,30.9,11.8,18.6
2016-01-16,21.9,62.0,27.3,32.2,18.7,18.9
2016-01-17,21.9,61.0,27.5,36.9,16.5,18.9
2016-01-18,22.5,64.0,27.1,36.1,18.0,19.5
2016-01-19,23.0,67.0,26.2,31.6,16.7,20.1
2016-01-20,23.0,64.0,25.7,38.8,15.8,20.1
2016-01-21,23.0,64.0,35.6,49.6,26.2,20.1
2016-01-22,23.9,69.0,32.0,37.2,28.4,21.0
2016-01-23,24.1,69.0,23.9,30.4,18.7,21.2
2016-01-24,24.1,68.0,19.9,32.5,10.2,21.2
2016-01-25,24.1,68.0,21.7,39.2,12.2,21.2
2016-01-26,24.1,67.0,32.0,50.0,20.3,21.2
2016-01-27,24.1,66.0,34.7,50.9,23.7,21.2
2016-01-28,24.1,65.0,31.6,47.3,23.5,21.2
2016-01-29,24.5,62.0,34.2,36.3,32.4,21.6
2016-01-30,26.1,72.0,23.4,32.4,16.9,23.2
2016-01-31,26.6,83.0,16.7,23.5,10.4,24.0
2016-02-01,26.6,78.0,7.3,20.7,0.7,24.0
2016-02-02,26.6,75.0,11.3,21.6,1.2,24.1
2016-02-03,26.6,74.0,19.2,37.4,3.4,24.2
2016-02-04,26.6,72.0,24.3,38.3,13.8,24.2
2016-02-05,26.6,71.0,27.0,42.6,15.8,24.2
2016-02-06,26.6,70.0,29.8,48.0,21.2,24.2
2016-02-07,26.6,68.0,36.5,44.1,31.6,24.2
2016-02-08,26.6,67.0,41.4,51.4,30.6,24.2
2016-02-09,26.6,66.0,39.2,56.8,28.8,24.2
2016-02-10,26.6,65.0,36.5,54.1,27.9,24.2
2016-02-11,26.6,64.0,39.0,58.6,31.3,24.2
2016-02-12,26.6,63.0,36.9,51.6,29.3,24.1
2016-02-13,26.6,62.0,32.9,50.7,23.2,24.0
2016-02-14,26.6,61.0,34.9,44.2,27.3,23.9
2016-02-15,26.6,60.0,38.1,57.0,26.6,23.8
2016-02-16,26.6,59.0,40.1,55.8,29.8,23.7
2016-02-17,26.9,60.0,36.1,47.8,24.4,24.0
2016-02-18,28.4,75.0,19.6,24.6,13.1,25.7
2016-02-19,28.4,72.0,26.2,36.5,14.0,25.7
2016-02-20,28.4,70.0,29.5,45.0,19.2,25.7
2016-02-21,28.4,68.0,30.0,45.7,19.2,25.7
2016-02-22,28.4,67.0,28.8,43.7,17.2,25.7
2016-02-23,28.4,65.0,36.0,52.5,25.0,25.7
2016-02-24,28.4,64.0,35.1,50.2,25.3,25.7
2016-02-25,28.4,62.0,36.1,53.6,25.5,25.7
2016-02-26,28.4,61.0,39.0,53.6,30.6,25.7
2016-02-27,28.4,61.0,34.3,45.5,24.8,25.7
2016-02-28,28.4,60.0,32.9,46.0,25.2,25.7
2016-02-29,28.4,60.0,33.8,46.4,24.4,25.6
2016-03-01,28.4,59.0,36.5,45.9,29.5,25.5
2016-03-02,28.4,58.0,38.7,53.1,27.1,25.4
2016-03-03,28.5,57.0,36.9,46.6,27.5,25.3
2016-03-04,29.5,60.0,34.5,43.7,29.3,26.3
2016-03-05,29.6,59.0,32.9,41.4,29.1,26.4
2016-03-06,30.7,68.0,22.5,30.2,18.7,27.4
2016-03-07,31.0,69.0,23.7,31.3,21.0,27.7
2016-03-08,31.0,68.0,22.3,33.3,12.0,27.7
2016-03-09,31.2,66.0,32.0,37.4,22.1,27.9
2016-03-10,31.2,63.0,36.1,42.4,31.6,27.9
2016-03-11,31.2,63.0,29.3,36.3,19.0,27.9
2016-03-12,31.5,64.0,25.2,33.3,20.1,28.2
2016-03-13,33.1,76.0,26.8,28.2,24.6,30.1
2016-03-14,33.1,76.0,25.3,34.7,15.6,30.1
2016-03-15,33.1,74.0,26.8,42.6,15.1,30.1
2016-03-16,33.1,71.0,33.3,50.9,20.8,30.0
2016-03-17,33.1,68.0,34.9,52.5,23.4,29.9
2016-03-18,33.1,68.0,36.5,52.7,24.6,29.7
2016-03-19,33.2,67.0,37.8,53.1,27.3,29.6
2016-03-20,33.3,65.0,36.7,44.4,28.8,29.5
2016-03-21,34.0,73.0,27.5,35.1,19.0,30.2
2016-03-22,34.2,72.0,19.6,30.6,13.5,30.4
2016-03-23,34.2,70.0,27.1,45.0,10.9,30.3
2016-03-24,34.2,68.0,31.8,46.2,21.6,30.3
2016-03-25,34.2,67.0,32.2,45.7,23.2,30.2
2016-03-26,34.2,66.0,32.9,49.3,18.3,30.2
2016-03-27,34.2,65.0,33.3,44.6,26.4,30.1
2016-03-28,34.4,68.0,20.8,28.8,14.9,30.2
2016-03-29,34.7,66.0,20.1,31.5,11.3,30.2
2016-03-30,34.7,67.0,25.9,35.8,20.8,30.2
2016-03-31,34.7,65.0,35.2,47.1,24.6,30.1
2016-04-01,34.7,63.0,40.1,53.1,30.2,29.9
2016-04-02,34.7,62.0,37.9,52.7,27.9,29.5
2016-04-03,34.7,61.0,38.1,51.6,29.3,29.0
2016-04-04,34.7,60.0,38.7,53.2,28.2,28.5
2016-04-05,34.8,58.0,38.8,55.4,25.2,27.4
2016-04-06,34.8,56.0,46.0,56.8,34.5,26.3
2016-04-07,34.8,55.0,45.9,56.5,37.2,25.3
2016-04-08,34.8,54.0,40.6,54.3,32.9,24.6
2016-04-09,35.6,56.0,34.2,40.8,30.9,25.0
2016-04-10,35.8,55.0,33.4,43.7,30.2,24.8
2016-04-11,35.8,55.0,35.2,45.0,30.4,24.8
2016-04-12,35.8,54.0,35.8,48.0,28.0,24.5
2016-04-13,35.8,53.0,32.9,41.7,25.9,24.2
2016-04-14,35.8,53.0,25.7,35.2,19.8,23.7
2016-04-15,35.8,52.0,25.5,35.6,16.3,23.6
2016-04-16,35.9,50.0,35.8,46.6,27.1,23.1
2016-04-17,35.9,48.0,41.9,53.4,31.3,22.1
2016-04-18,35.9,45.0,42.8,57.2,30.7,20.8
2016-04-19,35.9,44.0,43.7,59.2,32.2,19.7
2016-04-20,35.9,41.0,42.6,55.4,29.8,18.8
2016-04-21,35.9,39.0,42.8,53.8,34.3,17.9
2016-04-22,37.2,53.0,28.4,37.2,20.3,18.9
2016-04-23,37.3,47.0,27.9,38.7,16.2,19.0
2016-04-24,37.4,46.0,29.8,42.6,23.2,19.1
2016-04-25,37.6,47.0,23.5,32.7,18.0,19.5
2016-04-26,37.7,45.0,27.7,43.9,13.8,19.6
2016-04-27,38.2,46.0,28.8,41.9,23.2,20.0
2016-04-28,38.2,44.0,30.7,43.5,25.5,20.0
2016-04-29,38.7,48.0,32.5,46.2,23.9,20.4
2016-04-30,38.8,48.0,28.8,36.1,23.5,20.5
2016-05-01,38.8,45.0,35.8,48.4,29.8,20.2
2016-05-02,38.8,45.0,36.5,50.0,25.5,20.1
2016-05-03,38.9,43.0,40.5,53.2,30.9,19.8
2016-05-04,38.9,41.0,44.6,54.3,36.3,19.2
2016-05-05,39.7,44.0,35.2,43.2,29.8,19.5
2016-05-06,40.5,45.0,35.1,49.8,30.2,20.2
2016-05-07,40.9,44.0,34.5,42.3,32.4,20.3
2016-05-08,40.9,43.0,39.4,52.9,32.5,19.9
