date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1997-10-01,0.0,46.0,64.6,34.5,0.0
1997-10-02,0.0,43.5,55.6,34.5,0.0
1997-10-03,0.1,33.8,46.6,27.7,0.0
1997-10-04,0.1,43.5,60.3,27.3,0.0
1997-10-05,0.1,47.7,66.2,34.5,0.0
1997-10-06,0.1,43.7,57.6,34.9,0.0
1997-10-07,0.2,41.0,51.1,27.9,0.0
1997-10-08,0.5,23.7,31.1,16.5,0.0
1997-10-09,0.6,31.8,46.9,13.8,0.1
1997-10-10,0.6,43.2,54.9,34.9,0.1
1997-10-11,0.6,37.2,47.8,20.5,0.1
1997-10-12,2.0,13.8,21.7,6.4,0.7
1997-10-13,2.0,15.8,29.1,6.4,0.7
1997-10-14,2.0,26.6,48.0,12.7,0.6
1997-10-15,2.0,30.7,49.5,19.4,0.6
1997-10-16,2.0,34.5,52.5,23.5,0.6
1997-10-17,2.0,37.2,54.1,27.1,0.3
1997-10-18,2.0,34.5,50.2,26.6,0.2
1997-10-19,2.0,34.9,50.2,26.6,0.1
1997-10-20,2.0,30.2,48.0,23.4,0.0
1997-10-21,2.1,28.9,42.3,21.6,0.0
1997-10-22,2.1,31.1,44.1,21.4,0.0
1997-10-23,2.3,25.3,37.0,16.2,0.1
1997-10-24,2.8,,,,0.8
1997-10-25,3.1,9.5,19.6,1.8,1.2
1997-10-26,3.1,13.6,32.4,4.8,1.1
1997-10-27,3.2,23.9,43.0,10.8,1.1
1997-10-28,3.2,27.1,44.6,14.7,1.1
1997-10-29,3.3,26.4,39.4,16.9,1.1
1997-10-30,3.3,26.8,32.0,20.7,1.1
1997-10-31,3.5,24.4,31.5,14.5,1.2
1997-11-01,3.6,14.0,18.9,10.8,1.3
1997-11-02,3.6,14.4,26.6,8.8,1.3
1997-11-03,3.8,23.4,38.7,7.5,1.3
1997-11-04,3.8,27.9,41.4,22.5,1.3
1997-11-05,3.8,28.0,45.5,14.5,1.4
1997-11-06,3.8,32.2,51.1,22.5,1.6
1997-11-07,3.8,31.3,47.8,22.6,2.2
1997-11-08,3.8,24.4,41.4,14.7,2.4
1997-11-09,3.8,10.8,15.3,5.5,2.5
1997-11-10,4.0,15.8,24.8,8.8,2.7
1997-11-11,4.2,20.8,31.5,16.7,2.8
1997-11-12,4.3,18.5,33.1,12.7,2.5
1997-11-13,4.3,12.2,25.3,5.7,2.5
1997-11-14,4.3,-2.0,10.9,-11.4,2.5
1997-11-15,4.3,,,,2.5
1997-11-16,4.5,,16.3,,3.0
1997-11-17,4.6,-6.2,11.7,-15.9,3.1
1997-11-18,4.7,-9.0,7.3,-13.9,3.0
1997-11-19,5.0,-2.2,6.3,-15.2,2.8
1997-11-20,5.3,-6.2,4.5,-15.0,3.0
1997-11-21,5.4,-10.5,-3.3,-17.5,3.1
1997-11-22,5.5,-9.6,3.2,-18.4,3.1
1997-11-23,5.6,-4.2,9.7,-15.3,3.1
1997-11-24,5.6,2.5,18.5,-8.3,3.0
1997-11-25,5.6,3.2,16.3,-9.9,2.8
1997-11-26,5.8,3.9,16.7,-10.1,2.9
1997-11-27,6.5,-2.7,2.8,-7.1,3.6
1997-11-28,6.5,-4.5,14.7,-11.6,3.6
1997-11-29,6.6,-2.0,29.1,-11.9,3.6
1997-11-30,6.6,2.8,28.2,-5.8,3.6
1997-12-01,6.6,-2.9,11.1,-9.4,3.6
1997-12-02,6.6,-11.9,-3.8,-17.0,3.6
1997-12-03,6.6,,-6.7,-20.4,3.7
1997-12-04,6.6,-8.7,3.6,-20.9,3.7
1997-12-05,6.7,-4.4,7.7,-15.2,3.8
1997-12-06,6.7,0.5,25.5,-8.1,3.9
1997-12-07,6.7,-1.3,11.1,-9.6,4.1
1997-12-08,7.0,-2.7,9.5,-8.3,4.4
1997-12-09,7.4,-10.5,-5.4,-14.1,4.6
1997-12-10,7.6,,-8.5,-19.8,4.7
1997-12-11,7.6,,-2.7,-26.7,4.7
1997-12-12,7.6,-14.3,9.9,-26.5,4.7
1997-12-13,7.7,-3.6,28.8,-16.4,4.8
1997-12-14,7.7,2.8,32.7,-9.0,4.8
1997-12-15,7.9,2.1,20.3,-7.2,5.1
1997-12-16,7.9,-8.0,9.3,-16.1,5.1
1997-12-17,7.9,-3.5,11.7,-12.8,5.1
1997-12-18,7.9,0.3,11.8,-7.8,5.1
1997-12-19,7.9,-4.4,10.4,-10.8,5.1
1997-12-20,7.9,-5.6,15.6,-12.1,5.1
1997-12-21,7.9,-1.1,23.0,-12.8,5.2
1997-12-22,7.9,-8.1,2.8,-14.3,5.3
1997-12-23,7.9,-8.1,8.2,-16.2,5.5
1997-12-24,7.9,,,-20.6,6.0
1997-12-25,7.9,,-4.7,-23.3,6.3
1997-12-26,7.9,,-4.5,-24.3,6.5
1997-12-27,8.2,-14.6,3.7,-20.7,6.9
1997-12-28,8.5,,-9.8,-22.0,7.3
1997-12-29,8.9,-4.2,0.7,-9.8,7.7
1997-12-30,9.0,-1.8,9.0,-8.5,7.7
1997-12-31,9.1,-0.9,12.2,-9.6,7.7
1998-01-01,9.1,2.8,23.7,-6.5,7.7
1998-01-02,9.1,5.4,13.8,-0.4,7.7
1998-01-03,9.2,1.6,6.8,-6.0,7.8
1998-01-04,9.2,-1.1,12.7,-8.5,7.8
1998-01-05,9.5,-4.0,8.4,-11.0,7.8
1998-01-06,9.5,-8.7,5.5,-17.1,7.8
1998-01-07,9.6,-8.5,9.7,-16.2,7.8
1998-01-08,9.6,-7.8,4.1,-14.6,7.8
1998-01-09,9.6,-6.7,3.6,-13.7,7.8
1998-01-10,9.8,-2.7,3.0,-11.2,7.8
1998-01-11,9.8,-0.9,7.0,-6.0,7.8
1998-01-12,10.1,-2.6,5.5,-9.8,7.9
1998-01-13,10.4,-2.7,11.3,-11.0,8.2
1998-01-14,10.4,-10.3,-1.8,-15.9,8.2
1998-01-15,10.9,-2.2,6.4,-14.4,8.7
1998-01-16,11.2,-6.0,-0.8,-14.3,8.9
1998-01-17,12.4,-0.4,4.1,-5.4,10.0
1998-01-18,12.4,-3.6,7.5,-8.7,10.0
1998-01-19,12.7,2.3,13.5,-6.7,10.1
1998-01-20,12.8,-9.9,-4.7,-13.4,10.2
1998-01-21,12.8,-12.3,2.5,-18.8,10.2
1998-01-22,13.0,-13.5,-2.2,-23.8,10.2
1998-01-23,13.1,-9.9,0.7,-15.0,10.3
1998-01-24,13.2,-1.7,10.2,-12.5,10.4
1998-01-25,13.4,-6.0,-2.4,-11.7,10.6
1998-01-26,13.4,-2.9,10.6,-13.2,10.6
1998-01-27,13.4,0.1,14.2,-9.2,10.6
1998-01-28,13.4,-2.0,10.0,-9.0,10.6
1998-01-29,13.4,-0.4,16.5,-9.4,10.6
1998-01-30,13.5,-1.8,10.0,-8.9,10.6
1998-01-31,13.5,-6.0,4.1,-14.1,10.7
1998-02-01,13.5,-7.8,5.9,-16.8,10.7
1998-02-02,13.7,-7.4,2.3,-15.0,10.9
1998-02-03,13.8,2.5,14.9,-9.8,11.0
1998-02-04,13.8,6.3,17.2,-0.6,11.0
1998-02-05,14.2,1.2,10.4,-1.8,11.4
1998-02-06,14.2,0.0,7.7,-6.0,11.5
1998-02-07,14.6,-0.2,6.1,-4.9,11.7
1998-02-08,14.7,-0.4,13.6,-10.3,11.8
1998-02-09,14.7,-2.6,9.1,-8.5,11.8
