date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2000-10-01,0.4,48.4,52.0,42.8,0.0
2000-10-02,0.5,42.6,54.0,33.3,0.0
2000-10-03,0.5,43.2,58.5,29.5,0.0
2000-10-04,0.5,48.9,65.1,34.9,0.0
2000-10-05,0.5,51.4,64.2,40.8,0.0
2000-10-06,0.5,55.6,71.8,41.9,0.0
2000-10-07,0.5,58.5,72.3,48.0,0.0
2000-10-08,0.5,53.8,66.6,44.2,0.0
2000-10-09,0.8,43.9,52.7,36.1,0.0
2000-10-10,1.5,33.8,35.8,32.2,0.0
2000-10-11,1.5,38.1,42.3,34.5,0.0
2000-10-12,1.6,38.3,42.3,36.0,0.0
2000-10-13,1.6,39.6,42.6,36.0,0.0
2000-10-14,1.8,39.6,46.6,33.3,0.0
2000-10-15,1.8,39.9,47.7,33.8,0.0
2000-10-16,1.8,47.5,62.1,35.2,0.0
2000-10-17,1.8,51.6,61.2,42.1,0.1
2000-10-18,1.8,43.2,47.3,40.6,0.1
2000-10-19,1.8,47.8,56.5,38.1,0.1
2000-10-20,3.6,40.5,52.5,31.3,0.5
2000-10-21,4.1,30.7,36.7,25.9,0.6
2000-10-22,4.1,35.2,45.0,25.9,0.7
2000-10-23,4.1,44.1,59.5,33.1,0.7
2000-10-24,4.1,47.5,56.8,40.1,0.7
2000-10-25,4.1,43.5,48.2,36.5,0.3
2000-10-26,4.1,38.8,46.2,35.1,0.2
2000-10-27,4.1,40.8,47.3,33.8,0.2
2000-10-28,4.9,33.8,45.3,30.0,0.6
2000-10-29,4.9,34.7,42.1,31.8,0.5
2000-10-30,4.9,35.2,46.6,29.3,1.2
2000-10-31,4.9,33.1,39.2,28.0,0.8
2000-11-01,4.9,34.7,41.9,28.8,1.0
2000-11-02,5.0,40.3,43.9,35.8,0.2
2000-11-03,5.1,43.5,55.9,34.0,0.3
2000-11-04,5.3,36.3,46.2,27.1,0.3
2000-11-05,5.5,31.3,36.9,28.0,0.5
2000-11-06,5.8,29.8,36.3,25.7,0.7
2000-11-07,5.8,33.1,41.2,25.0,0.7
2000-11-08,7.1,29.1,37.2,25.7,1.4
2000-11-09,7.2,25.0,30.7,19.0,1.3
2000-11-10,7.2,21.4,30.6,13.5,1.2
2000-11-11,7.2,20.3,32.7,11.5,1.3
2000-11-12,7.2,25.5,35.6,19.2,1.3
2000-11-13,7.2,25.2,32.5,19.9,1.3
2000-11-14,7.2,24.4,33.3,17.1,1.5
2000-11-15,7.2,25.7,36.5,17.1,1.3
2000-11-16,7.3,27.5,43.9,17.8,2.0
2000-11-17,7.3,34.0,50.4,22.1,2.1
2000-11-18,7.3,37.4,51.4,28.4,2.1
2000-11-19,7.3,38.7,49.1,29.8,2.1
2000-11-20,7.3,40.6,53.2,32.7,2.1
2000-11-21,7.3,37.9,49.1,29.7,2.0
2000-11-22,7.3,38.3,52.2,28.4,2.0
