date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2000-10-01,0.1,52.9,66.6,42.8,0.0
2000-10-02,0.2,46.0,57.4,38.8,0.0
2000-10-03,0.2,44.2,57.4,30.6,0.0
2000-10-04,0.2,43.0,55.6,32.7,0.0
2000-10-05,0.2,40.8,53.4,30.7,0.0
2000-10-06,0.2,46.6,61.0,35.2,0.0
2000-10-07,0.2,50.7,66.0,38.3,0.0
2000-10-08,0.2,52.2,67.3,40.6,0.0
2000-10-09,0.2,52.0,66.2,41.4,0.0
2000-10-10,0.4,36.5,49.3,27.5,0.0
2000-10-11,0.5,31.5,39.0,26.4,0.0
2000-10-12,0.7,33.3,42.6,26.2,0.1
2000-10-13,1.3,32.9,36.7,29.8,0.6
2000-10-14,1.3,36.5,42.8,32.2,0.1
2000-10-15,1.3,39.4,51.6,29.5,0.0
2000-10-16,1.3,43.0,54.9,33.1,0.0
2000-10-17,1.3,46.6,62.6,34.2,0.0
2000-10-18,1.3,48.4,63.0,37.0,0.0
2000-10-19,1.3,45.7,56.7,38.3,0.0
2000-10-20,1.3,46.8,59.2,32.4,0.0
2000-10-21,1.8,27.9,33.8,22.1,0.2
2000-10-22,1.8,27.0,33.8,21.2,0.2
2000-10-23,1.9,38.3,52.5,27.0,0.0
2000-10-24,1.9,41.4,53.2,34.3,0.0
2000-10-25,1.9,41.2,51.6,32.0,0.0
2000-10-26,2.0,36.3,46.8,30.2,0.0
2000-10-27,2.0,34.0,42.4,28.8,0.0
2000-10-28,2.0,36.1,46.0,27.7,0.0
2000-10-29,2.4,30.2,37.2,26.6,0.4
2000-10-30,2.9,27.7,29.3,26.2,0.9
2000-10-31,3.0,26.2,32.4,23.9,1.0
2000-11-01,3.0,25.7,32.4,21.6,1.0
2000-11-02,3.0,25.9,34.9,19.8,1.0
2000-11-03,3.0,27.3,37.9,17.6,1.0
2000-11-04,3.2,29.5,42.4,20.1,1.2
2000-11-05,3.2,21.7,25.3,19.9,1.2
2000-11-06,3.3,20.8,25.5,16.3,1.3
2000-11-07,3.3,20.3,28.2,14.4,1.3
2000-11-08,3.8,21.6,32.0,12.6,1.8
2000-11-09,3.8,18.3,27.7,11.3,1.8
2000-11-10,3.8,14.5,25.3,6.6,1.8
2000-11-11,3.8,13.8,23.4,3.9,1.8
2000-11-12,4.0,15.1,18.9,12.0,2.0
2000-11-13,4.0,17.8,24.3,15.1,2.0
2000-11-14,4.4,18.3,24.6,15.6,2.4
2000-11-15,4.8,15.4,19.2,13.6,2.8
2000-11-16,4.8,14.5,21.7,9.5,2.8
2000-11-17,4.8,15.8,21.9,13.3,2.8
2000-11-18,4.9,25.3,35.8,14.9,2.9
2000-11-19,4.9,26.8,39.0,19.9,2.9
2000-11-20,4.9,25.9,37.4,16.7,2.9
2000-11-21,4.9,27.0,34.5,20.7,2.9
2000-11-22,4.9,27.3,40.8,21.9,2.9
2000-11-23,4.9,28.8,37.4,21.6,2.9
2000-11-24,4.9,24.3,32.9,14.0,2.9
2000-11-25,5.0,23.7,33.1,13.8,3.0
2000-11-26,5.0,30.6,36.1,26.4,3.0
2000-11-27,5.2,30.0,36.1,21.4,3.2
2000-11-28,5.2,25.7,32.4,21.4,3.2
2000-11-29,5.2,27.7,41.2,20.7,3.2
2000-11-30,5.2,23.7,32.9,16.9,3.2
2000-12-01,5.2,23.2,34.9,15.1,3.2
2000-12-02,5.3,29.1,41.7,19.8,3.3
2000-12-03,5.3,31.3,40.5,23.9,3.3
2000-12-04,5.3,34.7,45.3,27.7,3.3
2000-12-05,5.3,33.1,39.6,25.9,3.3
2000-12-06,5.3,30.7,39.2,23.7,3.3
2000-12-07,5.3,31.8,40.8,26.4,3.3
2000-12-08,5.3,30.2,34.9,24.3,3.3
2000-12-09,5.7,31.5,35.6,25.0,3.7
2000-12-10,5.9,18.3,24.6,11.3,3.9
2000-12-11,5.9,15.8,21.7,11.3,3.9
2000-12-12,6.1,18.0,24.4,15.4,4.1
2000-12-13,6.2,20.8,25.5,16.9,4.2
2000-12-14,6.4,26.2,31.8,22.6,4.4
2000-12-15,6.5,21.0,30.6,16.0,4.5
2000-12-16,6.5,20.5,28.8,14.4,4.5
2000-12-17,6.6,18.0,37.9,12.2,4.6
2000-12-18,6.6,14.4,21.0,6.6,4.6
2000-12-19,6.7,24.4,36.9,10.6,4.7
2000-12-20,6.8,26.2,30.6,18.9,4.8
2000-12-21,6.8,29.8,36.5,25.5,4.8
2000-12-22,6.8,28.0,34.5,22.1,4.8
2000-12-23,6.8,25.0,31.6,16.0,4.8
2000-12-24,7.2,22.5,29.7,19.0,5.2
2000-12-25,7.2,18.7,23.7,14.2,5.2
2000-12-26,7.2,25.7,37.8,14.4,5.2
2000-12-27,7.2,29.3,39.0,22.5,5.2
2000-12-28,7.2,28.8,37.9,23.9,5.2
2000-12-29,7.2,29.8,37.4,23.4,5.2
2000-12-30,7.2,28.8,37.8,22.3,5.2
2000-12-31,7.2,27.9,35.8,21.9,5.2
2001-01-01,7.2,26.8,34.3,19.6,5.2
2001-01-02,7.2,26.4,36.3,19.2,5.2
2001-01-03,7.2,29.5,40.6,21.7,5.2
2001-01-04,7.2,34.2,45.9,26.6,5.2
2001-01-05,7.2,34.5,48.4,27.5,5.2
