date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2000-10-01,0.0,42.1,43.2,41.0,0.0
2000-10-02,0.0,38.3,39.6,37.8,0.0
2000-10-03,0.2,35.8,36.7,34.5,0.0
2000-10-04,0.2,29.8,30.2,29.3,0.0
2000-10-05,0.2,25.3,25.9,25.0,0.0
2000-10-06,0.2,27.3,28.2,26.8,0.0
2000-10-07,0.2,23.7,24.6,22.5,0.0
2000-10-08,0.3,32.2,32.9,30.9,0.0
2000-10-09,0.3,30.2,30.9,29.7,0.0
2000-10-10,0.3,34.0,35.1,32.2,0.0
2000-10-11,0.3,36.5,37.4,35.6,0.0
2000-10-12,0.3,21.7,22.3,21.2,0.0
2000-10-13,0.3,21.0,21.2,20.8,0.0
2000-10-14,0.3,21.2,21.6,19.6,0.0
2000-10-15,0.3,22.5,23.2,21.9,0.0
2000-10-16,0.3,24.4,25.3,23.9,0.0
2000-10-17,0.4,30.9,32.0,30.2,0.0
2000-10-18,0.4,29.8,30.4,29.3,0.0
2000-10-19,0.4,30.6,31.5,30.2,0.0
2000-10-20,0.4,31.3,31.8,30.7,0.0
2000-10-21,0.4,30.0,30.4,29.3,0.0
2000-10-22,0.5,27.1,27.7,26.8,0.0
2000-10-23,0.5,33.4,34.0,33.1,0.0
2000-10-24,0.6,23.7,24.1,23.4,0.0
2000-10-25,0.6,21.2,21.4,20.8,0.0
2000-10-26,0.6,28.0,29.3,27.3,0.0
2000-10-27,0.7,33.3,34.2,31.6,0.0
2000-10-28,0.9,26.4,26.6,26.4,0.2
2000-10-29,1.0,25.0,27.7,23.0,0.2
2000-10-30,1.1,27.1,28.0,25.7,1.0
2000-10-31,1.3,13.5,13.6,13.3,1.0
2000-11-01,1.7,10.4,10.6,10.0,1.2
2000-11-02,1.8,14.4,14.9,14.0,0.8
2000-11-03,1.8,13.3,14.0,12.7,0.6
2000-11-04,1.9,18.7,20.3,17.2,0.7
2000-11-05,2.2,6.8,7.0,6.6,1.2
