date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2023-10-01,0.2,0.0,34.7,41.0,32.9,0.0
2023-10-02,0.3,0.0,37.2,47.3,30.9,0.0
2023-10-03,0.3,0.0,44.1,53.6,35.1,0.0
2023-10-04,0.3,0.0,44.2,55.0,36.9,0.0
2023-10-05,0.4,0.0,46.2,57.9,38.1,0.0
2023-10-06,0.4,0.0,50.0,62.4,40.6,0.0
2023-10-07,0.4,0.0,54.1,64.8,46.4,0.0
2023-10-08,0.4,0.0,53.4,63.7,45.0,0.0
2023-10-09,0.4,0.0,48.4,55.4,41.5,0.0
2023-10-10,0.4,0.0,42.3,50.0,35.6,0.0
2023-10-11,0.4,0.0,36.7,46.4,30.0,0.0
2023-10-12,0.4,0.0,35.4,48.4,26.2,0.0
2023-10-13,0.4,0.0,43.3,54.1,36.0,0.0
2023-10-14,0.4,0.0,46.2,55.6,40.1,0.0
2023-10-15,0.4,0.0,53.6,65.1,45.3,0.0
2023-10-16,0.4,0.0,52.5,61.2,47.1,0.0
2023-10-17,0.4,0.0,51.1,62.1,42.3,0.0
2023-10-18,0.4,0.0,52.9,68.4,41.7,0.0
2023-10-19,0.4,0.0,56.3,68.9,48.7,0.0
2023-10-20,0.4,0.0,53.4,61.5,47.5,0.0
2023-10-21,0.4,0.0,50.2,59.0,44.8,0.0
2023-10-22,0.4,0.0,40.5,45.7,34.2,0.0
2023-10-23,0.4,0.0,40.1,50.5,32.7,0.0
2023-10-24,0.4,0.0,43.5,57.9,34.9,0.0
2023-10-25,0.6,1.0,36.0,41.9,29.8,0.2
2023-10-26,0.6,1.0,34.0,42.8,27.5,0.1
2023-10-27,0.6,1.0,36.9,46.4,32.0,0.1
2023-10-28,0.6,0.0,27.9,36.0,19.2,0.0
2023-10-29,0.6,0.0,27.1,39.7,16.9,0.0
2023-10-30,0.6,0.0,38.8,50.7,28.9,0.0
2023-10-31,0.8,0.0,45.9,57.9,36.7,0.0
2023-11-01,0.8,0.0,46.6,58.3,40.6,0.0
2023-11-02,0.8,0.0,46.6,56.5,40.1,0.0
2023-11-03,0.8,0.0,48.4,59.4,41.7,0.0
2023-11-04,0.8,0.0,47.1,55.8,40.8,0.0
2023-11-05,0.8,0.0,41.2,45.0,38.5,0.0
2023-11-06,2.2,8.0,33.8,39.9,28.6,1.2
2023-11-07,2.4,7.0,28.2,37.8,23.4,1.1
2023-11-08,2.4,6.0,26.4,36.1,19.4,1.0
2023-11-09,2.4,6.0,33.3,48.4,19.4,1.1
2023-11-10,2.4,5.0,37.8,48.2,32.7,1.1
2023-11-11,2.4,3.0,42.3,54.1,35.4,1.1
2023-11-12,2.4,3.0,41.9,48.0,37.0,1.1
2023-11-13,2.4,3.0,38.7,45.5,33.3,0.9
2023-11-14,2.4,3.0,38.8,47.1,32.4,0.8
2023-11-15,3.0,4.0,37.4,46.8,31.5,1.2
2023-11-16,3.2,4.0,35.4,44.6,30.4,1.5
2023-11-17,3.3,4.0,33.6,44.1,28.9,1.6
2023-11-18,4.3,11.0,32.5,34.0,28.0,2.7
2023-11-19,4.3,11.0,24.6,36.1,18.7,2.7
2023-11-20,4.3,11.0,27.3,37.8,17.8,2.7
2023-11-21,4.4,10.0,43.7,52.2,29.8,2.7
2023-11-22,4.4,10.0,45.3,56.1,37.9,2.6
2023-11-23,4.4,10.0,31.6,40.5,22.5,2.6
2023-11-24,4.4,10.0,20.7,29.8,16.5,2.6
2023-11-25,4.4,10.0,19.4,32.0,12.9,2.6
2023-11-26,4.4,10.0,25.0,39.0,16.7,2.6
2023-11-27,4.4,10.0,30.0,47.1,18.0,2.5
