date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2023-10-01,0.1,0.0,43.9,55.6,34.5,0.0
2023-10-02,0.2,0.0,40.8,50.5,36.5,0.0
2023-10-03,0.2,0.0,38.7,48.9,34.0,0.0
2023-10-04,0.2,0.0,42.8,55.2,30.0,0.0
2023-10-05,0.2,0.0,43.9,54.9,31.6,0.0
2023-10-06,0.2,0.0,37.2,49.1,28.0,0.0
2023-10-07,0.2,0.0,44.8,58.6,32.2,0.0
2023-10-08,0.2,0.0,46.9,60.8,34.2,0.0
2023-10-09,0.2,0.0,47.5,63.5,32.7,0.0
2023-10-10,0.2,0.0,48.0,61.5,34.9,0.0
2023-10-11,0.7,1.0,37.6,48.7,33.1,0.2
2023-10-12,1.9,6.0,33.3,36.1,30.6,1.2
2023-10-13,1.9,5.0,31.5,45.3,22.3,0.9
2023-10-14,2.0,3.0,33.6,49.6,23.0,0.9
2023-10-15,2.0,3.0,40.1,56.5,27.1,0.7
2023-10-16,2.0,2.0,47.8,65.5,32.2,0.4
2023-10-17,2.0,0.0,48.0,57.6,35.8,0.0
2023-10-18,2.0,0.0,47.7,59.7,33.4,0.0
2023-10-19,2.0,0.0,51.3,66.2,38.8,0.0
2023-10-20,2.0,0.0,50.4,64.0,38.8,0.0
2023-10-21,2.0,0.0,46.8,57.0,35.8,0.0
2023-10-22,2.0,0.0,47.1,59.0,34.5,0.0
2023-10-23,2.0,0.0,41.9,52.9,32.0,0.0
2023-10-24,2.0,0.0,39.6,50.4,31.1,0.0
2023-10-25,2.1,0.0,39.6,50.9,23.7,0.0
2023-10-26,2.4,0.0,22.3,30.4,9.1,0.0
2023-10-27,2.4,0.0,22.1,34.5,8.4,0.0
2023-10-28,2.4,0.0,13.3,24.6,3.6,0.0
2023-10-29,2.4,0.0,14.7,25.9,8.1,0.0
2023-10-30,2.4,0.0,21.7,37.6,8.4,0.0
2023-10-31,2.5,2.0,33.6,48.0,14.2,0.3
2023-11-01,2.5,1.0,36.7,48.6,26.8,0.3
2023-11-02,2.5,1.0,41.9,50.5,28.2,0.2
2023-11-03,2.5,0.0,38.5,48.2,28.4,0.0
