date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2013-10-01,0.0,51.6,69.1,35.8,0.0
2013-10-02,0.0,52.7,67.1,38.5,0.0
2013-10-03,0.4,38.7,59.7,28.8,0.4
2013-10-04,0.8,25.9,33.4,20.3,0.6
2013-10-05,0.8,26.4,37.9,20.3,0.5
2013-10-06,0.9,33.4,49.8,21.2,0.4
2013-10-07,0.9,46.4,64.8,29.8,0.1
2013-10-08,0.9,49.6,63.7,34.7,0.1
2013-10-09,0.9,46.2,60.6,33.8,0.1
2013-10-10,1.4,38.7,48.2,33.4,0.3
2013-10-11,2.1,33.8,39.2,32.0,0.6
2013-10-12,2.2,34.7,47.5,27.1,0.5
2013-10-13,2.3,44.1,60.1,32.2,0.5
2013-10-14,2.8,32.4,37.9,27.1,0.6
2013-10-15,2.8,28.0,37.8,20.1,0.6
2013-10-16,2.9,27.9,39.4,18.9,0.5
2013-10-17,3.0,32.4,42.8,23.7,0.5
2013-10-18,3.0,28.8,38.7,21.4,0.5
2013-10-19,3.0,35.1,50.4,19.9,0.3
2013-10-20,3.1,32.5,38.7,27.7,0.3
2013-10-21,3.1,32.7,47.5,22.3,0.2
2013-10-22,3.1,37.8,54.7,26.4,0.2
2013-10-23,3.1,40.1,57.7,29.1,0.2
2013-10-24,3.1,41.0,59.4,30.2,0.2
2013-10-25,3.1,41.2,58.8,30.2,0.2
2013-10-26,3.1,39.9,56.8,29.3,0.1
2013-10-27,3.2,41.7,56.5,29.1,0.1
2013-10-28,3.2,44.6,57.2,34.5,0.1
2013-10-29,3.4,35.6,46.8,29.1,0.4
2013-10-30,3.6,29.8,36.9,26.6,0.5
2013-10-31,3.7,29.8,32.9,26.6,0.7
2013-11-01,3.7,31.5,39.2,23.4,0.7
2013-11-02,3.8,37.9,52.2,22.1,0.6
2013-11-03,3.9,32.9,47.8,11.3,0.9
2013-11-04,4.2,18.0,27.1,7.0,1.2
2013-11-05,4.2,18.3,26.6,12.4,1.3
2013-11-06,4.6,24.4,33.3,14.4,1.5
2013-11-07,4.6,34.0,43.0,27.0,1.5
2013-11-08,4.6,38.7,47.7,27.0,1.5
2013-11-09,4.6,36.1,52.7,25.7,1.5
2013-11-10,4.6,36.9,53.2,27.1,1.4
2013-11-11,4.6,36.7,53.6,26.4,1.4
2013-11-12,4.6,35.6,53.4,26.6,1.4
2013-11-13,4.6,37.9,51.1,27.1,1.5
2013-11-14,4.7,34.0,44.4,27.1,1.4
2013-11-15,4.9,33.8,43.0,23.7,1.7
2013-11-16,5.5,26.6,31.5,22.6,2.4
2013-11-17,5.5,25.0,32.9,19.0,2.5
2013-11-18,5.6,27.7,47.5,18.0,2.5
2013-11-19,5.9,32.2,43.5,22.5,2.6
2013-11-20,6.0,33.1,39.2,29.3,2.7
2013-11-21,6.1,21.2,31.6,12.9,3.0
2013-11-22,6.1,19.2,33.1,5.0,2.9
2013-11-23,6.1,25.5,43.5,17.2,2.9
2013-11-24,6.1,22.6,32.5,15.8,2.9
2013-11-25,6.1,23.5,36.9,16.0,2.9
2013-11-26,6.1,21.7,38.8,12.7,2.9
2013-11-27,6.1,27.0,45.5,16.7,2.9
2013-11-28,6.2,28.8,44.6,20.8,3.0
2013-11-29,6.2,29.5,43.0,21.9,3.0
2013-11-30,6.2,26.6,39.9,18.7,3.0
2013-12-01,6.2,28.8,34.2,21.6,3.0
2013-12-02,6.3,34.9,37.9,32.9,2.9
2013-12-03,6.7,22.3,34.2,7.5,3.5
2013-12-04,6.7,-2.2,8.2,-15.7,3.6
2013-12-05,6.7,-8.9,8.1,-16.4,3.6
2013-12-06,6.9,-3.3,7.9,-14.8,3.7
2013-12-07,7.2,12.9,19.9,2.7,4.0
2013-12-08,7.3,5.2,12.0,-0.2,4.1
2013-12-09,7.4,2.3,9.7,-6.3,4.1
2013-12-10,7.5,11.8,18.0,4.5,4.1
2013-12-11,7.5,12.4,29.7,4.1,4.1
2013-12-12,7.5,19.0,39.4,9.1,4.1
