date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2013-10-01,0.0,0.0,49.1,60.8,36.7,0.0
2013-10-02,0.0,0.0,41.9,53.6,34.7,0.0
2013-10-03,0.0,0.0,34.7,40.3,30.2,0.0
2013-10-04,0.0,0.0,38.5,49.5,28.8,0.0
2013-10-05,0.0,0.0,44.8,56.8,33.4,0.0
2013-10-06,0.1,0.0,55.9,66.9,45.7,0.0
2013-10-07,0.1,0.0,56.1,66.0,44.4,0.0
2013-10-08,0.1,0.0,41.4,50.4,31.5,0.0
2013-10-09,0.2,0.0,41.2,53.2,32.7,0.0
2013-10-10,0.2,0.0,43.9,52.7,36.9,0.0
2013-10-11,0.2,0.0,43.7,52.2,34.3,0.0
2013-10-12,0.2,0.0,44.6,52.5,36.0,0.0
2013-10-13,0.5,0.0,38.7,47.1,33.8,0.0
2013-10-14,0.5,0.0,38.1,44.4,32.0,0.0
2013-10-15,0.5,0.0,40.1,48.6,32.4,0.0
2013-10-16,0.6,0.0,44.1,53.2,34.5,0.0
2013-10-17,0.6,0.0,47.8,57.2,39.9,0.0
2013-10-18,0.6,0.0,46.4,56.7,38.7,0.0
2013-10-19,0.6,0.0,51.6,61.5,42.3,0.0
2013-10-20,0.6,0.0,53.8,63.5,46.4,0.0
2013-10-21,0.6,0.0,51.6,61.0,43.0,0.0
2013-10-22,0.6,0.0,54.0,63.5,46.8,0.0
2013-10-23,0.6,0.0,54.7,63.7,46.0,0.0
2013-10-24,0.6,0.0,56.5,64.9,49.1,0.0
2013-10-25,0.6,0.0,55.2,63.9,47.7,0.0
2013-10-26,0.6,0.0,53.1,61.7,44.8,0.0
2013-10-27,0.7,0.0,47.7,59.2,36.0,0.0
2013-10-28,1.3,4.0,31.8,37.8,27.7,0.4
2013-10-29,1.4,4.0,29.8,40.1,23.0,0.3
2013-10-30,1.4,4.0,29.3,37.4,21.4,0.3
2013-10-31,1.4,3.0,36.3,44.4,28.0,0.3
2013-11-01,1.4,2.0,41.4,48.6,36.7,0.1
2013-11-02,1.4,0.0,40.5,51.6,30.2,0.0
2013-11-03,1.4,0.0,28.4,32.0,25.2,0.0
2013-11-04,1.5,1.0,28.8,36.1,23.7,0.1
2013-11-05,1.5,1.0,33.4,40.1,24.8,0.1
2013-11-06,1.5,0.0,41.4,49.5,36.0,0.0
2013-11-07,1.5,0.0,46.0,53.1,40.6,0.0
2013-11-08,1.5,0.0,43.5,48.6,37.4,0.0
2013-11-09,1.5,0.0,43.7,52.2,36.1,0.0
2013-11-10,1.5,0.0,48.4,55.2,42.6,0.0
2013-11-11,1.5,0.0,53.2,60.8,46.2,0.0
2013-11-12,1.6,0.0,52.5,57.2,47.7,0.0
2013-11-13,1.6,0.0,47.7,55.8,39.4,0.0
2013-11-14,1.6,0.0,40.6,49.5,32.0,0.0
2013-11-15,1.6,0.0,30.4,35.2,23.7,0.0
2013-11-16,1.6,0.0,34.7,39.4,28.4,0.0
2013-11-17,1.6,0.0,37.9,44.8,29.5,0.0
2013-11-18,1.6,0.0,41.7,50.7,36.7,0.0
2013-11-19,1.8,0.0,38.1,41.2,32.7,0.0
2013-11-20,2.2,0.0,34.3,40.1,27.9,0.0
2013-11-21,2.2,0.0,27.7,31.3,24.1,0.0
2013-11-22,2.2,0.0,35.2,43.9,26.4,0.0
2013-11-23,2.2,0.0,39.2,48.0,32.7,0.0
2013-11-24,2.2,0.0,37.4,47.5,30.7,0.0
2013-11-25,2.3,0.0,41.0,48.4,34.3,0.0
2013-11-26,2.3,0.0,43.9,51.3,38.8,0.0
2013-11-27,2.3,0.0,43.0,48.4,38.3,0.0
2013-11-28,2.3,0.0,41.0,48.9,36.5,0.0
2013-11-29,2.3,0.0,38.7,44.6,35.2,0.0
2013-11-30,2.3,0.0,37.8,42.1,34.3,0.0
2013-12-01,2.3,0.0,40.8,46.6,32.7,0.0
2013-12-02,2.7,2.0,41.0,47.8,24.4,0.2
2013-12-03,2.8,3.0,17.4,25.7,10.6,0.3
2013-12-04,2.8,3.0,9.7,18.9,4.6,0.3
2013-12-05,2.8,3.0,7.2,14.5,3.7,0.3
2013-12-06,3.1,6.0,10.8,19.9,4.5,0.6
2013-12-07,3.4,12.0,12.4,27.7,1.4,1.0
2013-12-08,3.4,11.0,5.0,14.9,-0.2,1.0
2013-12-09,3.4,9.0,7.7,16.5,3.0,1.0
2013-12-10,3.5,9.0,21.6,34.5,6.4,1.1
2013-12-11,3.5,9.0,27.0,38.1,21.9,1.1
2013-12-12,3.5,9.0,30.0,39.9,23.5,1.1
2013-12-13,3.5,8.0,31.6,38.7,24.4,1.1
2013-12-14,3.5,8.0,28.8,38.1,23.4,1.1
2013-12-15,3.5,8.0,36.3,45.9,27.5,1.1
2013-12-16,3.5,7.0,42.3,50.2,33.8,1.1
2013-12-17,3.5,7.0,42.4,50.7,34.5,1.1
2013-12-18,3.5,7.0,38.7,47.3,29.5,1.1
2013-12-19,3.5,8.0,22.5,32.0,14.0,1.1
2013-12-20,3.6,7.0,20.3,36.1,11.8,1.2
2013-12-21,3.8,8.0,33.3,37.9,28.8,1.4
2013-12-22,3.8,7.0,34.3,39.4,31.3,1.4
2013-12-23,3.8,6.0,36.9,48.6,29.7,1.4
2013-12-24,3.8,7.0,34.7,43.2,29.5,1.4
2013-12-25,3.8,6.0,35.6,46.2,28.2,1.4
2013-12-26,3.8,6.0,38.3,46.0,32.2,1.4
2013-12-27,3.8,7.0,40.3,47.3,32.9,1.4
2013-12-28,3.8,6.0,34.5,43.5,25.9,1.4
2013-12-29,3.8,7.0,28.0,37.0,23.9,1.4
2013-12-30,3.8,7.0,35.8,45.7,26.2,1.4
2013-12-31,3.8,7.0,40.3,45.7,33.1,1.4
2014-01-01,3.8,7.0,37.2,46.0,32.4,1.4
2014-01-02,3.8,7.0,38.1,47.1,33.4,1.4
2014-01-03,3.8,7.0,37.8,45.9,30.2,1.4
2014-01-04,3.8,7.0,24.1,30.7,18.0,1.4
2014-01-05,3.8,7.0,27.1,36.7,20.3,1.4
2014-01-06,3.8,7.0,31.6,44.4,25.3,1.4
2014-01-07,4.0,8.0,33.8,43.7,23.9,1.5
2014-01-08,4.1,9.0,34.0,41.2,29.7,1.6
2014-01-09,4.2,10.0,31.6,36.1,28.0,1.7
2014-01-10,4.2,9.0,36.7,42.6,33.3,1.7
2014-01-11,4.2,8.0,38.1,45.7,27.1,1.7
2014-01-12,4.2,8.0,28.2,34.3,23.9,1.7
2014-01-13,4.2,8.0,34.9,44.1,27.9,1.7
2014-01-14,4.2,8.0,37.4,46.6,29.7,1.7
2014-01-15,4.2,7.0,40.8,47.8,32.7,1.7
2014-01-16,4.2,7.0,42.6,51.3,38.1,1.7
2014-01-17,4.2,7.0,43.2,52.2,38.3,1.7
2014-01-18,4.2,7.0,43.7,52.0,38.7,1.6
2014-01-19,4.2,7.0,41.4,50.0,35.8,1.6
2014-01-20,4.2,7.0,42.4,50.4,36.9,1.6
2014-01-21,4.2,7.0,41.2,48.6,37.2,1.6
2014-01-22,4.2,7.0,37.4,44.4,29.8,1.6
2014-01-23,4.2,7.0,34.5,41.9,28.8,1.6
2014-01-24,4.2,7.0,38.8,47.8,31.5,1.6
2014-01-25,4.2,7.0,40.6,48.0,35.8,1.6
2014-01-26,4.2,7.0,40.1,46.2,34.7,1.6
2014-01-27,4.3,6.0,42.3,46.6,35.2,1.5
2014-01-28,4.3,4.0,39.0,44.8,34.3,1.4
2014-01-29,6.1,2.0,39.4,45.5,34.9,0.8
2014-01-30,6.1,3.0,31.3,35.1,27.1,0.7
2014-01-31,6.2,4.0,24.6,31.8,21.4,0.6
2014-02-01,6.2,4.0,23.2,29.3,19.0,0.6
2014-02-02,6.2,4.0,21.7,30.0,16.5,0.6
2014-02-03,6.2,4.0,22.1,26.4,17.4,0.8
2014-02-04,6.2,4.0,19.0,24.8,14.7,0.8
2014-02-05,6.3,5.0,20.8,29.7,14.5,0.8
2014-02-06,6.6,7.0,23.5,32.2,15.4,1.1
2014-02-07,6.8,10.0,30.6,34.5,28.2,1.4
2014-02-08,7.8,8.0,36.9,41.2,33.4,1.7
2014-02-09,8.8,7.0,36.5,41.7,32.5,2.0
2014-02-10,8.8,7.0,35.1,40.8,31.6,2.0
2014-02-11,8.8,6.0,35.8,40.6,32.5,2.0
2014-02-12,9.6,5.0,40.8,49.3,34.2,1.9
2014-02-13,9.7,6.0,40.5,44.8,35.1,1.4
2014-02-14,9.7,4.0,44.1,48.4,33.3,0.7
2014-02-15,9.7,4.0,47.7,53.8,41.0,0.3
2014-02-16,10.0,4.0,35.1,41.9,30.2,0.5
2014-02-17,10.0,2.0,41.0,47.1,32.7,0.2
2014-02-18,10.0,4.0,38.1,45.7,30.2,0.2
2014-02-19,10.0,3.0,27.7,41.0,21.7,0.1
2014-02-20,10.0,3.0,28.8,36.3,20.7,0.1
2014-02-21,10.0,1.0,32.9,39.4,25.3,0.1
2014-02-22,10.0,0.0,36.0,42.4,29.3,0.0
2014-02-23,10.0,0.0,40.3,49.5,32.5,0.0
2014-02-24,10.0,0.0,45.9,53.2,38.7,0.0
2014-02-25,10.0,0.0,47.5,55.0,40.8,0.0
2014-02-26,10.0,0.0,47.3,53.2,40.8,0.0
2014-02-27,10.3,2.0,36.5,46.4,31.6,0.3
2014-02-28,10.6,4.0,34.9,43.7,30.0,0.6
2014-03-01,11.4,8.0,34.0,38.3,29.7,1.2
2014-03-02,11.7,9.0,36.3,41.2,32.0,1.3
2014-03-03,12.0,8.0,38.3,41.9,34.3,1.2
2014-03-04,12.3,7.0,36.7,44.2,30.4,1.2
2014-03-05,12.5,5.0,41.9,49.8,34.3,0.8
2014-03-06,13.0,1.0,39.6,49.8,31.3,0.5
2014-03-07,13.0,0.0,36.1,44.2,28.2,0.0
2014-03-08,13.0,0.0,41.2,52.7,29.5,0.0
2014-03-09,13.6,0.0,45.7,51.6,39.4,0.0
2014-03-10,14.3,0.0,35.2,49.5,27.7,0.0
2014-03-11,14.3,1.0,30.7,40.1,21.7,0.0
2014-03-12,14.3,0.0,37.9,48.0,28.0,0.0
2014-03-13,14.3,0.0,42.4,51.4,34.5,0.0
2014-03-14,14.3,0.0,41.7,47.5,34.0,0.0
2014-03-15,14.3,0.0,43.5,51.8,34.0,0.0
2014-03-16,14.3,0.0,50.0,59.2,40.8,0.0
2014-03-17,14.3,0.0,31.5,47.5,25.0,0.0
2014-03-18,14.3,0.0,27.9,37.9,19.8,0.0
2014-03-19,14.3,0.0,36.3,46.8,25.5,0.0
2014-03-20,14.3,0.0,41.7,50.2,32.2,0.0
2014-03-21,14.3,0.0,34.9,46.8,24.1,0.0
2014-03-22,14.3,0.0,35.2,46.4,24.6,0.0
2014-03-23,14.3,0.0,42.8,51.8,32.7,0.0
2014-03-24,14.3,2.0,47.7,57.4,37.2,0.0
2014-03-25,14.3,2.0,46.0,54.0,37.0,0.0
2014-03-26,14.5,2.0,34.5,44.1,30.0,0.1
2014-03-27,14.8,3.0,33.1,38.7,28.0,0.0
2014-03-28,14.9,3.0,38.1,45.7,29.5,0.0
2014-03-29,15.0,2.0,36.3,42.3,28.2,0.2
2014-03-30,15.2,5.0,30.6,37.4,27.3,0.3
2014-03-31,15.4,4.0,31.6,39.0,26.2,0.5
2014-04-01,15.8,6.0,27.3,33.1,24.1,0.8
2014-04-02,16.1,7.0,29.7,37.9,23.4,1.2
2014-04-03,16.1,7.0,34.9,44.6,23.5,1.1
2014-04-04,16.1,6.0,36.5,45.7,30.2,0.9
2014-04-05,16.1,5.0,37.4,45.3,30.7,0.5
2014-04-06,16.3,2.0,42.3,49.5,34.2,0.0
2014-04-07,16.3,1.0,49.1,59.2,39.0,0.0
2014-04-08,16.3,1.0,55.0,64.2,46.6,0.0
2014-04-09,16.3,1.0,53.1,61.9,45.0,0.0
2014-04-10,16.3,0.0,52.5,62.2,43.0,0.0
2014-04-11,16.3,0.0,55.6,64.8,46.6,0.0
2014-04-12,16.3,0.0,50.7,60.4,34.9,0.0
2014-04-13,16.3,0.0,38.7,46.8,30.4,0.0
2014-04-14,16.3,0.0,45.3,55.9,31.3,0.0
2014-04-15,16.3,0.0,47.5,54.1,40.6,0.0
2014-04-16,16.3,0.0,43.2,53.6,36.1,0.0
2014-04-17,16.3,0.0,52.0,64.4,40.5,0.0
2014-04-18,16.3,0.0,46.0,56.7,36.9,0.0
2014-04-19,16.3,0.0,52.5,64.9,42.8,0.0
2014-04-20,16.3,0.0,47.7,58.3,37.8,0.0
2014-04-21,16.3,0.0,52.0,61.0,42.8,0.0
2014-04-22,16.5,0.0,37.9,50.2,30.4,0.0
2014-04-23,16.6,0.0,37.2,47.1,26.6,0.0
2014-04-24,16.7,0.0,44.2,52.0,36.1,0.0
2014-04-25,16.8,0.0,36.3,42.3,31.8,0.0
2014-04-26,16.8,0.0,35.1,43.0,29.1,0.0
2014-04-27,16.8,0.0,35.1,41.4,28.8,0.0
2014-04-28,16.9,0.0,37.0,47.1,28.8,0.0
2014-04-29,16.9,0.0,44.6,56.5,33.4,0.0
2014-04-30,16.9,0.0,50.9,63.9,37.8,0.0
2014-05-01,16.9,0.0,59.4,70.0,45.7,0.0
2014-05-02,16.9,0.0,64.2,73.4,54.7,0.0
2014-05-03,16.9,0.0,58.8,68.7,48.2,0.0
2014-05-04,16.9,0.0,52.2,59.9,44.1,0.0
2014-05-05,16.9,0.0,44.4,52.7,35.1,0.0
2014-05-06,16.9,0.0,40.5,46.8,34.3,0.0
2014-05-07,17.9,0.0,40.6,48.4,32.2,0.0
2014-05-08,18.5,0.0,44.6,55.9,37.4,0.0
2014-05-09,19.0,0.0,43.0,51.3,34.7,0.0
2014-05-10,19.0,0.0,34.3,42.8,30.2,0.0
2014-05-11,19.0,0.0,41.2,50.7,32.0,0.0
2014-05-12,19.1,0.0,45.7,57.0,33.8,0.0
2014-05-13,19.1,0.0,52.0,63.1,39.2,0.0
2014-05-14,19.2,0.0,59.5,70.9,47.1,0.0
2014-05-15,19.2,0.0,64.9,74.5,51.8,0.0
2014-05-16,19.2,0.0,64.0,73.6,58.3,0.0
2014-05-17,19.2,0.0,60.8,70.5,49.8,0.0
2014-05-18,19.2,0.0,49.8,58.3,41.4,0.0
2014-05-19,19.2,0.0,46.4,55.6,36.3,0.0
2014-05-20,19.2,0.0,43.9,50.0,38.3,0.0
2014-05-21,19.4,0.0,45.7,59.4,39.0,0.0
2014-05-22,19.6,0.0,55.2,67.6,42.4,0.0
2014-05-23,19.6,0.0,61.2,70.5,49.8,0.0
2014-05-24,19.6,0.0,58.6,68.5,48.0,0.0
2014-05-25,19.6,0.0,62.8,73.6,50.2,0.0
2014-05-26,19.6,0.0,64.4,75.2,53.8,0.0
2014-05-27,19.6,0.0,62.1,73.0,50.9,0.0
2014-05-28,19.6,0.0,52.7,60.8,39.6,0.0
2014-05-29,19.6,0.0,49.3,62.8,35.8,0.0
2014-05-30,19.6,0.0,59.0,70.3,46.2,0.0
2014-05-31,19.6,0.0,58.6,70.9,50.2,0.0
2014-06-01,19.6,0.0,58.3,68.9,45.5,0.0
2014-06-02,19.6,0.0,63.9,75.2,52.2,0.0
2014-06-03,19.6,0.0,62.6,73.2,51.3,0.0
2014-06-04,19.6,0.0,63.5,73.0,51.4,0.0
2014-06-05,19.6,0.0,65.7,77.0,52.9,0.0
2014-06-06,19.6,0.0,64.4,74.1,51.8,0.0
2014-06-07,19.6,0.0,62.8,73.8,51.3,0.0
2014-06-08,19.6,0.0,62.6,74.5,48.2,0.0
2014-06-09,19.6,0.0,69.4,81.3,55.8,0.0
2014-06-10,19.6,0.0,65.5,76.3,56.1,0.0
2014-06-11,19.6,0.0,63.7,77.4,47.5,0.0
2014-06-12,19.6,0.0,66.4,76.6,53.4,0.0
2014-06-13,19.6,0.0,51.3,59.2,40.8,0.0
2014-06-14,19.6,0.0,51.8,61.3,38.5,0.0
2014-06-15,19.6,0.0,58.3,69.1,50.9,0.0
2014-06-16,19.6,0.0,46.8,55.4,38.1,0.0
2014-06-17,19.6,0.0,41.4,53.8,33.1,0.0
2014-06-18,19.6,0.0,50.9,64.4,36.0,0.0
2014-06-19,19.7,0.0,64.2,77.7,47.5,0.0
2014-06-20,19.7,0.0,67.3,76.5,57.2,0.0
2014-06-21,19.7,0.0,64.0,74.3,54.7,0.0
2014-06-22,19.7,0.0,66.2,77.2,53.2,0.0
2014-06-23,19.7,0.0,70.0,81.3,57.0,0.0
2014-06-24,19.7,0.0,67.5,77.0,58.3,0.0
2014-06-25,19.8,0.0,63.3,77.4,52.9,0.0
2014-06-26,19.9,0.0,53.6,59.2,50.0,0.0
2014-06-27,19.9,0.0,56.7,67.8,48.4,0.0
2014-06-28,19.9,0.0,62.1,73.2,48.4,0.0
2014-06-29,19.9,0.0,66.6,77.5,56.1,0.0
2014-06-30,19.9,0.0,66.4,79.7,51.3,0.0
2014-07-01,20.1,0.0,73.9,87.6,58.5,0.0
2014-07-02,20.1,0.0,78.4,89.2,66.6,0.0
2014-07-03,20.1,0.0,75.2,86.0,63.7,0.0
2014-07-04,20.1,0.0,75.9,86.0,66.2,0.0
2014-07-05,20.1,0.0,74.5,85.1,62.6,0.0
2014-07-06,20.1,0.0,79.5,90.7,64.2,0.0
2014-07-07,20.1,0.0,79.2,91.4,65.8,0.0
2014-07-08,20.1,0.0,78.3,88.5,69.8,0.0
2014-07-09,20.1,0.0,72.5,80.8,66.9,0.0
2014-07-10,20.1,0.0,73.4,85.1,63.1,0.0
2014-07-11,20.1,0.0,71.6,84.6,63.1,0.0
2014-07-12,20.1,0.0,73.4,86.0,60.6,0.0
2014-07-13,20.1,0.0,80.6,91.4,66.2,0.0
2014-07-14,20.1,0.0,82.8,92.3,70.7,0.0
