date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2013-10-01,0.0,0.0,48.4,61.2,40.5,0.0
2013-10-02,0.1,0.0,43.2,53.4,37.2,0.0
2013-10-03,0.1,0.0,40.6,50.7,33.8,0.0
2013-10-04,0.1,0.0,31.5,42.3,24.1,0.0
2013-10-05,0.1,0.0,27.1,37.2,16.2,0.0
2013-10-06,0.1,0.0,40.1,51.1,29.7,0.0
2013-10-07,0.2,1.0,42.4,51.1,36.0,0.1
2013-10-08,0.5,2.0,41.7,50.7,34.5,0.4
2013-10-09,0.5,0.0,40.1,52.2,32.7,0.0
2013-10-10,0.9,5.0,28.8,40.3,17.1,0.5
2013-10-11,0.9,4.0,24.6,32.4,17.1,0.6
2013-10-12,0.9,3.0,31.5,41.9,23.9,0.7
2013-10-13,0.9,3.0,36.0,41.7,30.2,0.6
2013-10-14,0.9,3.0,30.0,36.5,25.5,0.4
2013-10-15,0.9,3.0,28.0,38.8,20.5,0.4
2013-10-16,1.0,5.0,21.7,27.0,18.0,0.5
2013-10-17,1.0,3.0,30.2,40.8,22.5,0.5
2013-10-18,1.0,3.0,26.6,34.3,21.6,0.5
2013-10-19,1.0,3.0,30.2,36.9,25.0,0.6
2013-10-20,1.0,3.0,32.4,39.9,27.9,0.6
2013-10-21,1.0,3.0,28.8,36.9,21.9,0.5
2013-10-22,1.0,3.0,36.3,44.1,29.3,0.5
2013-10-23,1.0,0.0,38.5,48.4,32.7,0.0
2013-10-24,1.2,0.0,36.9,48.0,29.7,0.0
2013-10-25,1.6,7.0,30.6,34.5,27.1,0.9
2013-10-26,1.6,6.0,29.7,37.2,26.8,0.9
2013-10-27,1.6,6.0,31.6,40.1,27.3,0.9
2013-10-28,1.6,6.0,32.2,37.8,28.4,0.8
2013-10-29,1.6,5.0,31.5,40.8,25.5,0.9
2013-10-30,2.0,6.0,22.5,28.2,14.5,1.2
2013-10-31,2.0,8.0,17.2,23.2,13.8,1.2
2013-11-01,2.0,8.0,24.3,32.0,16.2,1.2
2013-11-02,2.0,8.0,37.8,48.2,28.4,1.2
2013-11-03,2.1,8.0,27.1,30.6,23.2,1.3
2013-11-04,2.3,7.0,28.8,38.7,22.1,1.5
2013-11-05,2.9,12.0,19.4,27.7,8.4,2.1
2013-11-06,2.9,12.0,20.8,33.1,9.5,2.1
2013-11-07,2.9,11.0,34.2,45.3,26.6,2.1
2013-11-08,2.9,11.0,32.4,38.8,26.8,2.1
2013-11-09,2.9,10.0,36.5,47.5,31.3,2.1
2013-11-10,2.9,10.0,35.2,46.6,30.6,2.1
2013-11-11,2.9,10.0,34.7,44.6,27.5,2.0
2013-11-12,2.9,10.0,31.5,42.8,27.0,2.0
2013-11-13,2.9,10.0,29.3,40.1,23.9,2.0
2013-11-14,2.9,10.0,26.4,36.1,22.5,2.0
2013-11-15,4.2,16.0,25.9,33.1,21.7,3.3
2013-11-16,4.4,14.0,23.4,24.4,20.7,3.5
2013-11-17,4.5,12.0,21.2,25.5,18.3,3.5
2013-11-18,4.5,17.0,28.8,36.9,19.4,3.6
2013-11-19,4.5,16.0,28.2,36.1,23.9,3.6
2013-11-20,4.7,18.0,25.2,29.3,23.4,3.7
2013-11-21,4.7,18.0,25.5,27.7,22.6,3.8
2013-11-22,5.7,18.0,25.2,26.6,22.5,4.8
2013-11-23,6.2,26.0,23.5,26.6,18.0,5.2
2013-11-24,6.8,28.0,14.4,21.4,9.3,5.8
2013-11-25,6.8,29.0,14.7,23.4,7.5,5.8
2013-11-26,6.8,28.0,17.1,28.0,12.9,5.8
2013-11-27,7.0,28.0,22.3,35.6,14.5,5.8
2013-11-28,7.0,27.0,24.3,33.1,17.6,6.0
2013-11-29,7.0,25.0,23.7,29.3,19.2,5.8
2013-11-30,7.0,24.0,26.2,32.5,22.3,5.7
2013-12-01,7.0,25.0,23.4,27.0,20.3,5.7
2013-12-02,7.0,25.0,25.5,32.4,20.7,5.7
2013-12-03,7.0,25.0,25.2,34.0,19.4,5.7
2013-12-04,7.0,22.0,19.6,25.7,13.5,5.7
2013-12-05,7.0,29.0,8.1,13.5,2.7,5.7
2013-12-06,7.0,27.0,2.8,6.3,0.0,6.3
2013-12-07,7.8,31.0,9.3,14.2,3.9,6.6
2013-12-08,8.0,31.0,3.9,7.9,-0.8,6.6
2013-12-09,8.0,31.0,0.9,4.6,-5.1,6.6
2013-12-10,8.0,31.0,12.6,18.9,3.9,6.6
2013-12-11,8.0,30.0,21.4,27.1,14.4,6.6
2013-12-12,8.0,28.0,27.1,36.3,23.4,6.6
2013-12-13,8.0,28.0,17.6,24.3,12.0,6.6
