date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1998-10-01,0.2,34.7,43.0,26.8,0.0
1998-10-02,0.4,31.3,39.9,27.7,0.0
1998-10-03,0.7,36.0,47.5,27.1,0.0
1998-10-04,1.0,21.7,28.8,16.7,0.0
1998-10-05,1.2,16.3,22.1,13.6,0.0
1998-10-06,1.2,21.4,36.0,12.9,0.0
1998-10-07,1.2,36.9,54.7,21.9,0.0
1998-10-08,1.2,41.7,57.2,30.2,0.0
1998-10-09,1.2,39.0,52.7,29.1,0.0
1998-10-10,1.2,38.8,51.8,25.0,0.0
1998-10-11,1.2,36.0,50.2,20.3,0.0
1998-10-12,1.3,39.4,54.7,31.5,0.0
1998-10-13,1.3,41.7,55.2,30.0,0.0
1998-10-14,1.3,41.4,55.0,34.3,0.0
1998-10-15,1.3,38.1,47.3,29.7,0.0
1998-10-16,1.3,26.8,38.7,18.9,0.0
1998-10-17,1.7,19.4,25.3,16.9,0.0
1998-10-18,1.7,25.3,41.9,13.8,0.0
1998-10-19,1.9,31.6,44.8,22.6,0.0
1998-10-20,1.9,27.5,36.3,22.3,0.0
1998-10-21,2.1,34.0,46.8,24.8,0.1
1998-10-22,2.1,34.5,44.4,27.7,0.0
1998-10-23,2.1,30.7,45.7,23.2,0.0
1998-10-24,2.1,28.8,43.2,20.1,0.0
1998-10-25,2.1,32.2,41.9,24.3,0.0
1998-10-26,2.1,34.7,41.0,29.5,0.0
1998-10-27,2.2,32.7,41.4,27.7,0.2
1998-10-28,2.5,24.3,27.9,21.9,0.6
1998-10-29,2.5,27.5,38.1,21.2,0.5
1998-10-30,2.6,28.4,39.4,24.6,0.5
1998-10-31,2.6,25.7,29.8,24.1,0.5
1998-11-01,2.6,26.4,31.6,24.1,0.5
1998-11-02,2.9,24.3,28.0,22.5,0.8
1998-11-03,3.3,19.2,25.9,10.4,1.1
1998-11-04,3.4,13.8,29.8,5.0,1.0
1998-11-05,3.6,18.3,32.9,7.7,1.0
1998-11-06,3.6,17.1,27.9,9.9,1.0
1998-11-07,3.6,14.2,27.1,7.2,1.2
1998-11-08,3.9,20.3,27.0,14.7,1.4
1998-11-09,4.2,8.1,15.4,1.0,1.7
1998-11-10,4.2,1.9,8.4,-2.7,1.8
1998-11-11,4.8,10.9,23.7,-2.0,1.9
1998-11-12,4.8,17.2,33.4,9.5,1.9
1998-11-13,4.9,23.4,36.9,11.7,1.9
1998-11-14,4.9,27.7,38.8,19.6,1.9
