date,PREC_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
1998-10-01,0.3,,,,0.0
1998-10-02,1.5,,,,0.3
1998-10-03,2.7,,,,0.8
1998-10-04,3.0,,,,1.1
1998-10-05,3.2,,,,1.1
1998-10-06,3.2,,,,1.2
1998-10-07,3.4,,,,1.2
1998-10-08,3.4,,,,1.1
1998-10-09,3.4,,,,1.1
1998-10-10,3.5,,,,1.0
1998-10-11,3.5,,,,0.9
1998-10-12,3.6,,,,0.8
1998-10-13,3.6,,,,0.8
1998-10-14,3.6,,,,0.7
1998-10-15,3.6,,,,0.7
1998-10-16,3.8,,,,0.8
1998-10-17,3.9,,,,0.9
1998-10-18,3.9,,,,0.8
1998-10-19,3.9,,,,0.8
1998-10-20,3.9,10.0,32.4,1.8,0.8
1998-10-21,3.9,,23.2,,0.7
1998-10-22,3.9,,,,0.7
1998-10-23,4.3,,,,1.1
1998-10-24,4.3,,,,0.8
1998-10-25,4.4,,,,0.6
1998-10-26,4.4,,,,0.4
1998-10-27,4.6,,,,0.4
1998-10-28,5.8,,,,1.3
1998-10-29,5.9,,,,1.3
1998-10-30,6.1,,,,1.3
1998-10-31,6.1,,,,1.3
1998-11-01,6.2,,,,1.3
1998-11-02,6.2,,,,1.3
1998-11-03,6.5,,,,1.5
1998-11-04,6.5,-6.0,30.2,,1.5
1998-11-05,6.5,,34.0,21.2,1.5
1998-11-06,7.1,21.4,25.9,15.1,2.2
1998-11-07,7.2,18.9,24.4,14.5,2.2
1998-11-08,8.0,21.6,27.0,14.5,3.0
1998-11-09,8.0,13.3,19.4,8.8,3.0
1998-11-10,8.1,11.7,14.0,9.0,3.0
1998-11-11,8.2,17.8,24.4,13.3,3.1
1998-11-12,8.3,21.6,26.2,17.6,3.1
1998-11-13,8.5,28.8,35.8,22.1,3.1
1998-11-14,8.5,35.2,42.4,29.8,3.1
1998-11-15,8.5,36.0,44.1,28.2,3.1
1998-11-16,8.5,33.1,40.3,28.0,3.0
1998-11-17,8.9,36.1,45.9,23.4,3.5
1998-11-18,9.4,21.9,25.3,18.9,4.0
1998-11-19,9.4,17.4,21.6,14.5,4.0
1998-11-20,9.5,19.9,26.8,13.3,4.0
1998-11-21,9.5,30.9,36.3,22.3,4.0
1998-11-22,9.5,32.2,37.8,27.9,4.0
1998-11-23,9.8,36.3,42.8,27.9,4.0
1998-11-24,9.8,29.5,38.8,20.1,4.0
1998-11-25,9.8,29.8,34.9,21.6,4.0
1998-11-26,9.8,39.9,48.2,32.7,4.0
1998-11-27,9.8,41.0,48.6,36.9,4.0
1998-11-28,10.0,38.8,46.6,30.6,4.1
1998-11-29,10.9,28.8,30.4,27.0,5.1
1998-11-30,11.0,30.9,35.6,26.6,5.1
1998-12-01,11.0,,,,5.1
1998-12-02,11.0,33.3,39.9,30.2,5.1
1998-12-03,11.0,35.6,42.4,28.0,5.1
1998-12-04,11.0,30.7,40.3,12.7,5.1
1998-12-05,11.0,7.0,12.6,0.7,5.1
1998-12-06,11.0,5.5,14.4,0.9,5.2
1998-12-07,11.0,5.0,9.0,1.4,5.2
1998-12-08,11.3,13.5,19.6,7.0,5.3
1998-12-09,11.3,10.0,14.4,4.3,5.4
1998-12-10,11.5,12.6,19.9,4.6,5.4
1998-12-11,11.6,22.3,29.3,17.1,5.5
1998-12-12,11.7,24.4,29.7,21.7,5.5
1998-12-13,11.7,31.8,37.9,24.3,5.5
1998-12-14,11.7,32.7,38.8,27.3,5.5
1998-12-15,11.7,28.8,34.3,25.5,5.5
1998-12-16,11.8,26.6,30.6,21.9,5.5
1998-12-17,11.8,30.9,37.0,26.2,5.5
1998-12-18,11.9,14.0,28.8,-7.2,5.6
1998-12-19,12.2,-8.5,3.9,-14.8,6.2
1998-12-20,12.5,-5.6,3.4,-17.0,6.4
1998-12-21,12.5,-8.9,-2.2,-13.0,6.4
1998-12-22,12.5,-2.2,4.3,-5.3,6.4
1998-12-23,12.6,-1.8,5.2,-6.9,6.5
1998-12-24,12.8,7.0,12.0,0.9,6.7
1998-12-25,13.0,15.4,18.9,10.4,6.9
1998-12-26,13.1,20.1,23.7,16.0,6.9
1998-12-27,13.2,17.2,19.8,14.7,6.9
1998-12-28,13.4,23.4,27.0,19.0,6.9
1998-12-29,13.4,27.0,29.8,23.5,6.8
1998-12-30,13.4,27.9,30.7,25.0,6.8
1998-12-31,13.8,28.4,40.1,24.8,7.3
1999-01-01,13.8,18.7,24.6,9.7,7.4
1999-01-02,13.8,8.4,14.7,2.3,7.6
1999-01-03,13.9,5.4,8.4,0.1,7.7
1999-01-04,14.3,14.2,20.3,6.3,8.0
1999-01-05,14.5,22.3,25.3,18.3,8.3
1999-01-06,14.5,26.2,29.5,22.6,8.5
1999-01-07,14.5,24.4,29.8,16.7,8.5
1999-01-08,14.5,14.9,18.3,12.6,8.6
1999-01-09,14.8,17.2,20.8,13.6,8.9
1999-01-10,14.9,23.4,28.8,17.8,9.0
1999-01-11,14.9,29.3,36.0,25.9,9.0
1999-01-12,14.9,,,,9.1
1999-01-13,14.9,17.8,22.3,12.9,9.1
1999-01-14,15.0,23.5,29.3,13.3,9.2
1999-01-15,15.0,26.2,29.5,21.4,9.1
1999-01-16,15.2,21.9,27.5,13.5,9.4
1999-01-17,15.2,14.9,22.3,10.6,9.5
1999-01-18,15.6,26.8,30.4,21.9,9.9
1999-01-19,15.9,24.8,28.8,21.7,10.1
1999-01-20,16.1,24.4,30.2,18.3,10.4
1999-01-21,16.8,20.7,24.6,15.3,11.2
1999-01-22,16.8,14.4,18.3,12.7,11.3
1999-01-23,16.9,22.5,28.0,15.8,11.4
1999-01-24,17.6,18.9,21.6,16.7,12.0
1999-01-25,17.7,30.0,39.4,19.6,12.1
1999-01-26,18.0,23.4,31.3,17.1,12.6
1999-01-27,18.1,15.1,19.8,9.5,12.8
1999-01-28,18.2,12.0,19.8,6.6,12.8
1999-01-29,18.2,18.0,26.6,11.5,12.9
1999-01-30,18.3,22.6,34.7,14.7,12.9
1999-01-31,18.3,27.3,35.2,19.2,12.9
1999-02-01,18.3,15.8,26.8,8.4,12.9
1999-02-02,18.4,15.6,20.7,7.9,12.9
1999-02-03,18.4,20.8,25.5,16.5,12.9
1999-02-04,18.5,30.7,38.5,24.8,12.9
1999-02-05,19.6,24.8,26.8,21.0,14.1
1999-02-06,19.6,23.0,29.1,20.3,14.1
1999-02-07,19.7,27.9,32.5,23.4,14.1
1999-02-08,20.0,24.8,30.2,18.9,14.5
1999-02-09,20.0,34.0,38.1,29.8,14.5
1999-02-10,20.0,13.8,37.0,1.8,15.2
1999-02-11,20.2,1.8,6.3,-2.0,15.2
1999-02-12,20.4,17.6,27.5,4.3,15.3
1999-02-13,20.6,32.5,45.5,24.6,15.3
1999-02-14,20.7,29.8,36.5,19.4,15.3
1999-02-15,20.7,17.4,24.1,13.5,15.3
1999-02-16,20.7,18.3,24.8,11.8,15.3
1999-02-17,20.7,18.3,24.8,9.3,15.7
1999-02-18,20.8,18.0,23.7,11.1,15.8
1999-02-19,20.8,18.3,24.1,11.3,15.9
1999-02-20,20.8,13.3,21.2,8.6,16.0
1999-02-21,21.3,22.6,33.4,10.6,16.3
1999-02-22,21.3,11.7,15.4,8.1,16.4
1999-02-23,21.7,20.7,26.2,13.1,16.5
1999-02-24,21.7,29.1,36.9,22.3,16.5
1999-02-25,21.7,33.4,44.1,19.2,16.4
1999-02-26,21.8,15.8,23.7,8.6,16.4
1999-02-27,21.8,17.8,26.2,5.9,16.4
1999-02-28,21.8,30.7,39.4,24.1,16.4
1999-03-01,21.8,29.3,37.2,20.3,16.5
1999-03-02,21.8,20.7,27.5,12.7,16.5
1999-03-03,21.8,32.0,43.2,25.0,16.5
1999-03-04,21.8,21.2,25.9,13.1,16.9
1999-03-05,21.8,9.0,15.4,3.0,16.9
1999-03-06,22.2,21.0,35.1,4.3,17.0
1999-03-07,22.3,30.2,41.0,21.6,17.2
1999-03-08,22.4,19.2,26.4,14.0,17.2
1999-03-09,22.4,25.9,36.9,17.6,17.3
1999-03-10,22.5,20.3,30.2,14.9,17.3
1999-03-11,22.5,29.1,41.9,17.6,17.3
1999-03-12,22.5,18.0,21.6,13.6,17.3
1999-03-13,22.7,27.3,38.5,15.8,17.4
1999-03-14,22.7,37.8,48.9,28.8,17.5
1999-03-15,22.7,40.1,49.1,33.3,17.5
1999-03-16,22.7,37.0,48.0,25.2,17.5
1999-03-17,22.7,31.3,44.2,20.8,17.5
1999-03-18,22.7,37.0,49.8,26.6,17.5
1999-03-19,22.7,39.9,53.2,30.7,17.5
1999-03-20,22.7,42.1,56.7,32.4,17.5
1999-03-21,22.7,35.6,46.0,25.9,17.7
1999-03-22,22.7,30.6,41.4,24.3,17.8
1999-03-23,22.7,36.7,48.4,25.9,17.8
1999-03-24,22.7,39.2,50.9,28.4,17.8
1999-03-25,22.7,42.8,54.7,32.2,17.7
1999-03-26,22.9,38.7,50.9,29.8,17.6
1999-03-27,23.1,24.3,30.9,12.7,18.0
1999-03-28,23.1,21.2,33.1,10.8,17.8
1999-03-29,23.4,35.8,48.4,17.2,17.9
1999-03-30,23.4,42.3,53.8,30.0,17.7
1999-03-31,23.6,33.4,47.1,25.7,18.0
1999-04-01,24.0,18.9,29.1,11.1,18.7
1999-04-02,24.2,16.5,28.0,10.6,19.1
1999-04-03,24.7,14.9,22.1,7.3,19.5
1999-04-04,24.8,20.7,30.7,14.7,19.6
1999-04-05,24.9,23.9,31.6,15.4,19.7
1999-04-06,24.9,33.3,44.2,25.2,19.8
1999-04-07,25.3,38.7,54.3,26.8,19.9
1999-04-08,25.8,26.2,36.1,21.0,20.7
1999-04-09,25.8,24.3,39.2,12.9,20.9
1999-04-10,26.3,18.3,29.7,11.3,21.5
1999-04-11,26.5,30.9,45.9,17.6,21.5
1999-04-12,26.5,39.2,49.3,30.2,21.5
1999-04-13,26.5,40.3,52.0,27.7,21.6
1999-04-14,26.9,23.0,30.9,10.9,22.2
1999-04-15,26.9,14.0,23.4,6.8,22.2
1999-04-16,26.9,16.0,27.1,8.2,22.2
1999-04-17,27.2,31.6,45.9,10.9,22.3
