date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2006-10-01,0.0,0.0,47.7,59.2,35.8,0.0
2006-10-02,0.0,0.0,43.5,52.2,36.1,0.0
2006-10-03,0.0,0.0,43.9,59.0,29.8,0.0
2006-10-04,0.0,0.0,38.7,53.1,27.9,0.0
2006-10-05,0.2,0.0,33.4,40.3,28.4,0.0
2006-10-06,0.2,0.0,35.1,45.0,27.0,0.0
2006-10-07,0.2,0.0,36.3,44.4,28.4,0.0
2006-10-08,0.2,0.0,39.6,48.6,34.0,0.0
2006-10-09,0.2,0.0,40.1,50.7,31.5,0.0
2006-10-10,1.0,4.0,28.8,32.5,25.2,0.9
2006-10-11,1.0,2.0,37.2,48.0,31.6,0.6
2006-10-12,1.0,0.0,41.7,50.2,28.4,0.0
2006-10-13,1.0,0.0,43.0,53.6,30.9,0.0
2006-10-14,1.0,0.0,41.7,56.1,32.0,0.0
2006-10-15,1.0,0.0,43.2,55.9,34.3,0.0
2006-10-16,1.2,0.0,33.4,42.6,25.0,0.0
2006-10-17,1.2,0.0,27.3,34.2,20.8,0.0
2006-10-18,1.2,0.0,36.1,50.0,25.0,0.0
2006-10-19,1.2,0.0,43.2,56.7,32.9,0.0
2006-10-20,1.2,0.0,44.4,58.3,37.4,0.0
2006-10-21,1.2,0.0,43.9,60.1,29.5,0.0
2006-10-22,1.2,0.0,42.6,57.7,33.1,0.0
2006-10-23,1.2,0.0,41.9,56.1,33.4,0.0
2006-10-24,1.2,0.0,39.0,52.5,29.7,0.0
2006-10-25,1.2,0.0,31.8,38.3,22.5,0.0
2006-10-26,1.2,0.0,39.0,53.4,29.8,0.0
2006-10-27,1.2,0.0,41.7,58.3,30.0,0.0
2006-10-28,1.2,0.0,41.7,59.4,30.7,0.0
2006-10-29,1.2,0.0,35.8,49.3,28.0,0.0
2006-10-30,1.2,0.0,35.8,48.9,27.3,0.0
2006-10-31,1.2,0.0,34.5,47.8,27.7,0.0
2006-11-01,1.2,0.0,35.6,45.9,27.0,0.0
2006-11-02,1.5,1.0,36.3,41.4,32.2,0.2
2006-11-03,1.9,1.0,32.4,37.9,25.9,0.4
2006-11-04,2.0,0.0,32.4,45.9,25.2,0.2
2006-11-05,2.0,0.0,39.0,51.4,30.9,0.0
2006-11-06,2.0,0.0,46.0,57.4,39.4,0.0
2006-11-07,2.0,0.0,44.2,55.8,36.7,0.0
2006-11-08,2.0,0.0,35.8,42.1,25.7,0.0
2006-11-09,2.0,0.0,26.4,37.9,17.4,0.0
2006-11-10,2.0,0.0,32.9,44.8,21.4,0.0
2006-11-11,2.1,1.0,26.6,34.5,17.8,0.3
2006-11-12,2.3,2.0,27.3,40.5,17.4,0.5
2006-11-13,2.8,2.0,32.0,35.6,23.0,0.8
2006-11-14,3.0,1.0,32.4,43.5,25.3,0.4
2006-11-15,3.0,0.0,39.9,53.4,27.3,0.0
2006-11-16,3.0,0.0,36.1,40.1,30.7,0.0
2006-11-17,3.0,0.0,36.5,45.3,30.0,0.0
2006-11-18,3.0,0.0,36.3,49.6,28.0,0.0
2006-11-19,3.0,0.0,42.8,54.9,34.0,0.0
2006-11-20,3.0,0.0,43.5,50.2,35.8,0.0
2006-11-21,3.0,0.0,37.4,41.9,33.8,0.0
2006-11-22,3.0,0.0,32.7,39.0,25.0,0.0
2006-11-23,3.1,0.0,23.5,36.1,14.5,0.0
2006-11-24,3.1,0.0,24.8,38.3,17.1,0.0
2006-11-25,3.1,0.0,22.3,33.1,16.2,0.0
2006-11-26,3.4,3.0,21.7,28.2,16.0,0.7
2006-11-27,3.7,4.0,17.4,20.5,12.2,1.0
2006-11-28,3.7,4.0,10.9,19.4,4.6,1.0
2006-11-29,3.7,4.0,19.0,29.3,7.2,1.0
2006-11-30,3.7,2.0,30.7,47.8,21.6,1.0
2006-12-01,3.7,2.0,30.4,43.9,23.0,1.0
2006-12-02,3.7,2.0,34.5,46.0,25.0,1.0
2006-12-03,3.7,3.0,32.4,50.4,25.2,1.0
2006-12-04,3.7,3.0,31.8,49.8,25.3,1.0
2006-12-05,3.7,2.0,37.4,53.6,26.6,1.0
