date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2008-10-01,0.0,0.0,49.8,65.8,42.3,0.0
2008-10-02,0.0,0.0,47.7,62.2,40.8,0.0
2008-10-03,0.1,0.0,44.6,59.7,40.1,0.1
2008-10-04,0.8,0.0,,,,0.2
2008-10-05,1.0,80.0,38.7,,32.0,0.2
2008-10-06,1.1,36.0,37.2,47.5,29.5,0.1
2008-10-07,1.1,0.0,40.8,54.9,31.6,0.1
2008-10-08,1.1,0.0,47.5,62.8,36.7,0.1
2008-10-09,1.1,0.0,47.5,60.4,36.3,0.1
2008-10-10,1.1,0.0,46.8,57.7,38.3,0.1
2008-10-11,1.9,0.0,,,,0.2
2008-10-12,2.0,0.0,37.9,48.2,25.7,0.2
2008-10-13,2.1,0.0,36.3,46.8,25.3,0.2
2008-10-14,2.3,0.0,32.9,36.7,28.8,0.2
2008-10-15,2.3,0.0,37.9,,27.7,0.2
2008-10-16,2.3,0.0,38.8,52.7,29.8,0.2
2008-10-17,2.3,0.0,43.7,57.0,33.8,0.2
2008-10-18,2.4,0.0,44.6,60.8,34.2,0.2
2008-10-19,2.4,0.0,42.8,56.1,32.7,0.2
2008-10-20,2.4,0.0,42.8,56.5,34.3,0.2
2008-10-21,2.4,0.0,41.7,53.4,32.2,0.2
2008-10-22,2.4,0.0,26.2,36.5,16.7,0.2
2008-10-23,2.4,93.0,31.5,47.5,16.3,0.2
2008-10-24,2.4,108.0,38.7,53.2,29.8,0.2
2008-10-25,2.4,64.0,43.5,61.0,29.8,0.2
2008-10-26,2.4,55.0,45.5,58.6,29.8,0.2
2008-10-27,2.4,35.0,39.0,53.2,28.2,0.2
2008-10-28,2.4,10.0,44.4,57.2,37.8,0.2
2008-10-29,2.4,36.0,43.5,56.8,36.0,0.2
2008-10-30,2.4,54.0,44.4,59.4,35.6,0.2
2008-10-31,2.4,48.0,45.7,58.5,38.8,0.2
2008-11-01,2.4,42.0,44.1,57.2,37.8,0.2
2008-11-02,2.4,21.0,44.4,55.8,36.0,0.2
2008-11-03,2.4,13.0,41.7,53.6,32.7,0.2
2008-11-04,2.4,1.0,37.9,47.5,30.6,0.2
2008-11-05,2.5,0.0,21.6,30.7,15.1,0.2
2008-11-06,2.5,2.0,,,,0.2
2008-11-07,2.5,2.0,,,,0.3
2008-11-08,2.5,2.0,,,,0.3
2008-11-09,2.5,2.0,,,,0.4
2008-11-10,2.6,3.0,,,,0.4
2008-11-11,2.7,2.0,,,,0.4
2008-11-12,2.7,2.0,,,,0.4
2008-11-13,2.7,2.0,,-8.0,,0.4
2008-11-14,2.7,3.0,,,,0.4
2008-11-15,2.7,2.0,,,,0.4
2008-11-16,2.7,2.0,,,,0.4
2008-11-17,2.7,2.0,,,,0.4
2008-11-18,2.7,2.0,,,,0.4
2008-11-19,3.7,2.0,-0.2,,,0.4
2008-11-20,3.8,2.0,,44.1,19.4,0.4
