date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2011-10-01,0.1,0.0,46.2,61.7,38.1,0.0
2011-10-02,0.1,0.0,44.1,59.9,34.2,0.0
2011-10-03,0.2,0.0,42.8,55.0,34.5,0.0
2011-10-04,0.4,0.0,39.4,49.1,34.3,0.3
2011-10-05,0.9,4.0,32.7,36.3,29.5,0.5
2011-10-06,1.4,7.0,22.6,29.5,17.4,0.9
2011-10-07,1.7,8.0,22.1,27.0,14.5,1.0
2011-10-08,1.9,6.0,27.9,38.1,23.4,1.0
2011-10-09,1.9,5.0,25.9,37.4,18.9,1.0
2011-10-10,2.1,5.0,29.7,41.7,18.7,1.2
2011-10-11,2.2,5.0,32.5,37.0,28.8,1.4
2011-10-12,2.2,5.0,33.8,46.2,27.0,1.2
2011-10-13,2.2,4.0,38.7,51.4,26.8,1.2
2011-10-14,2.2,3.0,39.9,52.7,32.0,1.0
2011-10-15,2.2,3.0,44.4,60.4,34.3,0.8
2011-10-16,2.3,2.0,40.6,56.1,30.6,0.7
2011-10-17,2.3,2.0,30.4,38.7,27.0,0.7
2011-10-18,2.3,2.0,35.2,50.7,27.0,0.7
2011-10-19,2.3,2.0,38.1,54.3,27.9,0.7
2011-10-20,2.4,2.0,35.8,49.5,27.5,0.6
2011-10-21,2.4,2.0,37.2,50.4,27.1,0.5
2011-10-22,2.4,2.0,36.5,47.3,30.2,0.5
2011-10-23,2.4,2.0,38.3,54.3,28.2,0.5
2011-10-24,2.4,2.0,38.7,52.7,29.7,0.5
2011-10-25,2.5,4.0,28.2,36.7,17.1,0.7
2011-10-26,2.5,4.0,17.4,25.5,9.5,0.7
2011-10-27,2.5,4.0,23.4,35.2,11.8,0.7
2011-10-28,2.5,3.0,26.8,44.2,13.5,0.7
2011-10-29,2.5,2.0,30.9,41.2,23.2,0.7
2011-10-30,2.5,3.0,32.5,49.3,23.5,0.7
2011-10-31,2.5,2.0,33.1,47.3,25.3,0.6
2011-11-01,2.7,5.0,20.8,31.6,9.0,1.0
2011-11-02,2.7,5.0,12.9,29.1,0.0,1.0
2011-11-03,2.7,4.0,19.8,37.0,6.6,1.0
2011-11-04,2.8,3.0,25.9,37.9,19.9,1.2
2011-11-05,2.9,6.0,11.1,22.1,0.1,1.4
2011-11-06,2.9,7.0,12.0,19.4,0.7,1.4
2011-11-07,2.9,6.0,13.8,24.6,6.8,1.4
2011-11-08,2.9,7.0,12.9,24.8,3.0,1.4
2011-11-09,2.9,6.0,19.0,35.8,7.0,1.4
2011-11-10,2.9,6.0,23.5,39.6,12.6,1.4
2011-11-11,2.9,6.0,25.0,39.2,15.8,1.4
2011-11-12,3.6,15.0,21.0,23.5,18.3,2.4
2011-11-13,4.3,19.0,20.1,25.3,14.7,3.6
2011-11-14,4.3,17.0,18.0,29.5,8.8,3.6
2011-11-15,4.3,16.0,16.5,24.6,9.9,3.6
2011-11-16,4.3,15.0,13.5,27.3,3.9,3.6
2011-11-17,4.3,14.0,22.3,32.7,11.1,3.6
2011-11-18,4.6,20.0,23.5,29.1,13.8,4.0
2011-11-19,4.8,18.0,14.4,19.9,8.6,4.1
2011-11-20,4.9,19.0,21.0,28.2,18.0,4.2
2011-11-21,5.4,21.0,21.2,28.8,12.9,4.6
2011-11-22,5.4,21.0,21.0,34.5,14.0,4.6
2011-11-23,5.4,20.0,23.4,37.9,12.9,4.6
2011-11-24,5.4,19.0,23.2,35.1,15.3,4.6
2011-11-25,5.4,20.0,16.7,23.5,7.3,4.6
2011-11-26,5.4,19.0,19.8,30.9,6.1,4.6
2011-11-27,5.4,18.0,30.2,44.8,19.0,4.6
2011-11-28,5.5,18.0,30.0,39.9,19.2,4.6
2011-11-29,5.5,18.0,25.5,42.1,15.6,4.6
2011-11-30,5.5,18.0,21.0,33.1,13.8,4.6
2011-12-01,5.5,18.0,14.2,25.7,6.4,4.6
