date,PREC_DAILY,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2011-10-01,0.0,0.0,48.2,55.4,37.2,0.0
2011-10-02,0.0,0.0,44.8,51.3,36.0,0.0
2011-10-03,0.4,0.0,43.9,45.9,41.0,0.0
2011-10-04,0.7,0.0,39.9,43.0,36.5,0.0
2011-10-05,1.2,0.0,38.3,41.7,32.4,0.0
2011-10-06,1.2,0.0,44.1,55.6,34.3,0.0
2011-10-07,1.3,0.0,41.2,50.9,30.7,0.0
2011-10-08,1.3,0.0,38.3,50.4,29.7,0.0
2011-10-09,1.3,0.0,40.3,48.6,32.5,0.0
2011-10-10,1.5,0.0,40.8,41.9,39.4,0.0
2011-10-11,1.6,0.0,41.2,52.9,34.3,0.0
2011-10-12,1.6,0.0,36.7,45.9,29.7,0.0
2011-10-13,1.6,0.0,34.7,45.3,26.2,0.0
2011-10-14,1.6,0.0,35.8,42.1,30.2,0.0
2011-10-15,1.6,0.0,35.6,47.5,27.7,0.0
2011-10-16,1.6,0.0,36.7,49.5,29.3,0.0
2011-10-17,1.6,0.0,38.5,51.4,29.7,0.0
2011-10-18,1.6,0.0,39.4,53.1,30.0,0.0
2011-10-19,1.6,0.0,41.4,52.7,32.5,0.0
2011-10-20,1.6,0.0,42.6,53.1,31.8,0.0
2011-10-21,1.6,0.0,41.4,49.6,32.2,0.0
2011-10-22,1.8,0.0,43.9,52.5,36.0,0.0
2011-10-23,1.8,0.0,37.0,47.7,28.8,0.0
2011-10-24,1.8,0.0,32.0,41.0,26.6,0.0
2011-10-25,1.8,0.0,30.9,43.0,24.3,0.0
2011-10-26,1.8,0.0,26.4,30.4,21.6,0.0
2011-10-27,1.8,0.0,28.8,40.1,21.0,0.0
2011-10-28,1.8,0.0,30.7,39.4,23.7,0.0
2011-10-29,1.8,0.0,34.0,44.2,25.5,0.0
2011-10-30,1.8,0.0,34.0,43.0,26.4,0.0
2011-10-31,1.8,0.0,33.4,41.9,26.8,0.0
2011-11-01,1.8,0.0,27.7,37.2,19.9,0.0
2011-11-02,1.8,0.0,27.9,34.2,16.3,0.0
2011-11-03,1.8,0.0,27.1,33.8,18.9,0.0
2011-11-04,1.8,0.0,26.6,36.7,17.8,0.0
2011-11-05,1.8,0.0,21.0,31.5,14.2,0.0
2011-11-06,1.8,0.0,19.6,30.9,12.4,0.0
2011-11-07,1.9,0.0,20.7,25.9,13.6,0.0
2011-11-08,1.9,0.0,26.2,36.1,19.0,0.0
2011-11-09,1.9,0.0,28.8,32.9,23.5,0.0
2011-11-10,1.9,0.0,28.2,37.8,23.0,0.0
2011-11-11,2.0,1.0,28.0,36.7,23.2,0.1
2011-11-12,2.0,1.0,25.9,30.0,23.2,0.1
2011-11-13,2.0,1.0,32.2,36.0,22.6,0.1
2011-11-14,2.0,0.0,25.2,33.8,12.2,0.0
2011-11-15,2.0,0.0,18.7,30.0,11.3,0.0
2011-11-16,2.2,3.0,16.5,20.7,9.9,0.3
2011-11-17,2.4,7.0,23.5,30.2,17.6,0.6
2011-11-18,2.8,11.0,21.0,24.1,15.4,1.0
2011-11-19,2.8,9.0,12.7,20.5,3.6,0.9
2011-11-20,2.8,8.0,9.0,15.6,-1.8,0.9
2011-11-21,2.9,8.0,17.1,21.9,11.7,1.2
2011-11-22,3.5,11.0,29.5,32.9,21.6,1.8
2011-11-23,4.3,7.0,33.8,38.5,22.1,2.1
2011-11-24,4.4,8.0,23.0,26.4,17.2,2.2
2011-11-25,4.4,7.0,24.4,30.6,14.9,2.2
2011-11-26,4.5,6.0,24.3,26.8,21.6,2.3
2011-11-27,4.5,7.0,27.7,37.9,21.9,2.4
2011-11-28,4.5,7.0,24.8,34.7,19.2,2.3
2011-11-29,4.5,7.0,25.0,28.2,19.9,2.3
2011-11-30,4.5,7.0,26.4,35.1,15.3,2.3
2011-12-01,4.5,7.0,22.5,34.5,14.5,2.3
2011-12-02,4.5,7.0,26.6,33.8,16.3,2.3
2011-12-03,4.5,7.0,27.7,35.8,20.5,2.4
2011-12-04,4.5,7.0,28.2,34.7,17.8,2.3
2011-12-05,4.5,7.0,21.6,29.3,14.5,2.3
2011-12-06,4.5,7.0,21.0,28.8,14.7,2.3
2011-12-07,4.5,7.0,22.6,33.8,13.5,2.3
2011-12-08,4.5,7.0,20.7,31.5,11.1,2.3
2011-12-09,4.5,7.0,23.2,32.5,14.0,2.3
2011-12-10,4.5,6.0,18.7,26.4,11.8,2.3
2011-12-11,4.5,6.0,21.7,28.8,14.4,2.3
2011-12-12,4.5,6.0,13.8,25.2,5.2,2.3
2011-12-13,4.5,7.0,12.6,14.7,7.2,2.2
2011-12-14,4.5,7.0,14.0,20.5,3.7,2.3
2011-12-15,4.5,6.0,19.9,29.7,12.6,2.4
2011-12-16,4.6,6.0,19.0,25.9,13.1,2.4
2011-12-17,4.6,6.0,22.3,28.2,17.6,2.4
2011-12-18,4.6,7.0,27.5,39.0,18.9,2.4
2011-12-19,4.6,7.0,20.8,26.6,14.9,2.4
2011-12-20,4.6,7.0,27.3,39.4,16.5,2.4
2011-12-21,4.6,7.0,20.8,30.2,9.0,2.3
2011-12-22,4.6,7.0,12.7,21.9,6.6,2.3
2011-12-23,4.6,7.0,16.0,20.3,12.2,2.4
2011-12-24,4.6,7.0,18.7,22.5,14.4,2.4
2011-12-25,4.6,9.0,23.0,28.2,18.3,2.4
2011-12-26,4.6,8.0,20.8,27.5,14.5,2.4
2011-12-27,4.8,9.0,23.2,27.0,20.1,2.6
2011-12-28,5.0,9.0,34.0,44.4,23.4,2.9
